Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2380131803,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Nelson Agholor (15820116) (LOCKED),Calvin Ridley (15820060) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Rob Gronkowski (15820362),Jordan Wilkins (15820036) (LOCKED),Saints (15820541),,1. Column A lists all of your contest entries for this draftgroup
2380131804,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Josh Jacobs (15819830) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Andy Isabella (15820324) (LOCKED),Mo Alie-Cox (15820400) (LOCKED),James Robinson (15819838) (LOCKED),Saints (15820541),,2. Your current lineup is listed next to each entry (blank for reservations)
2380131805,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Nelson Agholor (15820116) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Calvin Ridley (15820060) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Dolphins (15820540) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2380131806,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tee Higgins (15820128) (LOCKED),Sterling Shepard (15820104) (LOCKED),Darius Slayton (15820114) (LOCKED),Travis Kelce (15820352),Zack Moss (15819880) (LOCKED),Rams (15820542),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2380131807,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Giants (15820543) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2380131808,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),A.J. Brown (15820064) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Robert Woods (15820084),Jonnu Smith (15820368) (LOCKED),Brian Hill (15819990) (LOCKED),Saints (15820541),,
2380131809,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),Nelson Agholor (15820116) (LOCKED),Denzel Mims (15820174) (LOCKED),Calvin Ridley (15820060) (LOCKED),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Bills (15820549) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2380131945,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Nick Chubb (15819832) (LOCKED),Mike Davis (15819834) (LOCKED),Mike Evans (15820074),Mecole Hardman (15820144),Sammy Watkins (15820132),Darren Waller (15820354) (LOCKED),Nyheim Hines (15819886) (LOCKED),Chargers (15820555) (LOCKED),,QB,Jacoby Brissett (15819802) (LOCKED),Jacoby Brissett,15819802,QB,4400,In Progress,IND,1.56
2380131946,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Baker Mayfield (15819785) (LOCKED),Mike Davis (15819834) (LOCKED),Brian Hill (15819990) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Stefon Diggs (15820056) (LOCKED),Rashard Higgins (15820130) (LOCKED),Travis Kelce (15820352),Nick Chubb (15819832) (LOCKED),Rams (15820542),,RB,Phillip Lindsay (15819896),Phillip Lindsay,15819896,RB/FLEX,4400,NO@DEN 11/29/2020 04:05PM ET,DEN,7.4
2380131947,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Wayne Gallman Jr. (15819876) (LOCKED),James Robinson (15819838) (LOCKED),Antonio Brown (15820086),Tyreek Hill (15820054),Denzel Mims (15820174) (LOCKED),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),Bills (15820549) (LOCKED),,TE,Rob Gronkowski (15820362),Rob Gronkowski,15820362,TE/FLEX,4400,KC@TB 11/29/2020 04:25PM ET,TB,8.63
2380131948,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Brian Hill (15819990) (LOCKED),Nelson Agholor (15820116) (LOCKED),Keenan Allen (15820052) (LOCKED),Cooper Kupp (15820068),Darren Waller (15820354) (LOCKED),Kareem Hunt (15819860) (LOCKED),Bengals (15820552) (LOCKED),,RB,Mark Ingram II (15847535),Mark Ingram II,15847535,RB/FLEX,4400,Postponed,BAL,5.64
2380131949,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Brian Hill (15819990) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Keenan Allen (15820052) (LOCKED),Cole Beasley (15820090) (LOCKED),Chris Godwin (15820078),Travis Kelce (15820352),Devin Singletary (15819900) (LOCKED),Rams (15820542),,RB,Frank Gore (15819898) (LOCKED),Frank Gore,15819898,RB/FLEX,4300,In Progress,NYJ,6.65
2380131950,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766) (LOCKED),Nyheim Hines (15819886) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Cole Beasley (15820090) (LOCKED),Darius Slayton (15820114) (LOCKED),Hunter Henry (15820358) (LOCKED),Clyde Edwards-Helaire (15819836),Vikings (15820556) (LOCKED),,WR,Preston Williams (15820136) (LOCKED),Preston Williams,15820136,WR/FLEX,4300,In Progress,MIA,9.72
2380131951,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Nick Chubb (15819832) (LOCKED),Mike Davis (15819834) (LOCKED),Keenan Allen (15820052) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Cardinals (15820546) (LOCKED),,TE,Mike Gesicki (15820364) (LOCKED),Mike Gesicki,15820364,TE/FLEX,4300,In Progress,MIA,8.44
2380145276,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Teddy Bridgewater (15819769) (LOCKED),Nick Chubb (15819832) (LOCKED),Josh Jacobs (15819830) (LOCKED),Robby Anderson (15820076) (LOCKED),Olabisi Johnson (15820192) (LOCKED),DJ Moore (15820072) (LOCKED),Travis Kelce (15820352),Nyheim Hines (15819886) (LOCKED),Raiders (15820557) (LOCKED),,QB,Marcus Mariota (15819803) (LOCKED),Marcus Mariota,15819803,QB,4300,In Progress,LV,0
2380132089,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Nelson Agholor (15820116) (LOCKED),Calvin Ridley (15820060) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Rob Gronkowski (15820362),Jordan Wilkins (15820036) (LOCKED),Saints (15820541),,WR,Henry Ruggs III (15820138) (LOCKED),Henry Ruggs III,15820138,WR/FLEX,4300,In Progress,LV,6.62
2380132090,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Josh Jacobs (15819830) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Andy Isabella (15820324) (LOCKED),Mo Alie-Cox (15820400) (LOCKED),James Robinson (15819838) (LOCKED),Saints (15820541),,QB,Sean Mannion (15819805) (LOCKED),Sean Mannion,15819805,QB,4300,In Progress,MIN,0
2380132091,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Nelson Agholor (15820116) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Calvin Ridley (15820060) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Dolphins (15820540) (LOCKED),,QB,Jeff Driskel (15819804),Jeff Driskel,15819804,QB,4300,NO@DEN 11/29/2020 04:05PM ET,DEN,10.69
2380132092,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tee Higgins (15820128) (LOCKED),Sterling Shepard (15820104) (LOCKED),Darius Slayton (15820114) (LOCKED),Travis Kelce (15820352),Zack Moss (15819880) (LOCKED),Rams (15820542),,WR,Josh Reynolds (15820140),Josh Reynolds,15820140,WR/FLEX,4300,SF@LAR 11/29/2020 04:05PM ET,LAR,8.88
2380132093,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Giants (15820543) (LOCKED),,WR,Willie Snead IV (15847561),Willie Snead IV,15847561,WR/FLEX,4300,Postponed,BAL,8.69
2380132094,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),A.J. Brown (15820064) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Robert Woods (15820084),Jonnu Smith (15820368) (LOCKED),Brian Hill (15819990) (LOCKED),Saints (15820541),,WR,Breshad Perriman (15820142) (LOCKED),Breshad Perriman,15820142,WR/FLEX,4200,In Progress,NYJ,11.05
2380132095,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),Nelson Agholor (15820116) (LOCKED),Denzel Mims (15820174) (LOCKED),Calvin Ridley (15820060) (LOCKED),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Bills (15820549) (LOCKED),,DST,Dolphins  (15820540) (LOCKED),Dolphins ,15820540,DST,4200,In Progress,MIA,8.8
2380132096,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Calvin Ridley (15820060) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Travis Kelce (15820352),Devin Singletary (15819900) (LOCKED),Giants (15820543) (LOCKED),,QB,Nathan Peterman (15819806) (LOCKED),Nathan Peterman,15819806,QB,4200,In Progress,LV,0
2380132097,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Brandon Allen (15832549) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Tyler Boyd (15820108) (LOCKED),Tee Higgins (15820128) (LOCKED),Darius Slayton (15820114) (LOCKED),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),Saints (15820541),,QB,Matt Barkley (15819808) (LOCKED),Matt Barkley,15819808,QB,4200,In Progress,BUF,0.88
2380132098,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Nelson Agholor (15820116) (LOCKED),Tyreek Hill (15820054),Henry Ruggs III (15820138) (LOCKED),Hayden Hurst (15820370) (LOCKED),Kenyan Drake (15819866) (LOCKED),Rams (15820542),,RB,Devin Singletary (15819900) (LOCKED),Devin Singletary,15819900,RB/FLEX,4200,In Progress,BUF,8.98
2380132099,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tyler Boyd (15820108) (LOCKED),Calvin Ridley (15820060) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Darren Waller (15820354) (LOCKED),Clyde Edwards-Helaire (15819836),Saints (15820541),,TE,Noah Fant (15820366),Noah Fant,15820366,TE/FLEX,4200,NO@DEN 11/29/2020 04:05PM ET,DEN,10.58
2380132100,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772) (LOCKED),Kenyan Drake (15819866) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Justin Jefferson (15820070) (LOCKED),Denzel Mims (15820174) (LOCKED),DJ Moore (15820072) (LOCKED),Travis Kelce (15820352),Dalvin Cook (15819822) (LOCKED),Jaguars (15820561) (LOCKED),,RB,Cam Akers (15819902),Cam Akers,15819902,RB/FLEX,4200,SF@LAR 11/29/2020 04:05PM ET,LAR,4.54
2380132101,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Jared Goff (15819773),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Cooper Kupp (15820068),Denzel Mims (15820174) (LOCKED),Robert Woods (15820084),Jordan Reed (15820376),Wayne Gallman Jr. (15819876) (LOCKED),Saints (15820541),,QB,Blaine Gabbert (15819807),Blaine Gabbert,15819807,QB,4200,KC@TB 11/29/2020 04:25PM ET,TB,0.03
2380132102,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Mike Evans (15820074),Tyreek Hill (15820054),Denzel Mims (15820174) (LOCKED),Rob Gronkowski (15820362),Wayne Gallman Jr. (15819876) (LOCKED),Patriots (15820553) (LOCKED),,WR,Mecole Hardman (15820144),Mecole Hardman,15820144,WR/FLEX,4200,KC@TB 11/29/2020 04:25PM ET,KC,8.87
2380132103,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Kenyan Drake (15819866) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Denzel Mims (15820174) (LOCKED),Travis Kelce (15820352),Nyheim Hines (15819886) (LOCKED),Chargers (15820555) (LOCKED),,DST,Steelers  (15847593),Steelers ,15847593,DST,4200,Postponed,PIT,11
2380132104,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Baker Mayfield (15819785) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Rashard Higgins (15820130) (LOCKED),Jarvis Landry (15820100) (LOCKED),Robert Woods (15820084),Travis Kelce (15820352),James Robinson (15819838) (LOCKED),Dolphins (15820540) (LOCKED),,QB,Logan Woodside (15819812) (LOCKED),Logan Woodside,15819812,QB,4100,In Progress,TEN,0.28
2380132105,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Andy Isabella (15820324) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Calvin Ridley (15820060) (LOCKED),Darren Waller (15820354) (LOCKED),Clyde Edwards-Helaire (15819836),Dolphins (15820540) (LOCKED),,WR,Zach Pascal (15820146) (LOCKED),Zach Pascal,15820146,WR/FLEX,4100,In Progress,IND,8.14
2380132106,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Jared Goff (15819773),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Cooper Kupp (15820068),Deebo Samuel (15820094),Robert Woods (15820084),Travis Kelce (15820352),Matt Breida (15820000) (LOCKED),Saints (15820541),,TE,Jonnu Smith (15820368) (LOCKED),Jonnu Smith,15820368,TE/FLEX,4100,In Progress,TEN,11.19
2380132107,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Gabriel Davis (15820258) (LOCKED),Stefon Diggs (15820056) (LOCKED),Mike Williams (15820110) (LOCKED),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),49ers (15820550),,WR,Damiere Byrd (15820148) (LOCKED),Damiere Byrd,15820148,WR/FLEX,4100,In Progress,NE,9.89
2380132108,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Corey Davis (15820118) (LOCKED),Tyreek Hill (15820054),T.Y. Hilton (15820154) (LOCKED),Jonnu Smith (15820368) (LOCKED),Brian Hill (15819990) (LOCKED),Rams (15820542),,RB,La'Mical Perine (15819904) (LOCKED),La'Mical Perine,15819904,RB/FLEX,4100,In Progress,NYJ,5.23
2380132109,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Keenan Allen (15820052) (LOCKED),Stefon Diggs (15820056) (LOCKED),Mike Williams (15820110) (LOCKED),Tyler Eifert (15820404) (LOCKED),Frank Gore (15819898) (LOCKED),Saints (15820541),,QB,Colt McCoy (15819811) (LOCKED),Colt McCoy,15819811,QB,4100,In Progress,NYG,0
2380132110,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),T.Y. Hilton (15820154) (LOCKED),Darren Waller (15820354) (LOCKED),Matt Breida (15820000) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Justin Jackson (15819906) (LOCKED),Justin Jackson,15819906,RB/FLEX,4100,In Progress,LAC,9.32
2380132111,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Keenan Allen (15820052) (LOCKED),Cole Beasley (15820090) (LOCKED),Denzel Mims (15820174) (LOCKED),Dawson Knox (15820388) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Saints (15820541),,QB,John Wolford (15819810),John Wolford,15819810,QB,4100,SF@LAR 11/29/2020 04:05PM ET,LAR,0
2380132112,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Tyler Boyd (15820108) (LOCKED),Sterling Shepard (15820104) (LOCKED),Darius Slayton (15820114) (LOCKED),Darren Waller (15820354) (LOCKED),Kenyan Drake (15819866) (LOCKED),Vikings (15820556) (LOCKED),,QB,Chad Henne (15819809),Chad Henne,15819809,QB,4100,KC@TB 11/29/2020 04:25PM ET,KC,3.5
2380132113,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Gabriel Davis (15820258) (LOCKED),Chris Godwin (15820078),Tyreek Hill (15820054),Rob Gronkowski (15820362),Nyheim Hines (15819886) (LOCKED),Dolphins (15820540) (LOCKED),,QB,Robert Griffin III (15847527),Robert Griffin III,15847527,QB,4100,Postponed,BAL,-0.18
2380132114,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Stefon Diggs (15820056) (LOCKED),Andy Isabella (15820324) (LOCKED),Mike Williams (15820110) (LOCKED),Dawson Knox (15820388) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Colts (15820545) (LOCKED),,QB,Mason Rudolph (15847528),Mason Rudolph,15847528,QB,4100,Postponed,PIT,-0.11
2380132115,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Jared Goff (15819773),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Richie James (15820172),Cooper Kupp (15820068),Robert Woods (15820084),Darren Waller (15820354) (LOCKED),Kenyan Drake (15819866) (LOCKED),Buccaneers (15820547),,TE,Eric Ebron (15847583),Eric Ebron,15847583,TE/FLEX,4100,Postponed,PIT,9.39
2380132116,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Teddy Bridgewater (15819769) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),James Robinson (15819838) (LOCKED),Robby Anderson (15820076) (LOCKED),Justin Jefferson (15820070) (LOCKED),DJ Moore (15820072) (LOCKED),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),49ers (15820550),,QB,Jacob Eason (15819821) (LOCKED),Jacob Eason,15819821,QB,4000,In Progress,IND,0
2380132117,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),Nelson Agholor (15820116) (LOCKED),Tee Higgins (15820128) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Jordan Wilkins (15820036) (LOCKED),Jordan Wilkins,15820036,RB/FLEX,4000,In Progress,IND,5.23
2380132118,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tyler Boyd (15820108) (LOCKED),Sterling Shepard (15820104) (LOCKED),Robert Woods (15820084),Evan Engram (15820360) (LOCKED),Kareem Hunt (15819860) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Marlon Mack (15820038) (LOCKED),Marlon Mack,15820038,RB/FLEX,4000,In Progress,IND,8.6
2380132119,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Jared Goff (15819773),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Deebo Samuel (15820094),Darius Slayton (15820114) (LOCKED),Robert Woods (15820084),Gerald Everett (15820380),Nyheim Hines (15819886) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Jeremy McNichols (15820040) (LOCKED),Jeremy McNichols,15820040,RB/FLEX,4000,In Progress,TEN,2.62
2380132120,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Keenan Allen (15820052) (LOCKED),Denzel Mims (15820174) (LOCKED),Mike Williams (15820110) (LOCKED),Dawson Knox (15820388) (LOCKED),Kenyan Drake (15819866) (LOCKED),Rams (15820542),,RB,D'Onta Foreman (15820042) (LOCKED),D'Onta Foreman,15820042,RB/FLEX,4000,In Progress,TEN,3.55
2380132121,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772) (LOCKED),Kareem Hunt (15819860) (LOCKED),Josh Jacobs (15819830) (LOCKED),Justin Jefferson (15820070) (LOCKED),Olabisi Johnson (15820192) (LOCKED),DJ Moore (15820072) (LOCKED),Travis Kelce (15820352),Zack Moss (15819880) (LOCKED),Saints (15820541),,RB,Senorise Perry (15820044) (LOCKED),Senorise Perry,15820044,RB/FLEX,4000,In Progress,TEN,0.45
2380132122,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Keenan Allen (15820052) (LOCKED),Stefon Diggs (15820056) (LOCKED),Denzel Mims (15820174) (LOCKED),Dawson Knox (15820388) (LOCKED),Clyde Edwards-Helaire (15819836),Raiders (15820557) (LOCKED),,RB,Darrynton Evans (15820046) (LOCKED),Darrynton Evans,15820046,RB/FLEX,4000,In Progress,TEN,1.05
2380132123,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),Keenan Allen (15820052) (LOCKED),Gabriel Davis (15820258) (LOCKED),Mike Williams (15820110) (LOCKED),Hayden Hurst (15820370) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Saints (15820541),,RB,Khari Blasingame (15820048) (LOCKED),Khari Blasingame,15820048,RB/FLEX,4000,In Progress,TEN,1.32
2380132124,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Nelson Agholor (15820116) (LOCKED),Russell Gage (15820126) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Travis Kelce (15820352),Zack Moss (15819880) (LOCKED),Colts (15820545) (LOCKED),,QB,Brett Hundley (15819819) (LOCKED),Brett Hundley,15819819,QB,4000,In Progress,ARI,0
2380132125,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Mecole Hardman (15820144),Tyreek Hill (15820054),Rob Gronkowski (15820362),Devin Singletary (15819900) (LOCKED),Rams (15820542),,QB,Brian Hoyer (15819820) (LOCKED),Brian Hoyer,15819820,QB,4000,In Progress,NE,4
2380132126,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),Brian Hill (15819990) (LOCKED),Tyler Boyd (15820108) (LOCKED),Cooper Kupp (15820068),Darius Slayton (15820114) (LOCKED),Evan Engram (15820360) (LOCKED),Clyde Edwards-Helaire (15819836),Saints (15820541),,RB,Sony Michel (15819908) (LOCKED),Sony Michel,15819908,RB/FLEX,4000,In Progress,NE,10.2
2380132127,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Calvin Ridley (15820060) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Robert Woods (15820084),Hayden Hurst (15820370) (LOCKED),Clyde Edwards-Helaire (15819836),Patriots (15820553) (LOCKED),,RB,Jonathan Ward (15820026) (LOCKED),Jonathan Ward,15820026,RB/FLEX,4000,In Progress,ARI,0
2380132128,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Gabriel Davis (15820258) (LOCKED),Cooper Kupp (15820068),Jonnu Smith (15820368) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Eno Benjamin (15820028) (LOCKED),Eno Benjamin,15820028,RB/FLEX,4000,In Progress,ARI,0
