Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1769832918,Straight Cash Free Contest Series presented by Straight Talk Wireless,82064595,$0,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,1. Column A lists all of your contest entries for this draftgroup
1769832919,AutoNation Free Football Challenge,82064632,$0,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,2. Your current lineup is listed next to each entry (blank for reservations)
1769832940,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1769832941,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1769832942,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,5. For faster processing only include entries you are changing in the file you upload
1769832943,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,
1769832944,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1769824128,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Darrel Williams (13888074),Darrel Williams,13888074,RB/FLEX,4100,KC@NE 12/08/2019 04:25PM ET,KC,5.73
1769824129,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Hunter Renfrow (13888312),Hunter Renfrow,13888312,WR/FLEX,4100,TEN@OAK 12/08/2019 04:25PM ET,OAK,7.96
1769824130,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Reggie Bonnafon (13888086),Reggie Bonnafon,13888086,RB/FLEX,4000,CAR@ATL 12/08/2019 01:00PM ET,CAR,1.78
1769824131,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Brian Hill (13888088),Brian Hill,13888088,RB/FLEX,4000,CAR@ATL 12/08/2019 01:00PM ET,ATL,5.59
1769824132,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Trace McSorley (13887987),Trace McSorley,13887987,QB,4000,BAL@BUF 12/08/2019 01:00PM ET,BAL,0
1769841187,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Jake Dolegala (13887986),Jake Dolegala,13887986,QB,4000,CIN@CLE 12/08/2019 01:00PM ET,CIN,0
1769841416,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Giovani Bernard (13888084),Giovani Bernard,13888084,RB/FLEX,4000,CIN@CLE 12/08/2019 01:00PM ET,CIN,4.43
1769832920,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Auden Tate (13888320),Auden Tate,13888320,WR/FLEX,4000,CIN@CLE 12/08/2019 01:00PM ET,CIN,9.08
1769832921,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Adrian Peterson (13888082),Adrian Peterson,13888082,RB/FLEX,4000,WAS@GB 12/08/2019 01:00PM ET,WAS,9.27
1769832922,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,DST,Packers  (13888714),Packers ,13888714,DST,4000,WAS@GB 12/08/2019 01:00PM ET,GB,6.42
1769832923,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Royce Freeman (13888090),Royce Freeman,13888090,RB/FLEX,4000,DEN@HOU 12/08/2019 01:00PM ET,DEN,9.28
1769832924,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Kyle Sloter (13887975),Kyle Sloter,13887975,QB,4000,DET@MIN 12/08/2019 01:00PM ET,DET,0
1769832925,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Danny Amendola (13888322),Danny Amendola,13888322,WR/FLEX,4000,DET@MIN 12/08/2019 01:00PM ET,DET,9.77
1769832926,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,C.J. Beathard (13887984),C.J. Beathard,13887984,QB,4000,SF@NO 12/08/2019 01:00PM ET,SF,0
1769832927,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Taysom Hill (13887985),Taysom Hill,13887985,QB,4000,SF@NO 12/08/2019 01:00PM ET,NO,5.71
1769832928,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Ty Montgomery (13888080),Ty Montgomery,13888080,RB/FLEX,4000,MIA@NYJ 12/08/2019 01:00PM ET,NYJ,1.62
1769832929,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Albert Wilson (13888318),Albert Wilson,13888318,WR/FLEX,4000,MIA@NYJ 12/08/2019 01:00PM ET,MIA,5.5
1769832930,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Mike Gesicki (13888540),Mike Gesicki,13888540,TE/FLEX,4000,MIA@NYJ 12/08/2019 01:00PM ET,MIA,7.26
1769832931,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Blaine Gabbert (13887982),Blaine Gabbert,13887982,QB,4000,IND@TB 12/08/2019 01:00PM ET,TB,0
1769832932,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Chad Kelly (13887983),Chad Kelly,13887983,QB,4000,IND@TB 12/08/2019 01:00PM ET,IND,0
1769832933,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Josh Dobbs (13887980),Josh Dobbs,13887980,QB,4000,LAC@JAX 12/08/2019 04:05PM ET,JAX,0
1769832934,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Easton Stick (13887981),Easton Stick,13887981,QB,4000,LAC@JAX 12/08/2019 04:05PM ET,LAC,0
1769832935,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Chris Conley (13888316),Chris Conley,13888316,WR/FLEX,4000,LAC@JAX 12/08/2019 04:05PM ET,JAX,9.71
1769832936,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Paxton Lynch (13887978),Paxton Lynch,13887978,QB,4000,PIT@ARI 12/08/2019 04:25PM ET,PIT,0
1769832937,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Ben Roethlisberger (13887979),Ben Roethlisberger,13887979,QB,4000,PIT@ARI 12/08/2019 04:25PM ET,PIT,6.87
1769832938,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Cody Kessler (13887976),Cody Kessler,13887976,QB,4000,KC@NE 12/08/2019 04:25PM ET,NE,0
1769832939,NFL $1M Play-Action [$100K to 1st 20 Entry Max],82150792,$3,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Chad Henne (13887977),Chad Henne,13887977,QB,4000,KC@NE 12/08/2019 04:25PM ET,KC,0
1769833130,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Darwin Thompson (13888092),Darwin Thompson,13888092,RB/FLEX,4000,KC@NE 12/08/2019 04:25PM ET,KC,1.9
1769833131,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,N'Keal Harry (13888314),N'Keal Harry,13888314,WR/FLEX,4000,KC@NE 12/08/2019 04:25PM ET,NE,4.27
1769833132,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,DeShone Kizer (13887974),DeShone Kizer,13887974,QB,4000,TEN@OAK 12/08/2019 04:25PM ET,OAK,0
1769833133,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Marquez Valdes-Scantling (13888326),Marquez Valdes-Scantling,13888326,WR/FLEX,3900,WAS@GB 12/08/2019 01:00PM ET,GB,6.8
1769833134,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Duke Johnson (13888100),Duke Johnson,13888100,RB/FLEX,3900,DEN@HOU 12/08/2019 01:00PM ET,HOU,10.16
1769833135,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Chase Edmonds (13888078),Chase Edmonds,13888078,RB/FLEX,3900,PIT@ARI 12/08/2019 04:25PM ET,ARI,9.44
1769833136,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Jalen Richard (13888094),Jalen Richard,13888094,RB/FLEX,3900,TEN@OAK 12/08/2019 04:25PM ET,OAK,4.65
1769833137,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Corey Davis (13888324),Corey Davis,13888324,WR/FLEX,3900,TEN@OAK 12/08/2019 04:25PM ET,TEN,7.78
1769833138,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Greg Olsen (13888542),Greg Olsen,13888542,TE/FLEX,3800,CAR@ATL 12/08/2019 01:00PM ET,CAR,9.85
1769833139,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Frank Gore (13888096),Frank Gore,13888096,RB/FLEX,3800,BAL@BUF 12/08/2019 01:00PM ET,BUF,7.38
1769833140,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,DST,Vikings  (13888715),Vikings ,13888715,DST,3800,DET@MIN 12/08/2019 01:00PM ET,MIN,7.42
1769833141,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Mecole Hardman (13888330),Mecole Hardman,13888330,WR/FLEX,3800,KC@NE 12/08/2019 04:25PM ET,KC,8.14
1769833142,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Adam Humphries (13888328),Adam Humphries,13888328,WR/FLEX,3800,TEN@OAK 12/08/2019 04:25PM ET,TEN,7.21
1769833143,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Kelvin Harmon (13888342),Kelvin Harmon,13888342,WR/FLEX,3700,WAS@GB 12/08/2019 01:00PM ET,WAS,3.43
1769833144,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Kenny Stills (13888340),Kenny Stills,13888340,WR/FLEX,3700,DEN@HOU 12/08/2019 01:00PM ET,HOU,9.11
1769833145,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Olabisi Johnson (13888338),Olabisi Johnson,13888338,WR/FLEX,3700,DET@MIN 12/08/2019 01:00PM ET,MIN,4.97
1769833146,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Kendrick Bourne (13888336),Kendrick Bourne,13888336,WR/FLEX,3700,SF@NO 12/08/2019 01:00PM ET,SF,6.17
1769833147,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Demaryius Thomas (13888334),Demaryius Thomas,13888334,WR/FLEX,3700,MIA@NYJ 12/08/2019 01:00PM ET,NYJ,7.45
1769833148,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Jordan Wilkins (13888098),Jordan Wilkins,13888098,RB/FLEX,3700,IND@TB 12/08/2019 01:00PM ET,IND,2.8
1769833149,NFL $10K Dime Package [Just $0.10!] ,82184787,$0.10,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Breshad Perriman (13888332),Breshad Perriman,13888332,WR/FLEX,3700,IND@TB 12/08/2019 01:00PM ET,TB,4.59
1769833110,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,DST,Browns  (13888716),Browns ,13888716,DST,3600,CIN@CLE 12/08/2019 01:00PM ET,CLE,6.58
1769833111,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Jimmy Graham (13888544),Jimmy Graham,13888544,TE/FLEX,3600,WAS@GB 12/08/2019 01:00PM ET,GB,6.69
1769833112,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,J.D. McKissic (13888102),J.D. McKissic,13888102,RB/FLEX,3600,DET@MIN 12/08/2019 01:00PM ET,DET,6.14
1769833113,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Ted Ginn Jr. (13888346),Ted Ginn Jr.,13888346,WR/FLEX,3600,SF@NO 12/08/2019 01:00PM ET,NO,6.3
1769833114,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Marcus Johnson (13888344),Marcus Johnson,13888344,WR/FLEX,3600,IND@TB 12/08/2019 01:00PM ET,IND,6.3
1769833115,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Justin Hardy (13888352),Justin Hardy,13888352,WR/FLEX,3500,CAR@ATL 12/08/2019 01:00PM ET,ATL,2.38
1769833116,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Alex Erickson (13888350),Alex Erickson,13888350,WR/FLEX,3500,CIN@CLE 12/08/2019 01:00PM ET,CIN,6.29
1769833117,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,David Njoku (13888546),David Njoku,13888546,TE/FLEX,3500,CIN@CLE 12/08/2019 01:00PM ET,CLE,6.85
1769833118,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Paul Richardson Jr. (13888348),Paul Richardson Jr.,13888348,WR/FLEX,3500,WAS@GB 12/08/2019 01:00PM ET,WAS,6.45
