Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2365050503,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Michael Gallup (15783660),Justin Jefferson (15783584),Adam Thielen (15783576),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Chargers (15784045),,1. Column A lists all of your contest entries for this draftgroup
2365050504,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Amari Cooper (15783610),Justin Jefferson (15783584),Adam Thielen (15783576),Dallas Goedert (15783886) (LOCKED),Duke Johnson (15783392) (LOCKED),Ravens (15784046) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2365050505,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Colts (15784050),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2365050506,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),KJ Hamler (15783672),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2365050507,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Justin Jefferson (15783584),CeeDee Lamb (15783618),Adam Thielen (15783576),Mark Andrews (15783866) (LOCKED),Giovani Bernard (15783390) (LOCKED),Broncos (15784060),,5. For faster processing only include entries you are changing in the file you upload
2365050508,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),Mike Davis (15783352) (LOCKED),Aaron Jones (15783346),Tyler Boyd (15783600) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Jaguars (15784064) (LOCKED),,
2365050509,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Deshaun Watson (15783282) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Brandin Cooks (15783614) (LOCKED),Will Fuller V (15783578) (LOCKED),Jakobi Meyers (15783620) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Bengals (15784061) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2365050650,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Lamar Jackson (15783277) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Marquise Brown (15783592) (LOCKED),Corey Davis (15783624) (LOCKED),KJ Hamler (15783672),Mark Andrews (15783866) (LOCKED),Aaron Jones (15783346),Browns (15784051) (LOCKED),,QB,Mason Rudolph (15783322) (LOCKED),Mason Rudolph,15783322,QB,4200,In Progress,PIT,0.03
2365050651,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Carson Wentz (15783291) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Travis Fulgham (15783602) (LOCKED),Jarvis Landry (15783608) (LOCKED),Terry McLaurin (15783572) (LOCKED),Richard Rodgers (15783892) (LOCKED),Duke Johnson (15783392) (LOCKED),Chargers (15784045),,TE,Jared Cook (15783880) (LOCKED),Jared Cook,15783880,TE/FLEX,4100,In Progress,NO,8.99
2365058276,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,P.J. Walker (15783309) (LOCKED),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),Terry McLaurin (15783572) (LOCKED),DJ Moore (15783604) (LOCKED),Mark Andrews (15783866) (LOCKED),Mike Davis (15783352) (LOCKED),Saints (15784049) (LOCKED),,QB,Jalen Hurts (15783327) (LOCKED),Jalen Hurts,15783327,QB,4100,In Progress,PHI,1.05
2365051781,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Kirk Cousins (15783285),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Michael Gallup (15783660),Justin Jefferson (15783584),Adam Thielen (15783576),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Chargers (15784045),,QB,Brian Hoyer (15783323) (LOCKED),Brian Hoyer,15783323,QB,4100,In Progress,NE,4
2365074794,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Kirk Cousins (15783285),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Amari Cooper (15783610),Justin Jefferson (15783584),Adam Thielen (15783576),Dallas Goedert (15783886) (LOCKED),Duke Johnson (15783392) (LOCKED),Ravens (15784046) (LOCKED),,QB,Jacoby Brissett (15783325),Jacoby Brissett,15783325,QB,4100,GB@IND 11/22/2020 04:25PM ET,IND,1.72
2365074795,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Alex Smith (15783298) (LOCKED),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Colts (15784050),,QB,Tim Boyle (15783326),Tim Boyle,15783326,QB,4100,GB@IND 11/22/2020 04:25PM ET,GB,-0.1
2365074796,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Alex Smith (15783298) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),KJ Hamler (15783672),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,QB,Logan Woodside (15783324) (LOCKED),Logan Woodside,15783324,QB,4100,In Progress,TEN,0
2365074797,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Justin Jefferson (15783584),CeeDee Lamb (15783618),Adam Thielen (15783576),Mark Andrews (15783866) (LOCKED),Giovani Bernard (15783390) (LOCKED),Broncos (15784060),,RB,Frank Gore (15783420),Frank Gore,15783420,RB/FLEX,4100,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,5.71
2365074798,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Alex Smith (15783298) (LOCKED),Mike Davis (15783352) (LOCKED),Aaron Jones (15783346),Tyler Boyd (15783600) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Jaguars (15784064) (LOCKED),,RB,Dwayne Washington (15783546) (LOCKED),Dwayne Washington,15783546,RB/FLEX,4000,In Progress,NO,0.3
2365074799,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Deshaun Watson (15783282) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Brandin Cooks (15783614) (LOCKED),Will Fuller V (15783578) (LOCKED),Jakobi Meyers (15783620) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Bengals (15784061) (LOCKED),,RB,Ty Montgomery (15783548) (LOCKED),Ty Montgomery,15783548,RB/FLEX,4000,In Progress,NO,2.05
2365074800,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Alex Smith (15783298) (LOCKED),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Tyler Boyd (15783600) (LOCKED),Terry McLaurin (15783572) (LOCKED),Adam Thielen (15783576),Logan Thomas (15783896) (LOCKED),Duke Johnson (15783392) (LOCKED),Ravens (15784046) (LOCKED),,RB,Michael Burton (15783550) (LOCKED),Michael Burton,15783550,RB/FLEX,4000,In Progress,NO,1.08
2365074801,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Antonio Gibson (15783376) (LOCKED),Justin Jefferson (15783584),Jakobi Meyers (15783620) (LOCKED),Adam Thielen (15783576),Dalton Schultz (15783890),Aaron Jones (15783346),Saints (15784049) (LOCKED),,RB,Brian Hill (15783552) (LOCKED),Brian Hill,15783552,RB/FLEX,4000,In Progress,ATL,6.27
2365074802,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Alex Smith (15783298) (LOCKED),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Steven Sims Jr. (15783722) (LOCKED),Mark Andrews (15783866) (LOCKED),Aaron Jones (15783346),Steelers (15784044) (LOCKED),,RB,Qadree Ollison (15783554) (LOCKED),Qadree Ollison,15783554,RB/FLEX,4000,In Progress,ATL,0.3
2365074803,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Deshaun Watson (15783282) (LOCKED),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Will Fuller V (15783578) (LOCKED),KJ Hamler (15783672),Jakobi Meyers (15783620) (LOCKED),Jordan Akins (15784012) (LOCKED),Dalvin Cook (15783342),Ravens (15784046) (LOCKED),,RB,Ito Smith (15783556) (LOCKED),Ito Smith,15783556,RB/FLEX,4000,In Progress,ATL,2.2
2365074804,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Matthew Stafford (15783288) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Marvin Hall (15783656) (LOCKED),Jakobi Meyers (15783620) (LOCKED),DJ Moore (15783604) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Patriots (15784052) (LOCKED),,RB,Keith Smith (15783558) (LOCKED),Keith Smith,15783558,RB/FLEX,4000,In Progress,ATL,0.69
2365074805,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Alex Smith (15783298) (LOCKED),James Conner (15783356) (LOCKED),Aaron Jones (15783346),A.J. Green (15783674) (LOCKED),Terry McLaurin (15783572) (LOCKED),Steven Sims Jr. (15783722) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Chargers (15784045),,QB,David Blough (15783337) (LOCKED),David Blough,15783337,QB,4000,Final,DET,0
2365074806,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Matthew Stafford (15783288) (LOCKED),Duke Johnson (15783392) (LOCKED),Aaron Jones (15783346),KJ Hamler (15783672),Marvin Jones Jr. (15783606) (LOCKED),DJ Moore (15783604) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Ravens (15784046) (LOCKED),,RB,Trenton Cannon (15783530) (LOCKED),Trenton Cannon,15783530,RB/FLEX,4000,Final,CAR,0.88
2365074807,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,P.J. Walker (15783309) (LOCKED),James Conner (15783356) (LOCKED),Aaron Jones (15783346),Robby Anderson (15783586) (LOCKED),Marvin Hall (15783656) (LOCKED),DJ Moore (15783604) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Saints (15784049) (LOCKED),,RB,Rodney Smith (15783532) (LOCKED),Rodney Smith,15783532,RB/FLEX,4000,Final,CAR,2.5
2365074808,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Alex Smith (15783298) (LOCKED),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),A.J. Green (15783674) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Logan Thomas (15783896) (LOCKED),Aaron Jones (15783346),Eagles (15784055) (LOCKED),,RB,Reggie Bonnafon (15783534) (LOCKED),Reggie Bonnafon,15783534,RB/FLEX,4000,Final,CAR,8.35
2365074809,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Aaron Jones (15783346),Michael Gallup (15783660),KJ Hamler (15783672),Adam Thielen (15783576),Mark Andrews (15783866) (LOCKED),Dalvin Cook (15783342),Bengals (15784061) (LOCKED),,RB,Alex Armah (15783536) (LOCKED),Alex Armah,15783536,RB/FLEX,4000,Final,CAR,0.56
2365074810,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,P.J. Walker (15783309) (LOCKED),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Robby Anderson (15783586) (LOCKED),Tyler Boyd (15783600) (LOCKED),DJ Moore (15783604) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Titans (15784059) (LOCKED),,RB,Adrian Peterson (15783538) (LOCKED),Adrian Peterson,15783538,RB/FLEX,4000,Final,DET,7.54
2365074811,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Deshaun Watson (15783282) (LOCKED),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Randall Cobb (15783668) (LOCKED),Brandin Cooks (15783614) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Dallas Goedert (15783886) (LOCKED),James Conner (15783356) (LOCKED),Dolphins (15784047),,RB,Kerryon Johnson (15783540) (LOCKED),Kerryon Johnson,15783540,RB/FLEX,4000,Final,DET,4.89
2365074812,NFL $50K Quarter Jukebox [Just $0.25!] ,96661109,$0.25,Kirk Cousins (15783285),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Amari Cooper (15783610),Justin Jefferson (15783584),Denzel Mims (15783690),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Broncos (15784060),,RB,Jonathan Williams (15783542) (LOCKED),Jonathan Williams,15783542,RB/FLEX,4000,Final,DET,0
2365074644,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Alex Smith (15783298) (LOCKED),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tyler Boyd (15783600) (LOCKED),Terry McLaurin (15783572) (LOCKED),Steven Sims Jr. (15783722) (LOCKED),Robert Tonyan (15783898),James Conner (15783356) (LOCKED),Dolphins (15784047),,RB,Jason Cabinda (15783544) (LOCKED),Jason Cabinda,15783544,RB/FLEX,4000,Final,DET,0.7
2365074645,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matthew Stafford (15783288) (LOCKED),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Robby Anderson (15783586) (LOCKED),Marvin Hall (15783656) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Chargers (15784045),,QB,Nate Sudfeld (15783336) (LOCKED),Nate Sudfeld,15783336,QB,4000,In Progress,PHI,0
2365074646,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Michael Gallup (15783660),Terry McLaurin (15783572) (LOCKED),Adam Thielen (15783576),Irv Smith Jr. (15783894),James Conner (15783356) (LOCKED),Saints (15784049) (LOCKED),,RB,Corey Clement (15783520) (LOCKED),Corey Clement,15783520,RB/FLEX,4000,In Progress,PHI,2.66
2365074647,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Joe Burrow (15783293) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Tyler Boyd (15783600) (LOCKED),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Dallas Goedert (15783886) (LOCKED),Duke Johnson (15783392) (LOCKED),Vikings (15784048),,RB,Jason Huntley (15783522) (LOCKED),Jason Huntley,15783522,RB/FLEX,4000,In Progress,PHI,0.47
2365074648,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Joe Burrow (15783293) (LOCKED),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Denzel Mims (15783690),Drew Sample (15783914) (LOCKED),Dalvin Cook (15783342),Patriots (15784052) (LOCKED),,RB,D'Ernest Johnson (15783524) (LOCKED),D'Ernest Johnson,15783524,RB/FLEX,4000,In Progress,CLE,2.44
2365074649,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Kirk Cousins (15783285),Giovani Bernard (15783390) (LOCKED),James Conner (15783356) (LOCKED),CeeDee Lamb (15783618),Jakobi Meyers (15783620) (LOCKED),Adam Thielen (15783576),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Falcons (15784062) (LOCKED),,RB,Dontrell Hilliard (15783526) (LOCKED),Dontrell Hilliard,15783526,RB/FLEX,4000,In Progress,CLE,2
2365074650,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Alex Smith (15783298) (LOCKED),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Steven Sims Jr. (15783722) (LOCKED),Drew Sample (15783914) (LOCKED),Dalvin Cook (15783342),Jaguars (15784064) (LOCKED),,RB,Andy Janovich (15783528) (LOCKED),Andy Janovich,15783528,RB/FLEX,4000,In Progress,CLE,0.74
2365074651,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matthew Stafford (15783288) (LOCKED),James Conner (15783356) (LOCKED),Alvin Kamara (15783340) (LOCKED),Marvin Hall (15783656) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),DJ Moore (15783604) (LOCKED),Mark Andrews (15783866) (LOCKED),Duke Johnson (15783392) (LOCKED),Browns (15784051) (LOCKED),,WR,Greg Ward (15783652) (LOCKED),Greg Ward,15783652,WR/FLEX,4000,In Progress,PHI,9.42
2365074652,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,P.J. Walker (15783309) (LOCKED),James Conner (15783356) (LOCKED),Alvin Kamara (15783340) (LOCKED),KJ Hamler (15783672),DJ Moore (15783604) (LOCKED),Curtis Samuel (15783630) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Bengals (15784061) (LOCKED),,QB,Josh McCown (15783335) (LOCKED),Josh McCown,15783335,QB,4000,In Progress,HOU,0
2365074653,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Deshaun Watson (15783282) (LOCKED),Giovani Bernard (15783390) (LOCKED),Alvin Kamara (15783340) (LOCKED),Brandin Cooks (15783614) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Adam Thielen (15783576),Jordan Akins (15784012) (LOCKED),Aaron Jones (15783346),Lions (15784057) (LOCKED),,RB,Sony Michel (15783428) (LOCKED),Sony Michel,15783428,RB/FLEX,4000,In Progress,NE,10.2
2365074654,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Alex Smith (15783298) (LOCKED),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),A.J. Green (15783674) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),Mark Andrews (15783866) (LOCKED),James Conner (15783356) (LOCKED),Vikings (15784048),,RB,J.J. Taylor (15783508) (LOCKED),J.J. Taylor,15783508,RB/FLEX,4000,In Progress,NE,2.8
2365074655,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Kirk Cousins (15783285),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Brandin Cooks (15783614) (LOCKED),Michael Gallup (15783660),Justin Jefferson (15783584),Trey Burton (15783902),Dalvin Cook (15783342),Dolphins (15784047),,RB,Jakob Johnson (15783510) (LOCKED),Jakob Johnson,15783510,RB/FLEX,4000,In Progress,NE,2.73
2365074656,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Tua Tagovailoa (15783290),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),KJ Hamler (15783672),Jakobi Meyers (15783620) (LOCKED),DeVante Parker (15783598),Mike Gesicki (15783876),Dalvin Cook (15783342),Vikings (15784048),,RB,Buddy Howell (15783512) (LOCKED),Buddy Howell,15783512,RB/FLEX,4000,In Progress,HOU,0
2365074657,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Joe Burrow (15783293) (LOCKED),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Tyler Boyd (15783600) (LOCKED),A.J. Green (15783674) (LOCKED),Terry McLaurin (15783572) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Steelers (15784044) (LOCKED),,RB,C.J. Prosise (15783514) (LOCKED),C.J. Prosise,15783514,RB/FLEX,4000,In Progress,HOU,0.45
2365074658,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matthew Stafford (15783288) (LOCKED),Giovani Bernard (15783390) (LOCKED),James Conner (15783356) (LOCKED),Robby Anderson (15783586) (LOCKED),Brandin Cooks (15783614) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Jets (15784065),,RB,Scottie Phillips (15783516) (LOCKED),Scottie Phillips,15783516,RB/FLEX,4000,In Progress,HOU,0
2365074659,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Tua Tagovailoa (15783290),James Conner (15783356) (LOCKED),Aaron Jones (15783346),Jakeem Grant (15783682),Jerry Jeudy (15783612),DeVante Parker (15783598),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Lions (15784057) (LOCKED),,RB,Cullen Gillaspia (15783518) (LOCKED),Cullen Gillaspia,15783518,RB/FLEX,4000,In Progress,HOU,0.4
2365074660,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matthew Stafford (15783288) (LOCKED),Duke Johnson (15783392) (LOCKED),Alvin Kamara (15783340) (LOCKED),Robby Anderson (15783586) (LOCKED),Marvin Hall (15783656) (LOCKED),Jakobi Meyers (15783620) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Vikings (15784048),,QB,Jacob Eason (15783333),Jacob Eason,15783333,QB,4000,GB@IND 11/22/2020 04:25PM ET,IND,0
2365074661,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Kirk Cousins (15783285),James Conner (15783356) (LOCKED),Alvin Kamara (15783340) (LOCKED),Michael Gallup (15783660),Justin Jefferson (15783584),Jakobi Meyers (15783620) (LOCKED),Irv Smith Jr. (15783894),Duke Johnson (15783392) (LOCKED),Steelers (15784044) (LOCKED),,QB,Jordan Love (15783334),Jordan Love,15783334,QB,4000,GB@IND 11/22/2020 04:25PM ET,GB,0
2365074662,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Kirk Cousins (15783285),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Amari Cooper (15783610),Jakobi Meyers (15783620) (LOCKED),Adam Thielen (15783576),Robert Tonyan (15783898),Dalvin Cook (15783342),Lions (15784057) (LOCKED),,RB,Jordan Wilkins (15783498),Jordan Wilkins,15783498,RB/FLEX,4000,GB@IND 11/22/2020 04:25PM ET,IND,5.31
2365074663,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Brandin Cooks (15783614) (LOCKED),Amari Cooper (15783610),Justin Jefferson (15783584),Irv Smith Jr. (15783894),Aaron Jones (15783346),WAS Football Team (15784053) (LOCKED),,RB,Marlon Mack (15783500),Marlon Mack,15783500,RB/FLEX,4000,GB@IND 11/22/2020 04:25PM ET,IND,8.6
2365074664,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Aaron Jones (15783346),Justin Jefferson (15783584),CeeDee Lamb (15783618),Denzel Mims (15783690),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,RB,Tyler Ervin (15783502),Tyler Ervin,15783502,RB/FLEX,4000,GB@IND 11/22/2020 04:25PM ET,GB,3.73
2365074665,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),KJ Hamler (15783672),Justin Jefferson (15783584),Terry McLaurin (15783572) (LOCKED),Dalton Schultz (15783890),Dalvin Cook (15783342),Titans (15784059) (LOCKED),,RB,AJ Dillon (15783504),AJ Dillon,15783504,RB/FLEX,4000,GB@IND 11/22/2020 04:25PM ET,GB,2.05
2365074666,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,P.J. Walker (15783309) (LOCKED),Aaron Jones (15783346),Miles Sanders (15783350) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),DJ Moore (15783604) (LOCKED),Curtis Samuel (15783630) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Patriots (15784052) (LOCKED),,RB,Patrick Taylor (15783506),Patrick Taylor,15783506,RB/FLEX,4000,GB@IND 11/22/2020 04:25PM ET,GB,0
2365074667,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Deshaun Watson (15783282) (LOCKED),Giovani Bernard (15783390) (LOCKED),James Conner (15783356) (LOCKED),Randall Cobb (15783668) (LOCKED),Will Fuller V (15783578) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Trey Burton (15783902),Dalvin Cook (15783342),Steelers (15784044) (LOCKED),,QB,Trace McSorley (15783332) (LOCKED),Trace McSorley,15783332,QB,4000,In Progress,BAL,0
2365074668,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Ryan Tannehill (15783287) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),A.J. Brown (15783568) (LOCKED),Corey Davis (15783624) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Mark Andrews (15783866) (LOCKED),Duke Johnson (15783392) (LOCKED),Vikings (15784048),,RB,Justice Hill (15783484) (LOCKED),Justice Hill,15783484,RB/FLEX,4000,In Progress,BAL,0.32
2365074669,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matthew Stafford (15783288) (LOCKED),Giovani Bernard (15783390) (LOCKED),Aaron Jones (15783346),Marvin Hall (15783656) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),Curtis Samuel (15783630) (LOCKED),Mark Andrews (15783866) (LOCKED),Dalvin Cook (15783342),Dolphins (15784047),,RB,Patrick Ricard (15783486) (LOCKED),Patrick Ricard,15783486,RB/FLEX,4000,In Progress,BAL,1.8
2365074670,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),KJ Hamler (15783672),CeeDee Lamb (15783618),Adam Thielen (15783576),Irv Smith Jr. (15783894),Duke Johnson (15783392) (LOCKED),Chargers (15784045),,RB,Jeremy McNichols (15783488) (LOCKED),Jeremy McNichols,15783488,RB/FLEX,4000,In Progress,TEN,2.78
