Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2250440152,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tee Higgins (15512841),DJ Moore (15512789),Laviska Shenault Jr. (15512851),Tyler Eifert (15513135),Chris Carson (15512515),Ravens (15513305),,1. Column A lists all of your contest entries for this draftgroup
2259676322,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),DJ Chark Jr. (15512775),A.J. Green (15512793),Laviska Shenault Jr. (15512851),Jordan Akins (15513143),Mike Davis (15512527),Buccaneers (15513311),,2. Your current lineup is listed next to each entry (blank for reservations)
2259681202,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Justin Jefferson (15512803),DeVante Parker (15512785),Adam Thielen (15512759),Jordan Akins (15513143),Mike Davis (15512527),WAS Football Team (15513329),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2259681203,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Keelan Cole (15512845),DK Metcalf (15512747),Laviska Shenault Jr. (15512851),Drew Sample (15513137),Kenyan Drake (15512519),Bears (15513317),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2259681204,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Brandin Cooks (15512837),DJ Moore (15512789),Adam Thielen (15512759),Irv Smith Jr. (15513213),Chris Carson (15512515),Bears (15513317),,5. For faster processing only include entries you are changing in the file you upload
2259681205,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Derek Carr (15512450),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Cole Beasley (15512831),DJ Moore (15512789),Hunter Renfrow (15512833),Darren Waller (15513101),Chris Carson (15512515),Texans (15513326),,
2259681206,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tyler Boyd (15512773),Keelan Cole (15512845),DeVante Parker (15512785),Tyler Eifert (15513135),Mike Davis (15512527),Vikings (15513322),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2259696640,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439),Chris Carson (15512515),Ezekiel Elliott (15512495),Brandin Cooks (15512837),Kenny Golladay (15512777),Tre'Quan Smith (15512815),T.J. Hockenson (15513107),Mike Davis (15512527),Ravens (15513305),,RB,Ryan Nall (15512581),Ryan Nall,15512581,RB/FLEX,4200,IND@CHI 10/04/2020 04:25PM ET,CHI,0.4
2259696641,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Nelson Agholor (15512895),Tyler Lockett (15512743),David Moore (15512903),Mike Gesicki (15513103),Ronald Jones II (15512555),Panthers (15513324),,RB,Chase Edmonds (15512577),Chase Edmonds,15512577,RB/FLEX,4200,ARI@CAR 10/04/2020 01:00PM ET,ARI,7.73
2259696642,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Reece Fountain (15513077),Will Fuller V (15512779),Adam Thielen (15512759),Darren Fells (15513147),Chris Carson (15512515),Giants (15513325),,RB,Benny Snell Jr. (15512579),Benny Snell Jr.,15512579,RB/FLEX,4200,Postponed,PIT,5.17
2259696643,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Will Fuller V (15512779),Justin Jefferson (15512803),Tyler Lockett (15512743),Irv Smith Jr. (15513213),Ronald Jones II (15512555),Colts (15513313),,TE,Eric Ebron (15513115),Eric Ebron,15513115,TE/FLEX,4200,Postponed,PIT,8.77
2259696644,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Mike Davis (15512527),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Stefon Diggs (15512749),Hunter Renfrow (15512833),Darren Waller (15513101),David Montgomery (15512535),Jaguars (15513318),,WR,Mike Williams (15512859),Mike Williams,15512859,WR/FLEX,4200,LAC@TB 10/04/2020 01:00PM ET,LAC,5.67
2259696645,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Chris Carson (15512515),Alvin Kamara (15512493),Tyler Boyd (15512773),DJ Chark Jr. (15512775),Brandin Cooks (15512837),Tyler Eifert (15513135),Kenyan Drake (15512519),Bills (15513308),,QB,Andy Dalton (15512475),Andy Dalton,15512475,QB,4200,CLE@DAL 10/04/2020 01:00PM ET,DAL,0
2259696646,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Chris Carson (15512515),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Justin Jefferson (15512803),Adam Thielen (15512759),Darren Fells (15513147),Kenyan Drake (15512519),Colts (15513313),,QB,Taysom Hill (15512476),Taysom Hill,15512476,QB,4100,NO@DET 10/04/2020 01:00PM ET,NO,2.24
2259696647,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Mike Davis (15512527),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Amari Cooper (15512755),DeVante Parker (15512785),Austin Hooper (15513119),David Montgomery (15512535),Vikings (15513322),,WR,Michael Pittman Jr. (15512865),Michael Pittman Jr.,15512865,WR/FLEX,4100,IND@CHI 10/04/2020 04:25PM ET,IND,5.43
2259696648,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Cole Beasley (15512831),John Brown (15512805),Hunter Renfrow (15512833),Jordan Akins (15513143),Mike Davis (15512527),Seahawks (15513312),,QB,Chris Streveler (15512483),Chris Streveler,15512483,QB,4100,ARI@CAR 10/04/2020 01:00PM ET,ARI,0.1
2259696649,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Randall Cobb (15512823),Brandin Cooks (15512837),Allen Robinson II (15512753),Irv Smith Jr. (15513213),Mike Davis (15512527),Seahawks (15513312),,QB,Kyle Allen (15512482),Kyle Allen,15512482,QB,4100,BAL@WAS 10/04/2020 01:00PM ET,WAS,0
2259696650,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Chris Carson (15512515),Alvin Kamara (15512493),Brandin Cooks (15512837),Amari Cooper (15512755),CeeDee Lamb (15512799),Austin Hooper (15513119),Mike Davis (15512527),WAS Football Team (15513329),,QB,Logan Woodside (15512481),Logan Woodside,15512481,QB,4100,Postponed,TEN,0
2259696651,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Tom Brady (15512436),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Brandin Cooks (15512837),Mike Evans (15512765),Scotty Miller (15512863),Hunter Henry (15513109),Mike Davis (15512527),Raiders (15513323),,WR,Scotty Miller (15512863),Scotty Miller,15512863,WR/FLEX,4100,LAC@TB 10/04/2020 01:00PM ET,TB,9.13
2259696652,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tyler Boyd (15512773),Reece Fountain (15513077),A.J. Green (15512793),Tyler Eifert (15513135),Chris Carson (15512515),Buccaneers (15513311),,RB,Jordan Howard (15512583),Jordan Howard,15512583,RB/FLEX,4100,SEA@MIA 10/04/2020 01:00PM ET,MIA,6.4
2259696653,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Chris Carson (15512515),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Reece Fountain (15513077),CeeDee Lamb (15512799),Dalton Schultz (15513113),Kenyan Drake (15512519),Ravens (15513305),,TE,Greg Olsen (15513117),Greg Olsen,15513117,TE/FLEX,4100,SEA@MIA 10/04/2020 01:00PM ET,SEA,7.83
2259696654,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Chris Carson (15512515),Alvin Kamara (15512493),DJ Chark Jr. (15512775),Keelan Cole (15512845),Tee Higgins (15512841),Darren Waller (15513101),Mike Davis (15512527),Seahawks (15513312),,RB,Chris Thompson (15512587),Chris Thompson,15512587,RB/FLEX,4100,JAX@CIN 10/04/2020 01:00PM ET,JAX,7.7
2259696655,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Kenyan Drake (15512519),Alvin Kamara (15512493),DK Metcalf (15512747),David Moore (15512903),Laviska Shenault Jr. (15512851),Mike Gesicki (15513103),Devin Singletary (15512521),Giants (15513325),,RB,Tony Pollard (15512589),Tony Pollard,15512589,RB/FLEX,4100,CLE@DAL 10/04/2020 01:00PM ET,DAL,2.53
2259696656,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Kenyan Drake (15512519),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Jarvis Landry (15512809),DK Metcalf (15512747),Dalton Schultz (15513113),David Montgomery (15512535),Raiders (15513323),,QB,Colt McCoy (15512480),Colt McCoy,15512480,QB,4100,NYG@LAR 10/04/2020 04:05PM ET,NYG,0
2259696657,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Randall Cobb (15512823),Tee Higgins (15512841),Adam Thielen (15512759),Kyle Rudolph (15513141),David Montgomery (15512535),Rams (15513306),,RB,Cam Akers (15512585),Cam Akers,15512585,RB/FLEX,4100,NYG@LAR 10/04/2020 04:05PM ET,LAR,3.3
2259696658,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Brandin Cooks (15512837),Will Fuller V (15512779),Laviska Shenault Jr. (15512851),Kyle Rudolph (15513141),David Montgomery (15512535),Ravens (15513305),,WR,Josh Reynolds (15512861),Josh Reynolds,15512861,WR/FLEX,4100,NYG@LAR 10/04/2020 04:05PM ET,LAR,5.67
2259696659,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Teddy Bridgewater (15512446),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Robby Anderson (15512797),Christian Kirk (15512853),DJ Moore (15512789),Logan Thomas (15513131),Chris Carson (15512515),Buccaneers (15513311),,QB,Nathan Peterman (15512479),Nathan Peterman,15512479,QB,4100,BUF@LV 10/04/2020 04:25PM ET,LV,0
2259696660,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Ronald Jones II (15512555),Alvin Kamara (15512493),Brandin Cooks (15512837),DK Metcalf (15512747),DeVante Parker (15512785),Greg Olsen (15513117),David Montgomery (15512535),Panthers (15513324),,QB,Brian Hoyer (15512477),Brian Hoyer,15512477,QB,4100,Postponed,NE,0
2259696661,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Mike Davis (15512527),Ezekiel Elliott (15512495),DJ Chark Jr. (15512775),Tee Higgins (15512841),DK Metcalf (15512747),Tyler Eifert (15513135),Devin Singletary (15512521),Rams (15513306),,QB,Chad Henne (15512478),Chad Henne,15512478,QB,4100,Postponed,KC,0
2259696662,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Ryan Fitzpatrick (15512448),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tyler Johnson (15512921),DK Metcalf (15512747),DeVante Parker (15512785),Mike Gesicki (15513103),David Montgomery (15512535),Texans (15513326),,RB,Dwayne Washington (15512727),Dwayne Washington,15512727,RB/FLEX,4000,NO@DET 10/04/2020 01:00PM ET,NO,0
2259696663,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Chris Carson (15512515),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Randall Cobb (15512823),Adam Thielen (15512759),Jordan Akins (15513143),Mike Davis (15512527),Bengals (15513320),,RB,Ty Montgomery (15512729),Ty Montgomery,15512729,RB/FLEX,4000,NO@DET 10/04/2020 01:00PM ET,NO,2.05
2259696664,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Chris Carson (15512515),Alvin Kamara (15512493),Tyler Boyd (15512773),Keelan Cole (15512845),Laviska Shenault Jr. (15512851),T.J. Hockenson (15513107),Devin Singletary (15512521),Rams (15513306),,RB,Michael Burton (15512731),Michael Burton,15512731,RB/FLEX,4000,NO@DET 10/04/2020 01:00PM ET,NO,0
2259696665,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Chris Carson (15512515),Alvin Kamara (15512493),Amari Cooper (15512755),Jarvis Landry (15512809),DJ Moore (15512789),Austin Hooper (15513119),David Johnson (15512531),Bengals (15513320),,RB,Kerryon Johnson (15512733),Kerryon Johnson,15512733,RB/FLEX,4000,NO@DET 10/04/2020 01:00PM ET,DET,4.87
2259696666,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Ezekiel Elliott (15512495),Alvin Kamara (15512493),John Brown (15512805),Stefon Diggs (15512749),Reece Fountain (15513077),Darren Waller (15513101),Ronald Jones II (15512555),WAS Football Team (15513329),,RB,Ty Johnson (15512735),Ty Johnson,15512735,RB/FLEX,4000,NO@DET 10/04/2020 01:00PM ET,DET,0
2259696667,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Mike Davis (15512527),Alvin Kamara (15512493),Tyler Lockett (15512743),Laviska Shenault Jr. (15512851),Preston Williams (15512839),Greg Olsen (15513117),David Montgomery (15512535),Chargers (15513319),,RB,Bo Scarbrough (15512737),Bo Scarbrough,15512737,RB/FLEX,4000,NO@DET 10/04/2020 01:00PM ET,DET,0
2259696668,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Philip Rivers (15512447),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Reece Fountain (15513077),DK Metcalf (15512747),Allen Robinson II (15512753),Mo Alie-Cox (15513121),Mike Davis (15512527),Giants (15513325),,WR,Danny Amendola (15512875),Danny Amendola,15512875,WR/FLEX,4000,NO@DET 10/04/2020 01:00PM ET,DET,6.67
2259696669,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Tom Brady (15512436),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Mike Evans (15512765),Jalen Guyton (15512907),DJ Moore (15512789),Rob Gronkowski (15513127),Chris Carson (15512515),Giants (15513325),,QB,Jacob Eason (15512490),Jacob Eason,15512490,QB,4000,IND@CHI 10/04/2020 04:25PM ET,IND,0
2259696670,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Kenyan Drake (15512519),Alvin Kamara (15512493),DJ Chark Jr. (15512775),Keelan Cole (15512845),A.J. Green (15512793),Hunter Henry (15513109),David Montgomery (15512535),Ravens (15513305),,RB,Jordan Wilkins (15512719),Jordan Wilkins,15512719,RB/FLEX,4000,IND@CHI 10/04/2020 04:25PM ET,IND,3.17
2259696671,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Alvin Kamara (15512493),Joe Mixon (15512525),Brandin Cooks (15512837),Justin Jefferson (15512803),Adam Thielen (15512759),T.J. Hockenson (15513107),David Montgomery (15512535),Ravens (15513305),,RB,Marlon Mack (15512721),Marlon Mack,15512721,RB/FLEX,4000,IND@CHI 10/04/2020 04:25PM ET,IND,8.6
2259696672,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Keelan Cole (15512845),A.J. Green (15512793),DJ Moore (15512789),Drew Sample (15513137),Ronald Jones II (15512555),Ravens (15513305),,RB,Bruce Anderson III (15512723),Bruce Anderson III,15512723,RB/FLEX,4000,IND@CHI 10/04/2020 04:25PM ET,IND,0
2259696673,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Kenyan Drake (15512519),Ezekiel Elliott (15512495),DK Metcalf (15512747),David Moore (15512903),DeVante Parker (15512785),T.J. Hockenson (15513107),David Johnson (15512531),WAS Football Team (15513329),,RB,Tarik Cohen (15512725),Tarik Cohen,15512725,RB/FLEX,4000,IND@CHI 10/04/2020 04:25PM ET,CHI,5.83
2259696674,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439),Chris Carson (15512515),Ezekiel Elliott (15512495),Kenny Golladay (15512777),Marvin Jones Jr. (15512817),Allen Robinson II (15512753),Adam Trautman (15513295),Kenyan Drake (15512519),Rams (15513306),,RB,Reggie Bonnafon (15512709),Reggie Bonnafon,15512709,RB/FLEX,4000,ARI@CAR 10/04/2020 01:00PM ET,CAR,1.6
2259696675,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Chris Carson (15512515),Alvin Kamara (15512493),Cole Beasley (15512831),John Brown (15512805),Brandin Cooks (15512837),Darren Waller (15513101),Kenyan Drake (15512519),Chargers (15513319),,RB,Trenton Cannon (15512711),Trenton Cannon,15512711,RB/FLEX,4000,ARI@CAR 10/04/2020 01:00PM ET,CAR,0
2259696676,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Randall Cobb (15512823),Justin Jefferson (15512803),DK Metcalf (15512747),Darren Fells (15513147),David Montgomery (15512535),WAS Football Team (15513329),,RB,Alex Armah (15512713),Alex Armah,15512713,RB/FLEX,4000,ARI@CAR 10/04/2020 01:00PM ET,CAR,0.83
2259696677,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Kenyan Drake (15512519),Alvin Kamara (15512493),Will Fuller V (15512779),DK Metcalf (15512747),Adam Thielen (15512759),Irv Smith Jr. (15513213),David Montgomery (15512535),Jaguars (15513318),,RB,Eno Benjamin (15512715),Eno Benjamin,15512715,RB/FLEX,4000,ARI@CAR 10/04/2020 01:00PM ET,ARI,0
2259696678,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Dalvin Cook (15512497),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Keelan Cole (15512845),A.J. Green (15512793),Tyler Eifert (15513135),Chris Carson (15512515),Chargers (15513319),,RB,Jonathan Ward (15512717),Jonathan Ward,15512717,RB/FLEX,4000,ARI@CAR 10/04/2020 01:00PM ET,ARI,0
2259696679,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Mike Davis (15512527),Ezekiel Elliott (15512495),DJ Chark Jr. (15512775),Keelan Cole (15512845),Tyler Lockett (15512743),Drew Sample (15513137),David Johnson (15512531),Ravens (15513305),,QB,Trace McSorley (15512489),Trace McSorley,15512489,QB,4000,BAL@WAS 10/04/2020 01:00PM ET,BAL,0
2259696680,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tyler Boyd (15512773),Keelan Cole (15512845),Tee Higgins (15512841),T.J. Hockenson (15513107),Kenyan Drake (15512519),Dolphins (15513330),,RB,Gus Edwards (15512697),Gus Edwards,15512697,RB/FLEX,4000,BAL@WAS 10/04/2020 01:00PM ET,BAL,4.3
2259696681,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Alvin Kamara (15512493),Joe Mixon (15512525),Odell Beckham Jr. (15512783),CeeDee Lamb (15512799),DJ Moore (15512789),Austin Hooper (15513119),Devin Singletary (15512521),Bills (15513308),,RB,Justice Hill (15512699),Justice Hill,15512699,RB/FLEX,4000,BAL@WAS 10/04/2020 01:00PM ET,BAL,0
2259696682,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Mike Davis (15512527),Ezekiel Elliott (15512495),Brandin Cooks (15512837),DK Metcalf (15512747),Preston Williams (15512839),Greg Olsen (15513117),Joe Mixon (15512525),Raiders (15513323),,RB,Patrick Ricard (15512701),Patrick Ricard,15512701,RB/FLEX,4000,BAL@WAS 10/04/2020 01:00PM ET,BAL,2.63
2259696683,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Chris Carson (15512515),Alvin Kamara (15512493),Michael Gallup (15512771),Jarvis Landry (15512809),Hunter Renfrow (15512833),Dalton Schultz (15513113),Mike Davis (15512527),Texans (15513326),,RB,J.D. McKissic (15512703),J.D. McKissic,15512703,RB/FLEX,4000,BAL@WAS 10/04/2020 01:00PM ET,WAS,4.8
2259696684,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Mike Davis (15512527),Alvin Kamara (15512493),DK Metcalf (15512747),Laviska Shenault Jr. (15512851),Adam Thielen (15512759),Tyler Eifert (15513135),Joe Mixon (15512525),Cowboys (15513314),,RB,Peyton Barber (15512705),Peyton Barber,15512705,RB/FLEX,4000,BAL@WAS 10/04/2020 01:00PM ET,WAS,5.2
2259696685,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Kenyan Drake (15512519),Alvin Kamara (15512493),John Brown (15512805),DK Metcalf (15512747),Hunter Renfrow (15512833),Darren Waller (15513101),David Johnson (15512531),Cowboys (15513314),,RB,Bryce Love (15512707),Bryce Love,15512707,RB/FLEX,4000,BAL@WAS 10/04/2020 01:00PM ET,WAS,0
2259696686,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Philip Rivers (15512447),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Brandin Cooks (15512837),T.Y. Hilton (15512801),Anthony Miller (15512819),Mo Alie-Cox (15513121),Kenyan Drake (15512519),Ravens (15513305),,WR,Willie Snead IV (15512871),Willie Snead IV,15512871,WR/FLEX,4000,BAL@WAS 10/04/2020 01:00PM ET,BAL,7.9
2259696687,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Mike Davis (15512527),Alvin Kamara (15512493),Michael Gallup (15512771),Kenny Golladay (15512777),Jarvis Landry (15512809),Austin Hooper (15513119),Joe Mixon (15512525),Colts (15513313),,WR,Miles Boykin (15512873),Miles Boykin,15512873,WR/FLEX,4000,BAL@WAS 10/04/2020 01:00PM ET,BAL,5.43
2259696688,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),David Johnson (15512531),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Michael Gallup (15512771),Jarvis Landry (15512809),T.J. Hockenson (15513107),Ronald Jones II (15512555),Ravens (15513305),,DST,Ravens  (15513305),Ravens ,15513305,DST,4000,BAL@WAS 10/04/2020 01:00PM ET,BAL,12.33
2259696689,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Mike Davis (15512527),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Michael Gallup (15512771),CeeDee Lamb (15512799),Jordan Akins (15513143),Ronald Jones II (15512555),Bills (15513308),,QB,Josh Dobbs (15512488),Josh Dobbs,15512488,QB,4000,Postponed,PIT,0
2259696690,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Chris Carson (15512515),Alvin Kamara (15512493),Nelson Agholor (15512895),John Brown (15512805),Stefon Diggs (15512749),T.J. Hockenson (15513107),Mike Davis (15512527),Texans (15513326),,RB,Jaylen Samuels (15512683),Jaylen Samuels,15512683,RB/FLEX,4000,Postponed,PIT,0.93
2259696691,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Philip Rivers (15512447),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tyler Boyd (15512773),T.Y. Hilton (15512801),Zach Pascal (15512855),Jimmy Graham (15513125),Mike Davis (15512527),Buccaneers (15513311),,RB,Anthony McFarland Jr. (15512685),Anthony McFarland Jr.,15512685,RB/FLEX,4000,Postponed,PIT,5.9
2259696692,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Chris Carson (15512515),Alvin Kamara (15512493),Randall Cobb (15512823),DeAndre Hopkins (15512739),Justin Jefferson (15512803),Irv Smith Jr. (15513213),Mike Davis (15512527),Buccaneers (15513311),,RB,Derek Watt (15512687),Derek Watt,15512687,RB/FLEX,4000,Postponed,PIT,0
2259696693,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Chris Carson (15512515),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Amari Cooper (15512755),KhaDarel Hodge (15512919),T.J. Hockenson (15513107),Joe Mixon (15512525),Cardinals (15513309),,RB,Darrynton Evans (15512689),Darrynton Evans,15512689,RB/FLEX,4000,Postponed,TEN,0.9
2259696694,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Justin Herbert (15512441),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Keenan Allen (15512761),Brandin Cooks (15512837),Tyler Johnson (15512921),Hunter Henry (15513109),Chris Carson (15512515),Colts (15513313),,RB,Jeremy McNichols (15512691),Jeremy McNichols,15512691,RB/FLEX,4000,Postponed,TEN,0.73
2259696695,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Alvin Kamara (15512493),Joe Mixon (15512525),Tyler Lockett (15512743),David Moore (15512903),DeVante Parker (15512785),Logan Thomas (15513131),David Montgomery (15512535),Cowboys (15513314),,RB,Senorise Perry (15512693),Senorise Perry,15512693,RB/FLEX,4000,Postponed,TEN,0.45
2259696696,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Mike Davis (15512527),Ezekiel Elliott (15512495),Brandin Cooks (15512837),Tyler Lockett (15512743),Adam Thielen (15512759),Kyle Rudolph (15513141),Devin Singletary (15512521),Buccaneers (15513311),,RB,Khari Blasingame (15512695),Khari Blasingame,15512695,RB/FLEX,4000,Postponed,TEN,0.5
2259696697,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Chris Carson (15512515),Alvin Kamara (15512493),Brandin Cooks (15512837),Will Fuller V (15512779),Kenny Golladay (15512777),Irv Smith Jr. (15513213),Kenyan Drake (15512519),Rams (15513306),,WR,Adam Humphries (15512867),Adam Humphries,15512867,WR/FLEX,4000,Postponed,TEN,11.53
2259696698,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Kenyan Drake (15512519),Alvin Kamara (15512493),Brandin Cooks (15512837),Amari Cooper (15512755),Jarvis Landry (15512809),Dalton Schultz (15513113),Ronald Jones II (15512555),Buccaneers (15513311),,WR,Chase Claypool (15512877),Chase Claypool,15512877,WR/FLEX,4000,Postponed,PIT,9.3
2259696699,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Mike Davis (15512527),Ezekiel Elliott (15512495),Brandin Cooks (15512837),DK Metcalf (15512747),Adam Thielen (15512759),Jordan Akins (15513143),David Montgomery (15512535),Bears (15513317),,QB,Ryan Griffin (15512486),Ryan Griffin,15512486,QB,4000,LAC@TB 10/04/2020 01:00PM ET,TB,0
