Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
3072163034,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),Najee Harris (20851452),Patrick Taylor (20851748),Odell Beckham Jr. (20851812),Van Jefferson (20851834),Deebo Samuel (20851776),Cole Kmet (20852296),James Conner (20851468),Bengals (20852579),,1. Column A lists all of your contest entries for this draftgroup
3072178378,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),Devin Singletary (20851476),Patrick Taylor (20851748),Van Jefferson (20851834),Allen Robinson II (20851892),Deebo Samuel (20851776),George Kittle (20852270),James Conner (20851468),Bills (20852570),,2. Your current lineup is listed next to each entry (blank for reservations)
3072178379,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),Devin Singletary (20851476),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Van Jefferson (20851834),Cooper Kupp (20851772),Hunter Henry (20852286),James Conner (20851468),Texans (20852586),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
3072178380,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),Najee Harris (20851452),Patrick Taylor (20851748),Christian Kirk (20851804),Tyler Lockett (20851796),DK Metcalf (20851792),Cole Kmet (20852296),Sony Michel (20851480),Colts (20852569),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
3072178381,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),Sony Michel (20851480),Patrick Taylor (20851748),Mike Evans (20851788),DJ Moore (20851814),Allen Robinson II (20851892),Rob Gronkowski (20852272),James Conner (20851468),Bengals (20852579),,5. For faster processing only include entries you are changing in the file you upload
3072178382,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),David Montgomery (20851460),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Deebo Samuel (20851776),Hunter Henry (20852286),James Conner (20851468),Packers (20852572),,
3072178383,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Cam Newton (20851399),Najee Harris (20851452),Patrick Taylor (20851748),Robby Anderson (20851870),Justin Jefferson (20851780),DJ Moore (20851814),Rob Gronkowski (20852272),James Conner (20851468),WAS Football Team (20852576),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
3072178689,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Cam Newton (20851399),James Conner (20851468),Dalvin Cook (20851448),Robby Anderson (20851870),Mike Evans (20851788),DJ Moore (20851814),Hunter Henry (20852286),Sony Michel (20851480),Colts (20852569),,TE,Pat Freiermuth (20852282),Pat Freiermuth,20852282,TE/FLEX,4600,PIT@BAL 01/09/2022 01:00PM ET,PIT,9.43
3072178690,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),James Conner (20851468),Patrick Taylor (20851748),A.J. Brown (20851790),Chase Claypool (20851836),Van Jefferson (20851834),George Kittle (20852270),Sony Michel (20851480),WAS Football Team (20852576),,WR,Jamison Crowder (20851860),Jamison Crowder,20851860,WR/FLEX,4600,NYJ@BUF 01/09/2022 04:25PM ET,NYJ,9.83
3072178691,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),James Conner (20851468),Patrick Taylor (20851748),Marvin Jones Jr. (20851878),Cooper Kupp (20851772),Allen Robinson II (20851892),George Kittle (20852270),Odell Beckham Jr. (20851812),Dolphins (20852590),,WR,Marquez Valdes-Scantling (20851864),Marquez Valdes-Scantling,20851864,WR/FLEX,4500,GB@DET 01/09/2022 01:00PM ET,GB,9
3072178692,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),D'Onta Foreman (20851490),Dare Ogunbowale (20851510),Odell Beckham Jr. (20851812),Deebo Samuel (20851776),Equanimeous St. Brown (20852244),George Kittle (20852270),James Conner (20851468),Titans (20852574),,WR,Kadarius Toney (20851868),Kadarius Toney,20851868,WR/FLEX,4500,WAS@NYG 01/09/2022 01:00PM ET,NYG,8.54
3072178693,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),D'Onta Foreman (20851490),Patrick Taylor (20851748),Odell Beckham Jr. (20851812),Chase Claypool (20851836),Cooper Kupp (20851772),Cole Kmet (20852296),Eli Mitchell (20851478),Patriots (20852571),,WR,Robby Anderson (20851870),Robby Anderson,20851870,WR/FLEX,4500,CAR@TB 01/09/2022 04:25PM ET,CAR,7.53
3072178694,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),Devin Singletary (20851476),Patrick Taylor (20851748),A.J. Green (20851826),Justin Jefferson (20851780),DK Metcalf (20851792),Gerald Everett (20852290),Sony Michel (20851480),Patriots (20852571),,RB,Phillip Lindsay (20851556),Phillip Lindsay,20851556,RB/FLEX,4500,NE@MIA 01/09/2022 04:25PM ET,MIA,3.18
3072178695,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),David Montgomery (20851460),Patrick Taylor (20851748),Robby Anderson (20851870),A.J. Brown (20851790),Mike Evans (20851788),Cameron Brate (20852310),James Conner (20851468),Bills (20852570),,WR,Calvin Ridley (20851866),Calvin Ridley,20851866,WR/FLEX,4500,NO@ATL 01/09/2022 04:25PM ET,ATL,14.22
3072178696,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),James Conner (20851468),Najee Harris (20851452),Mike Evans (20851788),Tyler Johnson (20851884),DJ Moore (20851814),Cole Kmet (20852296),Devin Singletary (20851476),Jaguars (20852593),,QB,Joe Flacco (20851403),Joe Flacco,20851403,QB,4500,NYJ@BUF 01/09/2022 04:25PM ET,NYJ,12.41
3072178697,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jordan Love (20851365),James Conner (20851468),Najee Harris (20851452),Justin Jefferson (20851780),Amon-Ra St. Brown (20851794),Equanimeous St. Brown (20852244),Josiah Deguara (20852318),Sony Michel (20851480),Buccaneers (20852568),,WR,Laquon Treadwell (20851874),Laquon Treadwell,20851874,WR/FLEX,4400,IND@JAX 01/09/2022 01:00PM ET,JAX,6.46
3072178698,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),James Conner (20851468),David Montgomery (20851460),Ray-Ray McCloud III (20851908),Deebo Samuel (20851776),Juwann Winfree (20852246),George Kittle (20852270),Sony Michel (20851480),Saints (20852573),,RB,Eli Penny (20851562),Eli Penny,20851562,RB/FLEX,4400,WAS@NYG 01/09/2022 01:00PM ET,NYG,2.24
3072178699,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),Dalvin Cook (20851448),Najee Harris (20851452),Brandon Aiyuk (20851816),Van Jefferson (20851834),Juwann Winfree (20852246),George Kittle (20852270),James Conner (20851468),Giants (20852583),,WR,Cyril Grayson (20851876),Cyril Grayson,20851876,WR/FLEX,4400,CAR@TB 01/09/2022 04:25PM ET,TB,11.15
3072178700,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),Najee Harris (20851452),David Montgomery (20851460),Cyril Grayson (20851876),DJ Moore (20851814),Equanimeous St. Brown (20852244),Rob Gronkowski (20852272),James Conner (20851468),Bears (20852585),,RB,Tony Jones Jr. (20851568),Tony Jones Jr.,20851568,RB/FLEX,4400,NO@ATL 01/09/2022 04:25PM ET,NO,1.99
3072178701,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),D'Onta Foreman (20851490),Devin Singletary (20851476),Robby Anderson (20851870),Mike Evans (20851788),Equanimeous St. Brown (20852244),Rob Gronkowski (20852272),James Conner (20851468),Patriots (20852571),,WR,Tre'Quan Smith (20851872),Tre'Quan Smith,20851872,WR/FLEX,4400,NO@ATL 01/09/2022 04:25PM ET,NO,6.91
3072178702,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),Najee Harris (20851452),David Montgomery (20851460),Brandon Aiyuk (20851816),Van Jefferson (20851834),Josh Reynolds (20851880),Tyler Higbee (20852288),James Conner (20851468),Buccaneers (20852568),,RB,Latavius Murray (20851566),Latavius Murray,20851566,RB/FLEX,4400,PIT@BAL 01/09/2022 01:00PM ET,BAL,6.35
3072178703,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Sam Darnold (20851383),James Conner (20851468),David Montgomery (20851460),Robby Anderson (20851870),DJ Moore (20851814),Michael Pittman Jr. (20851806),Rob Gronkowski (20852272),Sony Michel (20851480),Saints (20852573),,RB,Tevin Coleman (20851558),Tevin Coleman,20851558,RB/FLEX,4400,NYJ@BUF 01/09/2022 04:25PM ET,NYJ,5.09
3072178704,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),James Conner (20851468),D'Andre Swift (20851484),Van Jefferson (20851834),Cooper Kupp (20851772),Equanimeous St. Brown (20852244),Cole Kmet (20852296),Eli Mitchell (20851478),Colts (20852569),,RB,Matt Breida (20851560),Matt Breida,20851560,RB/FLEX,4400,NYJ@BUF 01/09/2022 04:25PM ET,BUF,5.46
3072178705,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),James Conner (20851468),D'Onta Foreman (20851490),Van Jefferson (20851834),Deebo Samuel (20851776),Equanimeous St. Brown (20852244),Rob Gronkowski (20852272),Sony Michel (20851480),Jaguars (20852593),,RB,Chris Evans (20851564),Chris Evans,20851564,RB/FLEX,4400,CIN@CLE 01/09/2022 01:00PM ET,CIN,2.61
3072178706,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),David Montgomery (20851460),Dare Ogunbowale (20851510),Odell Beckham Jr. (20851812),Deebo Samuel (20851776),Juwann Winfree (20852246),Tyler Higbee (20852288),James Conner (20851468),Bills (20852570),,RB,Craig Reynolds (20851574),Craig Reynolds,20851574,RB/FLEX,4300,GB@DET 01/09/2022 01:00PM ET,DET,9.5
3072178707,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),James Conner (20851468),Najee Harris (20851452),A.J. Brown (20851790),Julio Jones (20851838),Amon-Ra St. Brown (20851794),Brevin Jordan (20852334),Sony Michel (20851480),Bengals (20852579),,WR,Josh Reynolds (20851880),Josh Reynolds,20851880,WR/FLEX,4300,GB@DET 01/09/2022 01:00PM ET,DET,7.14
3072178708,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),D'Onta Foreman (20851490),David Montgomery (20851460),A.J. Green (20851826),Tyler Lockett (20851796),DK Metcalf (20851792),Hunter Henry (20852286),Sony Michel (20851480),Panthers (20852589),,WR,Marvin Jones Jr. (20851878),Marvin Jones Jr.,20851878,WR/FLEX,4300,IND@JAX 01/09/2022 01:00PM ET,JAX,10.09
3072178709,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jordan Love (20851365),Dalvin Cook (20851448),Najee Harris (20851452),Cooper Kupp (20851772),Josh Reynolds (20851880),Juwann Winfree (20852246),Josiah Deguara (20852318),James Conner (20851468),Titans (20852574),,RB,Damien Williams (20851572),Damien Williams,20851572,RB/FLEX,4300,CHI@MIN 01/09/2022 01:00PM ET,CHI,4.4
3072178710,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),James Conner (20851468),Dare Ogunbowale (20851510),Brandon Aiyuk (20851816),Cooper Kupp (20851772),Juwann Winfree (20852246),Cole Kmet (20852296),Sony Michel (20851480),Buccaneers (20852568),,RB,David Johnson (20851570),David Johnson,20851570,RB/FLEX,4300,TEN@HOU 01/09/2022 01:00PM ET,HOU,6.31
3072178711,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),James Conner (20851468),Najee Harris (20851452),Robby Anderson (20851870),Tyler Johnson (20851884),Josh Reynolds (20851880),Rob Gronkowski (20852272),Sony Michel (20851480),Bills (20852570),,WR,Donovan Peoples-Jones (20851882),Donovan Peoples-Jones,20851882,WR/FLEX,4300,CIN@CLE 01/09/2022 01:00PM ET,CLE,8.22
3072178712,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jordan Love (20851365),James Conner (20851468),David Montgomery (20851460),Deebo Samuel (20851776),Amon-Ra St. Brown (20851794),Juwann Winfree (20852246),Josiah Deguara (20852318),Devin Singletary (20851476),Colts (20852569),,RB,Jonathan Williams (20851578),Jonathan Williams,20851578,RB/FLEX,4200,WAS@NYG 01/09/2022 01:00PM ET,WAS,4.05
3072178713,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),James Conner (20851468),Devin Singletary (20851476),Odell Beckham Jr. (20851812),Ray-Ray McCloud III (20851908),Deebo Samuel (20851776),Hunter Henry (20852286),Sony Michel (20851480),Vikings (20852580),,TE,Tyler Conklin (20852284),Tyler Conklin,20852284,TE/FLEX,4200,CHI@MIN 01/09/2022 01:00PM ET,MIN,8.48
3072178714,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jared Goff (20851367),James Conner (20851468),David Montgomery (20851460),Josh Reynolds (20851880),Amon-Ra St. Brown (20851794),Equanimeous St. Brown (20852244),Mark Andrews (20852268),Sony Michel (20851480),Colts (20852569),,WR,Tyler Johnson (20851884),Tyler Johnson,20851884,WR/FLEX,4200,CAR@TB 01/09/2022 04:25PM ET,TB,4.05
3072178715,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),Najee Harris (20851452),David Montgomery (20851460),Christian Kirk (20851804),DK Metcalf (20851792),Juwann Winfree (20852246),Gerald Everett (20852290),Devin Singletary (20851476),Buccaneers (20852568),,RB,Jeremy McNichols (20851576),Jeremy McNichols,20851576,RB/FLEX,4200,TEN@HOU 01/09/2022 01:00PM ET,TEN,5.26
3072178716,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Kirk Cousins (20851358),Najee Harris (20851452),Sony Michel (20851480),Justin Jefferson (20851780),Darnell Mooney (20851808),Equanimeous St. Brown (20852244),Tyler Conklin (20852284),Devin Singletary (20851476),Packers (20852572),,RB,Salvon Ahmed (20851580),Salvon Ahmed,20851580,RB/FLEX,4100,NE@MIA 01/09/2022 04:25PM ET,MIA,3.22
3072178717,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),James Conner (20851468),Najee Harris (20851452),Odell Beckham Jr. (20851812),Darnell Mooney (20851808),Juwann Winfree (20852246),George Kittle (20852270),Sony Michel (20851480),Jaguars (20852593),,WR,Nick Westbrook-Ikhine (20851886),Nick Westbrook-Ikhine,20851886,WR/FLEX,4100,TEN@HOU 01/09/2022 01:00PM ET,TEN,6.25
3072178718,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),James Conner (20851468),Sony Michel (20851480),A.J. Brown (20851790),DJ Moore (20851814),Breshad Perriman (20851844),Cameron Brate (20852310),Devin Singletary (20851476),Ravens (20852575),,WR,Emmanuel Sanders (20851888),Emmanuel Sanders,20851888,WR/FLEX,4100,NYJ@BUF 01/09/2022 04:25PM ET,BUF,9.41
3072178719,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),Najee Harris (20851452),David Montgomery (20851460),Odell Beckham Jr. (20851812),A.J. Brown (20851790),Nico Collins (20851900),Anthony Firkser (20852308),James Conner (20851468),Colts (20852569),,WR,Antoine Wesley (20851890),Antoine Wesley,20851890,WR/FLEX,4100,SEA@ARI 01/09/2022 04:25PM ET,ARI,3.86
3072178720,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),Dalvin Cook (20851448),D'Onta Foreman (20851490),Tyler Johnson (20851884),DJ Moore (20851814),Juwann Winfree (20852246),Rob Gronkowski (20852272),James Conner (20851468),Saints (20852573),,RB,Dexter Williams (20851692),Dexter Williams,20851692,RB/FLEX,4000,CIN@CLE 01/09/2022 01:00PM ET,CLE,0
3072178721,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),Sony Michel (20851480),Devin Singletary (20851476),Tyler Lockett (20851796),DK Metcalf (20851792),Equanimeous St. Brown (20852244),Rob Gronkowski (20852272),James Conner (20851468),Falcons (20852582),,QB,Kurt Benkert (20851438),Kurt Benkert,20851438,QB,4000,GB@DET 01/09/2022 01:00PM ET,GB,-0.1
3072178722,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),James Conner (20851468),Najee Harris (20851452),Brandin Cooks (20851800),Julio Jones (20851838),Darnell Mooney (20851808),Anthony Firkser (20852308),Devin Singletary (20851476),Buccaneers (20852568),,QB,David Blough (20851439),David Blough,20851439,QB,4000,GB@DET 01/09/2022 01:00PM ET,DET,0.6
3072178723,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),James Conner (20851468),David Montgomery (20851460),A.J. Brown (20851790),Brandin Cooks (20851800),Julio Jones (20851838),Hunter Henry (20852286),Eli Mitchell (20851478),Panthers (20852589),,QB,Steven Montez (20851440),Steven Montez,20851440,QB,4000,GB@DET 01/09/2022 01:00PM ET,DET,0
3072178724,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Mac Jones (20851370),James Conner (20851468),Najee Harris (20851452),Kendrick Bourne (20851842),Justin Jefferson (20851780),DeVante Parker (20851848),Hunter Henry (20852286),Sony Michel (20851480),WAS Football Team (20852576),,RB,Patrick Taylor (20851748),Patrick Taylor,20851748,RB/FLEX,4000,GB@DET 01/09/2022 01:00PM ET,GB,0.45
3072178725,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Sam Darnold (20851383),Najee Harris (20851452),Sony Michel (20851480),Robby Anderson (20851870),Mike Evans (20851788),DJ Moore (20851814),Zach Ertz (20852278),Devin Singletary (20851476),Rams (20852577),,RB,Kylin Hill (20851750),Kylin Hill,20851750,RB/FLEX,4000,GB@DET 01/09/2022 01:00PM ET,GB,0.49
3072178726,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),Najee Harris (20851452),David Montgomery (20851460),Mike Evans (20851788),DJ Moore (20851814),Juwann Winfree (20852246),Cameron Brate (20852310),Sony Michel (20851480),Packers (20852572),,RB,Kerrith Whyte Jr. (20851752),Kerrith Whyte Jr.,20851752,RB/FLEX,4000,GB@DET 01/09/2022 01:00PM ET,GB,0
3072178727,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),D'Onta Foreman (20851490),Najee Harris (20851452),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Allen Robinson II (20851892),George Kittle (20852270),Devin Singletary (20851476),Saints (20852573),,RB,Godwin Igwebuike (20851754),Godwin Igwebuike,20851754,RB/FLEX,4000,GB@DET 01/09/2022 01:00PM ET,DET,1.8
3072178728,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),Najee Harris (20851452),Devin Singletary (20851476),Odell Beckham Jr. (20851812),Van Jefferson (20851834),Allen Robinson II (20851892),Zach Ertz (20852278),Eli Mitchell (20851478),Colts (20852569),,RB,Jermar Jefferson (20851756),Jermar Jefferson,20851756,RB/FLEX,4000,GB@DET 01/09/2022 01:00PM ET,DET,3.67
3072178729,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),Dalvin Cook (20851448),Najee Harris (20851452),A.J. Green (20851826),Tyler Lockett (20851796),Equanimeous St. Brown (20852244),Gerald Everett (20852290),Sony Michel (20851480),Buccaneers (20852568),,RB,Jason Cabinda (20851758),Jason Cabinda,20851758,RB/FLEX,4000,GB@DET 01/09/2022 01:00PM ET,DET,0.99
3072178730,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Cam Newton (20851399),Najee Harris (20851452),David Montgomery (20851460),Robby Anderson (20851870),Cyril Grayson (20851876),DJ Moore (20851814),George Kittle (20852270),Devin Singletary (20851476),Colts (20852569),,RB,Rodney Smith (20851760),Rodney Smith,20851760,RB/FLEX,4000,GB@DET 01/09/2022 01:00PM ET,DET,4.9
3072178731,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),D'Onta Foreman (20851490),Najee Harris (20851452),DK Metcalf (20851792),Amon-Ra St. Brown (20851794),Antoine Wesley (20851890),Gerald Everett (20852290),Sony Michel (20851480),Titans (20852574),,QB,Danny Etling (20851436),Danny Etling,20851436,QB,4000,IND@JAX 01/09/2022 01:00PM ET,JAX,0
3072178732,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),Najee Harris (20851452),Sony Michel (20851480),A.J. Brown (20851790),Brandin Cooks (20851800),Nick Westbrook-Ikhine (20851886),Hunter Henry (20852286),Devin Singletary (20851476),Rams (20852577),,QB,Brett Hundley (20851437),Brett Hundley,20851437,QB,4000,IND@JAX 01/09/2022 01:00PM ET,IND,0
3072178733,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),D'Onta Foreman (20851490),Devin Singletary (20851476),Cooper Kupp (20851772),Josh Reynolds (20851880),Juwann Winfree (20852246),George Kittle (20852270),Van Jefferson (20851834),Giants (20852583),,RB,Ryquell Armstead (20851736),Ryquell Armstead,20851736,RB/FLEX,4000,IND@JAX 01/09/2022 01:00PM ET,JAX,4.4
3072178734,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ben Roethlisberger (20851368),Sony Michel (20851480),David Montgomery (20851460),Rashod Bateman (20851846),Chase Claypool (20851836),Diontae Johnson (20851784),Zach Ertz (20852278),Devin Singletary (20851476),Giants (20852583),,RB,Mekhi Sargent (20851738),Mekhi Sargent,20851738,RB/FLEX,4000,IND@JAX 01/09/2022 01:00PM ET,JAX,0.15
3072178735,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Cam Newton (20851399),Sony Michel (20851480),Devin Singletary (20851476),Robby Anderson (20851870),DJ Moore (20851814),Amon-Ra St. Brown (20851794),Rob Gronkowski (20852272),Rashaad Penny (20851464),Ravens (20852575),,RB,Travis Etienne (20851740),Travis Etienne,20851740,RB/FLEX,4000,IND@JAX 01/09/2022 01:00PM ET,JAX,0
3072178736,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),D'Onta Foreman (20851490),David Montgomery (20851460),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Van Jefferson (20851834),Zach Ertz (20852278),Antonio Gibson (20851486),Ravens (20852575),,RB,Carlos Hyde (20851742),Carlos Hyde,20851742,RB/FLEX,4000,IND@JAX 01/09/2022 01:00PM ET,JAX,3.98
3072178737,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),Dare Ogunbowale (20851510),Devin Singletary (20851476),A.J. Brown (20851790),Christian Kirk (20851804),Tyler Lockett (20851796),Gerald Everett (20852290),Sony Michel (20851480),Saints (20852573),,RB,James Robinson (20851744),James Robinson,20851744,RB/FLEX,4000,IND@JAX 01/09/2022 01:00PM ET,JAX,12.78
3072178738,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Kyler Murray (20851352),Najee Harris (20851452),Sony Michel (20851480),Christian Kirk (20851804),DK Metcalf (20851792),Antoine Wesley (20851890),Hunter Henry (20852286),Devin Singletary (20851476),Jaguars (20852593),,RB,Deon Jackson (20851746),Deon Jackson,20851746,RB/FLEX,4000,IND@JAX 01/09/2022 01:00PM ET,IND,1.01
3072178739,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),David Montgomery (20851460),Devin Singletary (20851476),Van Jefferson (20851834),Deebo Samuel (20851776),Juwann Winfree (20852246),Zach Ertz (20852278),Eli Mitchell (20851478),Patriots (20852571),,QB,Garrett Gilbert (20851432),Garrett Gilbert,20851432,QB,4000,WAS@NYG 01/09/2022 01:00PM ET,WAS,7.76
3072178740,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tua Tagovailoa (20851373),Najee Harris (20851452),Sony Michel (20851480),Jakobi Meyers (20851830),DeVante Parker (20851848),Jaylen Waddle (20851798),Zach Ertz (20852278),Devin Singletary (20851476),Colts (20852569),,QB,Ryan Fitzpatrick (20851433),Ryan Fitzpatrick,20851433,QB,4000,WAS@NYG 01/09/2022 01:00PM ET,WAS,0.72
3072178741,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),Dalvin Cook (20851448),Najee Harris (20851452),Danny Amendola (20852100),A.J. Brown (20851790),Michael Pittman Jr. (20851806),Anthony Firkser (20852308),Sony Michel (20851480),Buccaneers (20852568),,QB,Daniel Jones (20851434),Daniel Jones,20851434,QB,4000,WAS@NYG 01/09/2022 01:00PM ET,NYG,16.41
3072178742,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jared Goff (20851367),Dalvin Cook (20851448),Najee Harris (20851452),Michael Pittman Jr. (20851806),Josh Reynolds (20851880),Amon-Ra St. Brown (20851794),Josiah Deguara (20852318),Sony Michel (20851480),Bills (20852570),,QB,Brian Lewerke (20851435),Brian Lewerke,20851435,QB,4000,WAS@NYG 01/09/2022 01:00PM ET,NYG,0
3072178743,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),Sony Michel (20851480),David Montgomery (20851460),Robby Anderson (20851870),Chase Claypool (20851836),Cyril Grayson (20851876),Rob Gronkowski (20852272),Devin Singletary (20851476),Titans (20852574),,RB,Wendell Smallwood (20851722),Wendell Smallwood,20851722,RB/FLEX,4000,WAS@NYG 01/09/2022 01:00PM ET,WAS,2.9
3072178744,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),D'Onta Foreman (20851490),David Montgomery (20851460),Robby Anderson (20851870),Mike Evans (20851788),Tyler Johnson (20851884),Zach Ertz (20852278),Sony Michel (20851480),Giants (20852583),,RB,J.D. McKissic (20851724),J.D. McKissic,20851724,RB/FLEX,4000,WAS@NYG 01/09/2022 01:00PM ET,WAS,11.63
3072178745,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Kirk Cousins (20851358),Najee Harris (20851452),Dare Ogunbowale (20851510),Justin Jefferson (20851780),K.J. Osborn (20851822),Allen Robinson II (20851892),Zach Ertz (20852278),Sony Michel (20851480),Texans (20852586),,RB,Alex Armah (20851726),Alex Armah,20851726,RB/FLEX,4000,WAS@NYG 01/09/2022 01:00PM ET,WAS,0.92
3072178746,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),David Montgomery (20851460),Devin Singletary (20851476),Brandon Aiyuk (20851816),Chase Claypool (20851836),Christian Kirk (20851804),George Kittle (20852270),Sony Michel (20851480),Jaguars (20852593),,RB,Derrius Guice (20851728),Derrius Guice,20851728,RB/FLEX,4000,WAS@NYG 01/09/2022 01:00PM ET,WAS,0
3072178747,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Cam Newton (20851399),Sony Michel (20851480),David Montgomery (20851460),A.J. Brown (20851790),Christian Kirk (20851804),DJ Moore (20851814),Rob Gronkowski (20852272),Chuba Hubbard (20851516),Jaguars (20852593),,RB,Gary Brightwell (20851730),Gary Brightwell,20851730,RB/FLEX,4000,WAS@NYG 01/09/2022 01:00PM ET,NYG,0.15
