Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2222899495,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Corey Davis (15355960) (LOCKED),Diontae Johnson (15355932) (LOCKED),Jonnu Smith (15356204) (LOCKED),Kenyan Drake (15355616),Bills (15356387) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2222899496,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Parris Campbell (15355930) (LOCKED),Jalen Reagor (15355956) (LOCKED),Robert Woods (15355852) (LOCKED),Tyler Higbee (15356194) (LOCKED),Kenyan Drake (15355616),Broncos (15356402) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2222899497,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Parris Campbell (15355930) (LOCKED),Corey Davis (15355960) (LOCKED),Adam Thielen (15355836) (LOCKED),Tyler Eifert (15356248) (LOCKED),Derrick Henry (15355598) (LOCKED),Panthers (15356407) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2222899498,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Corey Davis (15355960) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Jordan Reed (15356288) (LOCKED),David Johnson (15355618),Bears (15356389) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2222899499,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Diontae Johnson (15355932) (LOCKED),Sammy Watkins (15355910),Mike Williams (15355946),Hunter Henry (15356190),Aaron Jones (15355604) (LOCKED),Rams (15356398) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2222899500,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Allen Lazard (15355890) (LOCKED),Marquez Valdes-Scantling (15355926) (LOCKED),Chris Herndon (15356226) (LOCKED),Kenyan Drake (15355616),Chargers (15356410),,
2222899501,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),DeSean Jackson (15355896) (LOCKED),Van Jefferson Jr. (15356144) (LOCKED),Diontae Johnson (15355932) (LOCKED),Tyler Higbee (15356194) (LOCKED),Aaron Jones (15355604) (LOCKED),Bears (15356389) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2222899630,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Aaron Jones (15355604) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Amari Cooper (15355854) (LOCKED),Russell Gage (15355912) (LOCKED),Michael Gallup (15355882) (LOCKED),Chris Herndon (15356226) (LOCKED),Austin Ekeler (15355608),Bears (15356389) (LOCKED),,RB,Jordan Howard (15355656) (LOCKED),Jordan Howard,15355656,RB/FLEX,4700,In Progress,MIA,6.7
2222899631,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Philip Rivers (15355537) (LOCKED),Todd Gurley II (15355612) (LOCKED),Aaron Jones (15355604) (LOCKED),Diontae Johnson (15355932) (LOCKED),Allen Robinson II (15355850) (LOCKED),Adam Thielen (15355836) (LOCKED),Mo Alie-Cox (15356244) (LOCKED),Jonathan Taylor (15355620) (LOCKED),49ers (15356386) (LOCKED),,WR,Cole Beasley (15355918) (LOCKED),Cole Beasley,15355918,WR/FLEX,4700,In Progress,BUF,9.8
2222899632,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Aaron Jones (15355604) (LOCKED),Ronald Jones II (15355636) (LOCKED),Parris Campbell (15355930) (LOCKED),Michael Gallup (15355882) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Hayden Hurst (15356196) (LOCKED),Clyde Edwards-Helaire (15355602),49ers (15356386) (LOCKED),,WR,Steven Sims Jr. (15355920),Steven Sims Jr.,15355920,WR/FLEX,4700,WAS@ARI 09/20/2020 04:05PM ET,WAS,8
2222899633,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Matthew Stafford (15355533) (LOCKED),Saquon Barkley (15355594) (LOCKED),Todd Gurley II (15355612) (LOCKED),Diontae Johnson (15355932) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Marquez Valdes-Scantling (15355926) (LOCKED),T.J. Hockenson (15356188) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Ravens (15356390),,RB,Joshua Kelley (15355660),Joshua Kelley,15355660,RB/FLEX,4700,KC@LAC 09/20/2020 04:25PM ET,LAC,12
2222899634,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Todd Gurley II (15355612) (LOCKED),Aaron Jones (15355604) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Corey Davis (15355960) (LOCKED),Adam Humphries (15356020) (LOCKED),Travis Kelce (15356178),Austin Ekeler (15355608),49ers (15356386) (LOCKED),,QB,AJ McCarron (15355562),AJ McCarron,15355562,QB,4700,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
2222899635,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Todd Gurley II (15355612) (LOCKED),Aaron Jones (15355604) (LOCKED),Davante Adams (15355828) (LOCKED),Quintez Cephus (15355974) (LOCKED),Diontae Johnson (15355932) (LOCKED),Jordan Reed (15356288) (LOCKED),Clyde Edwards-Helaire (15355602),Titans (15356391) (LOCKED),,QB,Jordan Love (15355565) (LOCKED),Jordan Love,15355565,QB,4600,In Progress,GB,0
2222899636,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Nyheim Hines (15355628) (LOCKED),Aaron Jones (15355604) (LOCKED),Corey Davis (15355960) (LOCKED),Michael Gallup (15355882) (LOCKED),Calvin Ridley (15355840) (LOCKED),Dalton Schultz (15356216) (LOCKED),Clyde Edwards-Helaire (15355602),Packers (15356393) (LOCKED),,WR,Marquez Valdes-Scantling (15355926) (LOCKED),Marquez Valdes-Scantling,15355926,WR/FLEX,4600,In Progress,GB,19.6
2222899637,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Todd Gurley II (15355612) (LOCKED),Aaron Jones (15355604) (LOCKED),Miles Boykin (15355952),Marquise Brown (15355862),Diontae Johnson (15355932) (LOCKED),Jordan Akins (15356230),Austin Ekeler (15355608),49ers (15356386) (LOCKED),,RB,Darrell Henderson Jr. (15355664) (LOCKED),Darrell Henderson Jr.,15355664,RB/FLEX,4600,In Progress,LAR,0.6
2222899638,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Aaron Jones (15355604) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Michael Gallup (15355882) (LOCKED),Diontae Johnson (15355932) (LOCKED),Cooper Kupp (15355842) (LOCKED),Tyler Higbee (15356194) (LOCKED),Miles Sanders (15355614) (LOCKED),Bills (15356387) (LOCKED),,RB,Corey Clement (15355666) (LOCKED),Corey Clement,15355666,RB/FLEX,4600,In Progress,PHI,4.1
2222899639,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Philip Rivers (15355537) (LOCKED),Aaron Jones (15355604) (LOCKED),Christian McCaffrey (15355592) (LOCKED),Corey Davis (15355960) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Diontae Johnson (15355932) (LOCKED),Kyle Rudolph (15356222) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Ravens (15356390),,TE,Hayden Hurst (15356196) (LOCKED),Hayden Hurst,15356196,TE/FLEX,4600,In Progress,ATL,6.8
2222899640,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Patrick Mahomes (15355525),Todd Gurley II (15355612) (LOCKED),Aaron Jones (15355604) (LOCKED),Corey Davis (15355960) (LOCKED),Tyreek Hill (15355832),Sammy Watkins (15355910),Hunter Henry (15356190),Jonathan Taylor (15355620) (LOCKED),Jets (15356411) (LOCKED),,QB,Kyle Allen (15355564),Kyle Allen,15355564,QB,4600,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
2222899641,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Aaron Jones (15355604) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Marquise Brown (15355862),Will Fuller V (15355858),Diontae Johnson (15355932) (LOCKED),Chris Herndon (15356226) (LOCKED),J.K. Dobbins (15355640),Titans (15356391) (LOCKED),,RB,Chase Edmonds (15355662),Chase Edmonds,15355662,RB/FLEX,4600,WAS@ARI 09/20/2020 04:05PM ET,ARI,13.5
2222899642,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Melvin Gordon III (15355634) (LOCKED),Miles Sanders (15355614) (LOCKED),Amari Cooper (15355854) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Calvin Ridley (15355840) (LOCKED),Chris Herndon (15356226) (LOCKED),Clyde Edwards-Helaire (15355602),Chiefs (15356392),,WR,Larry Fitzgerald (15355928),Larry Fitzgerald,15355928,WR/FLEX,4600,WAS@ARI 09/20/2020 04:05PM ET,ARI,7.4
2222899643,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Matthew Stafford (15355533) (LOCKED),Todd Gurley II (15355612) (LOCKED),Miles Sanders (15355614) (LOCKED),Davante Adams (15355828) (LOCKED),Danny Amendola (15355914) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Chris Herndon (15356226) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Bills (15356387) (LOCKED),,QB,Joe Flacco (15355567) (LOCKED),Joe Flacco,15355567,QB,4500,In Progress,NYJ,0
2222899644,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Patrick Mahomes (15355525),Todd Gurley II (15355612) (LOCKED),Aaron Jones (15355604) (LOCKED),Tyreek Hill (15355832),Diontae Johnson (15355932) (LOCKED),Mike Williams (15355946),Chris Herndon (15356226) (LOCKED),Clyde Edwards-Helaire (15355602),Dolphins (15356409) (LOCKED),,RB,Frank Gore (15355676) (LOCKED),Frank Gore,15355676,RB/FLEX,4500,In Progress,NYJ,2.4
2216376828,Week 1 Free Reignmaker Contest,92004081,$0,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Corey Davis (15355960) (LOCKED),Diontae Johnson (15355932) (LOCKED),Jonnu Smith (15356204) (LOCKED),Kenyan Drake (15355616),Bills (15356387) (LOCKED),,RB,Dion Lewis (15355674) (LOCKED),Dion Lewis,15355674,RB/FLEX,4500,In Progress,NYG,0.1
2216383811,Week 1 Free Reignmaker Contest,92004081,$0,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Parris Campbell (15355930) (LOCKED),Jalen Reagor (15355956) (LOCKED),Robert Woods (15355852) (LOCKED),Tyler Higbee (15356194) (LOCKED),Kenyan Drake (15355616),Broncos (15356402) (LOCKED),,RB,Cam Akers (15355668) (LOCKED),Cam Akers,15355668,RB/FLEX,4500,In Progress,LAR,5.3
2216392646,Week 1 Free Reignmaker Contest,92004081,$0,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Parris Campbell (15355930) (LOCKED),Corey Davis (15355960) (LOCKED),Adam Thielen (15355836) (LOCKED),Tyler Eifert (15356248) (LOCKED),Derrick Henry (15355598) (LOCKED),Panthers (15356407) (LOCKED),,RB,Benny Snell Jr. (15355672) (LOCKED),Benny Snell Jr.,15355672,RB/FLEX,4500,In Progress,PIT,14.3
2216392649,Week 1 Free Reignmaker Contest,92004081,$0,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Corey Davis (15355960) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Jordan Reed (15356288) (LOCKED),David Johnson (15355618),Bears (15356389) (LOCKED),,WR,Diontae Johnson (15355932) (LOCKED),Diontae Johnson,15355932,WR/FLEX,4500,In Progress,PIT,10.7
2216400809,Week 1 Free Reignmaker Contest,92004081,$0,Tyrod Taylor (15355546),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Diontae Johnson (15355932) (LOCKED),Sammy Watkins (15355910),Mike Williams (15355946),Hunter Henry (15356190),Aaron Jones (15355604) (LOCKED),Rams (15356398) (LOCKED),,TE,Blake Jarwin (15356198) (LOCKED),Blake Jarwin,15356198,TE/FLEX,4500,In Progress,DAL,2.2
2222901883,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Allen Lazard (15355890) (LOCKED),Marquez Valdes-Scantling (15355926) (LOCKED),Chris Herndon (15356226) (LOCKED),Kenyan Drake (15355616),Chargers (15356410),,WR,Parris Campbell (15355930) (LOCKED),Parris Campbell,15355930,WR/FLEX,4500,In Progress,IND,14
2222901884,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),DeSean Jackson (15355896) (LOCKED),Van Jefferson Jr. (15356144) (LOCKED),Diontae Johnson (15355932) (LOCKED),Tyler Higbee (15356194) (LOCKED),Aaron Jones (15355604) (LOCKED),Bears (15356389) (LOCKED),,QB,Matt Barkley (15355566) (LOCKED),Matt Barkley,15355566,QB,4500,In Progress,BUF,0
2222901885,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Parris Campbell (15355930) (LOCKED),Keelan Cole (15355942) (LOCKED),Allen Robinson II (15355850) (LOCKED),Jonnu Smith (15356204) (LOCKED),Kenyan Drake (15355616),Cowboys (15356399) (LOCKED),,RB,Matt Breida (15355670) (LOCKED),Matt Breida,15355670,RB/FLEX,4500,In Progress,MIA,2.2
2222901886,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Keenan Allen (15355878),Tyreek Hill (15355832),Mike Williams (15355946),Jordan Reed (15356288) (LOCKED),Kenyan Drake (15355616),Cowboys (15356399) (LOCKED),,RB,Josh Adams (15355682) (LOCKED),Josh Adams,15355682,RB/FLEX,4400,In Progress,NYJ,10.2
2222901887,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Matthew Stafford (15355533) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Parris Campbell (15355930) (LOCKED),Quintez Cephus (15355974) (LOCKED),Marquez Valdes-Scantling (15355926) (LOCKED),T.J. Hockenson (15356188) (LOCKED),Kenyan Drake (15355616),Bears (15356389) (LOCKED),,QB,Mike Glennon (15355568) (LOCKED),Mike Glennon,15355568,QB,4400,In Progress,JAX,0
2222901888,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Darnell Mooney (15356158) (LOCKED),Adam Thielen (15355836) (LOCKED),Irv Smith Jr. (15356252) (LOCKED),Kenyan Drake (15355616),Packers (15356393) (LOCKED),,RB,James Robinson (15355680) (LOCKED),James Robinson,15355680,RB/FLEX,4400,In Progress,JAX,10
2222901889,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526) (LOCKED),Kenyan Drake (15355616),Ezekiel Elliott (15355596) (LOCKED),Davante Adams (15355828) (LOCKED),Quintez Cephus (15355974) (LOCKED),Marquez Valdes-Scantling (15355926) (LOCKED),Jordan Reed (15356288) (LOCKED),David Johnson (15355618),49ers (15356386) (LOCKED),,TE,Noah Fant (15356200) (LOCKED),Noah Fant,15356200,TE/FLEX,4400,In Progress,DEN,19.1
2222901890,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Kalif Raymond (15356136) (LOCKED),Robert Woods (15355852) (LOCKED),Tyler Eifert (15356248) (LOCKED),Kenyan Drake (15355616),49ers (15356386) (LOCKED),,WR,Justin Jefferson (15355934) (LOCKED),Justin Jefferson,15355934,WR/FLEX,4400,In Progress,MIN,4.6
2222901891,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Parris Campbell (15355930) (LOCKED),DeSean Jackson (15355896) (LOCKED),Van Jefferson Jr. (15356144) (LOCKED),Zach Ertz (15356184) (LOCKED),Kenyan Drake (15355616),Ravens (15356390),,RB,Peyton Barber (15355678),Peyton Barber,15355678,RB/FLEX,4400,WAS@ARI 09/20/2020 04:05PM ET,WAS,14.9
2222901892,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tom Brady (15355530) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Parris Campbell (15355930) (LOCKED),Scotty Miller (15355958) (LOCKED),DJ Moore (15355856) (LOCKED),O.J. Howard (15356210) (LOCKED),Kenyan Drake (15355616),Eagles (15356400) (LOCKED),,WR,Randall Cobb (15355936),Randall Cobb,15355936,WR/FLEX,4400,BAL@HOU 09/20/2020 04:25PM ET,HOU,4.3
2222901893,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Philip Rivers (15355537) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Justin Jefferson (15355934) (LOCKED),Diontae Johnson (15355932) (LOCKED),Mo Alie-Cox (15356244) (LOCKED),Aaron Jones (15355604) (LOCKED),Packers (15356393) (LOCKED),,WR,Brandon Aiyuk (15355944) (LOCKED),Brandon Aiyuk,15355944,WR/FLEX,4300,In Progress,SF,0
2222901894,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Braxton Berrios (15356168) (LOCKED),Miles Boykin (15355952),Marquise Brown (15355862),Jordan Akins (15356230),Kenyan Drake (15355616),Vikings (15356394) (LOCKED),,WR,Keelan Cole (15355942) (LOCKED),Keelan Cole,15355942,WR/FLEX,4300,In Progress,JAX,15.7
2222901895,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),DeSean Jackson (15355896) (LOCKED),Cooper Kupp (15355842) (LOCKED),Robert Woods (15355852) (LOCKED),Jordan Reed (15356288) (LOCKED),Nyheim Hines (15355628) (LOCKED),Chargers (15356410),,TE,Eric Ebron (15356202) (LOCKED),Eric Ebron,15356202,TE/FLEX,4300,In Progress,PIT,2.8
2222901896,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Braxton Berrios (15356168) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Laviska Shenault Jr. (15355948) (LOCKED),Jonnu Smith (15356204) (LOCKED),Derrick Henry (15355598) (LOCKED),Steelers (15356388) (LOCKED),,RB,Alexander Mattison (15355684) (LOCKED),Alexander Mattison,15355684,RB/FLEX,4300,In Progress,MIN,12
2222901897,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Keenan Allen (15355878),Parris Campbell (15355930) (LOCKED),Demarcus Robinson (15356000),Hunter Henry (15356190),David Johnson (15355618),49ers (15356386) (LOCKED),,QB,Jake Fromm (15355570) (LOCKED),Jake Fromm,15355570,QB,4300,In Progress,BUF,0
2222901898,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Parris Campbell (15355930) (LOCKED),Diontae Johnson (15355932) (LOCKED),Adam Thielen (15355836) (LOCKED),Kyle Rudolph (15356222) (LOCKED),David Johnson (15355618),Giants (15356404) (LOCKED),,RB,Myles Gaskin (15355688) (LOCKED),Myles Gaskin,15355688,RB/FLEX,4300,In Progress,MIA,10.6
2222901899,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538) (LOCKED),Saquon Barkley (15355594) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Davante Adams (15355828) (LOCKED),Corey Davis (15355960) (LOCKED),Adam Humphries (15356020) (LOCKED),Tyler Eifert (15356248) (LOCKED),Kenyan Drake (15355616),Cardinals (15356396),,RB,Antonio Gibson (15355686),Antonio Gibson,15355686,RB/FLEX,4300,WAS@ARI 09/20/2020 04:05PM ET,WAS,6.4
2222901900,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Mitchell Trubisky (15355544) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Darnell Mooney (15356158) (LOCKED),Allen Robinson II (15355850) (LOCKED),Darius Slayton (15355900) (LOCKED),Chris Herndon (15356226) (LOCKED),Aaron Jones (15355604) (LOCKED),Titans (15356391) (LOCKED),,WR,Christian Kirk (15355938),Christian Kirk,15355938,WR/FLEX,4300,WAS@ARI 09/20/2020 04:05PM ET,ARI,1
2222901901,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),DeSean Jackson (15355896) (LOCKED),Jalen Reagor (15355956) (LOCKED),Robert Woods (15355852) (LOCKED),Chris Herndon (15356226) (LOCKED),Kenyan Drake (15355616),Steelers (15356388) (LOCKED),,QB,Robert Griffin III (15355569),Robert Griffin III,15355569,QB,4300,BAL@HOU 09/20/2020 04:25PM ET,BAL,0.26
2222901902,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Philip Rivers (15355537) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Michael Pittman Jr. (15355998) (LOCKED),Allen Robinson II (15355850) (LOCKED),Kyle Rudolph (15356222) (LOCKED),Kenyan Drake (15355616),Cardinals (15356396),,WR,Willie Snead IV (15355940),Willie Snead IV,15355940,WR/FLEX,4300,BAL@HOU 09/20/2020 04:25PM ET,BAL,16.4
2222901903,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Matthew Stafford (15355533) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Nyheim Hines (15355628) (LOCKED),Davante Adams (15355828) (LOCKED),Quintez Cephus (15355974) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Chris Herndon (15356226) (LOCKED),Kenyan Drake (15355616),Chiefs (15356392),,RB,Jamaal Williams (15355690) (LOCKED),Jamaal Williams,15355690,RB/FLEX,4200,In Progress,GB,8.2
2222901904,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Adam Humphries (15356020) (LOCKED),Adam Thielen (15355836) (LOCKED),Chris Herndon (15356226) (LOCKED),Kenyan Drake (15355616),Jets (15356411) (LOCKED),,RB,Jerick McKinnon (15355692) (LOCKED),Jerick McKinnon,15355692,RB/FLEX,4200,In Progress,SF,13.4
2222901905,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541) (LOCKED),Kenyan Drake (15355616),Ezekiel Elliott (15355596) (LOCKED),Corey Davis (15355960) (LOCKED),Diontae Johnson (15355932) (LOCKED),Robert Woods (15355852) (LOCKED),Dallas Goedert (15356192) (LOCKED),Cooper Kupp (15355842) (LOCKED),Titans (15356391) (LOCKED),,WR,Greg Ward (15355950) (LOCKED),Greg Ward,15355950,WR/FLEX,4200,In Progress,PHI,8.1
2222901906,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Diontae Johnson (15355932) (LOCKED),Jalen Reagor (15355956) (LOCKED),Robert Woods (15355852) (LOCKED),Dallas Goedert (15356192) (LOCKED),David Johnson (15355618),Dolphins (15356409) (LOCKED),,WR,Laviska Shenault Jr. (15355948) (LOCKED),Laviska Shenault Jr.,15355948,WR/FLEX,4200,In Progress,JAX,13.7
2222901907,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Philip Rivers (15355537) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Parris Campbell (15355930) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Adam Thielen (15355836) (LOCKED),Jordan Reed (15356288) (LOCKED),Kenyan Drake (15355616),Buccaneers (15356397) (LOCKED),,TE,Jonnu Smith (15356204) (LOCKED),Jonnu Smith,15356204,TE/FLEX,4200,In Progress,TEN,13.6
2222901908,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tom Brady (15355530) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Robby Anderson (15355892) (LOCKED),Diontae Johnson (15355932) (LOCKED),Scotty Miller (15355958) (LOCKED),Rob Gronkowski (15356206) (LOCKED),Aaron Jones (15355604) (LOCKED),Giants (15356404) (LOCKED),,WR,Mike Williams (15355946),Mike Williams,15355946,WR/FLEX,4200,KC@LAC 09/20/2020 04:25PM ET,LAC,10.9
