Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1679230073,JAMESON $20K NFL FREE Contest Series ,78775214,$0,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,1. Column A lists all of your contest entries for this draftgroup
1679230245,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,2. Your current lineup is listed next to each entry (blank for reservations)
1679230246,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1679230247,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1679230248,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,5. For faster processing only include entries you are changing in the file you upload
1679230249,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,
1679230250,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1679229908,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Darius Slayton (13605984),Darius Slayton,13605984,WR/FLEX,3900,NYG@DET 10/27/2019 01:00PM ET,NYG,8.34
1679229909,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Dion Lewis (13605762),Dion Lewis,13605762,RB/FLEX,3900,TB@TEN 10/27/2019 01:00PM ET,TEN,3.69
1679229910,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Adam Humphries (13605982),Adam Humphries,13605982,WR/FLEX,3900,TB@TEN 10/27/2019 01:00PM ET,TEN,6.86
1679229911,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Jeff Wilson Jr. (13605764),Jeff Wilson Jr.,13605764,RB/FLEX,3900,CAR@SF 10/27/2019 04:05PM ET,SF,7.8
1679229912,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Brian Hill (13605770),Brian Hill,13605770,RB/FLEX,3800,SEA@ATL 10/27/2019 01:00PM ET,ATL,1.5
1679229913,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Qadree Ollison (13605772),Qadree Ollison,13605772,RB/FLEX,3800,SEA@ATL 10/27/2019 01:00PM ET,ATL,0
1679229914,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Nelson Agholor (13605992),Nelson Agholor,13605992,WR/FLEX,3800,PHI@BUF 10/27/2019 01:00PM ET,PHI,10.06
1679229915,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Justin Jackson (13605768),Justin Jackson,13605768,RB/FLEX,3800,LAC@CHI 10/27/2019 01:00PM ET,LAC,7.17
1679229916,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Taylor Gabriel (13605988),Taylor Gabriel,13605988,WR/FLEX,3800,LAC@CHI 10/27/2019 01:00PM ET,CHI,10.42
1679229917,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Duke Johnson (13605766),Duke Johnson,13605766,RB/FLEX,3800,OAK@HOU 10/27/2019 04:25PM ET,HOU,8.43
1679229918,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Hunter Renfrow (13605990),Hunter Renfrow,13605990,WR/FLEX,3800,OAK@HOU 10/27/2019 04:25PM ET,OAK,4.25
1679243519,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,DST,Rams  (13606345),Rams ,13606345,DST,3800,CIN@LAR 10/27/2019 01:00PM ET,LAR,8.86
1679230285,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Dante Pettis (13605986),Dante Pettis,13605986,WR/FLEX,3800,CAR@SF 10/27/2019 04:05PM ET,SF,3.99
1679230286,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Duke Williams (13605994),Duke Williams,13605994,WR/FLEX,3700,PHI@BUF 10/27/2019 01:00PM ET,BUF,8.1
1679230287,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Alex Erickson (13605996),Alex Erickson,13605996,WR/FLEX,3700,CIN@LAR 10/27/2019 01:00PM ET,CIN,6.73
1679230288,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Ted Ginn Jr. (13605998),Ted Ginn Jr.,13605998,WR/FLEX,3700,ARI@NO 10/27/2019 01:00PM ET,NO,7.67
1679230289,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Damiere Byrd (13606000),Damiere Byrd,13606000,WR/FLEX,3700,ARI@NO 10/27/2019 01:00PM ET,ARI,6.2
1679230290,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Raheem Mostert (13605774),Raheem Mostert,13605774,RB/FLEX,3700,CAR@SF 10/27/2019 04:05PM ET,SF,6.78
1679230291,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Greg Olsen (13606188),Greg Olsen,13606188,TE/FLEX,3700,CAR@SF 10/27/2019 04:05PM ET,CAR,10.8
1679230292,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,DST,49ers  (13606346),49ers ,13606346,DST,3700,CAR@SF 10/27/2019 04:05PM ET,SF,14.17
1679230293,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,C.J. Prosise (13605776),C.J. Prosise,13605776,RB/FLEX,3600,SEA@ATL 10/27/2019 01:00PM ET,SEA,4.12
1679230294,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Robert Foster (13606002),Robert Foster,13606002,WR/FLEX,3600,PHI@BUF 10/27/2019 01:00PM ET,BUF,0
1679230295,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,DST,Bears  (13606347),Bears ,13606347,DST,3600,LAC@CHI 10/27/2019 01:00PM ET,CHI,10.33
1679230296,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Delanie Walker (13606182),Delanie Walker,13606182,TE/FLEX,3600,TB@TEN 10/27/2019 01:00PM ET,TEN,7.79
1679230297,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Jakobi Meyers (13606004),Jakobi Meyers,13606004,WR/FLEX,3600,CLE@NE 10/27/2019 04:25PM ET,NE,4.95
1679230298,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Anthony Miller (13606006),Anthony Miller,13606006,WR/FLEX,3500,LAC@CHI 10/27/2019 01:00PM ET,CHI,4.38
1679230299,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,T.J. Hockenson (13606184),T.J. Hockenson,13606184,TE/FLEX,3500,NYG@DET 10/27/2019 01:00PM ET,DET,9.15
1679230300,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Trevor Davis (13606008),Trevor Davis,13606008,WR/FLEX,3500,OAK@HOU 10/27/2019 04:25PM ET,OAK,5.8
1679230301,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Chris Herndon (13606186),Chris Herndon,13606186,TE/FLEX,3500,NYJ@JAX 10/27/2019 01:00PM ET,NYJ,0
1679230302,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,KeeSean Johnson (13606010),KeeSean Johnson,13606010,WR/FLEX,3500,ARI@NO 10/27/2019 01:00PM ET,ARI,4.91
1679230303,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,DST,Saints  (13606348),Saints ,13606348,DST,3500,ARI@NO 10/27/2019 01:00PM ET,NO,9.14
1679230304,NFL $10K Dime Package [Just $0.10!] ,78884807,$0.10,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Brandon Bolden (13605778),Brandon Bolden,13605778,RB/FLEX,3500,CLE@NE 10/27/2019 04:25PM ET,NE,7.13
1679230265,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,T.J. Yeldon (13605780),T.J. Yeldon,13605780,RB/FLEX,3400,PHI@BUF 10/27/2019 01:00PM ET,BUF,4.7
1679230266,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Darren Fells (13606190),Darren Fells,13606190,TE/FLEX,3400,OAK@HOU 10/27/2019 04:25PM ET,HOU,7.66
1679230267,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Eric Ebron (13606192),Eric Ebron,13606192,TE/FLEX,3400,DEN@IND 10/27/2019 01:00PM ET,IND,8.6
1679230268,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Keelan Doss (13606016),Keelan Doss,13606016,WR/FLEX,3300,OAK@HOU 10/27/2019 04:25PM ET,OAK,2.78
1679230269,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Marcell Ateman (13606018),Marcell Ateman,13606018,WR/FLEX,3300,OAK@HOU 10/27/2019 04:25PM ET,OAK,2.3
1679230270,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Demaryius Thomas (13606020),Demaryius Thomas,13606020,WR/FLEX,3300,NYJ@JAX 10/27/2019 01:00PM ET,NYJ,6.75
1679230271,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Chris Conley (13606022),Chris Conley,13606022,WR/FLEX,3300,NYJ@JAX 10/27/2019 01:00PM ET,JAX,8.23
1679230272,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,O.J. Howard (13606194),O.J. Howard,13606194,TE/FLEX,3300,TB@TEN 10/27/2019 01:00PM ET,TB,4.93
1679230273,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Jordan Wilkins (13605782),Jordan Wilkins,13605782,RB/FLEX,3300,DEN@IND 10/27/2019 01:00PM ET,IND,3.08
1679230274,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,DaeSean Hamilton (13606014),DaeSean Hamilton,13606014,WR/FLEX,3300,DEN@IND 10/27/2019 01:00PM ET,DEN,3.09
1679230275,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Antonio Callaway (13606012),Antonio Callaway,13606012,WR/FLEX,3300,CLE@NE 10/27/2019 04:25PM ET,CLE,2.1
1679230276,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,David Moore (13606042),David Moore,13606042,WR/FLEX,3200,SEA@ATL 10/27/2019 01:00PM ET,SEA,4.56
1679230277,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Cordarrelle Patterson (13606024),Cordarrelle Patterson,13606024,WR/FLEX,3200,LAC@CHI 10/27/2019 01:00PM ET,CHI,3.6
1679230278,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Tra Carson (13605784),Tra Carson,13605784,RB/FLEX,3200,NYG@DET 10/27/2019 01:00PM ET,DET,3.6
1679230279,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Cody Latimer (13606036),Cody Latimer,13606036,WR/FLEX,3200,NYG@DET 10/27/2019 01:00PM ET,NYG,3.95
1679230280,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Keelan Cole (13606046),Keelan Cole,13606046,WR/FLEX,3200,NYJ@JAX 10/27/2019 01:00PM ET,JAX,1.44
1679230281,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Tre'Quan Smith (13606034),Tre'Quan Smith,13606034,WR/FLEX,3200,ARI@NO 10/27/2019 01:00PM ET,NO,6.17
1679230282,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Pharoh Cooper (13606038),Pharoh Cooper,13606038,WR/FLEX,3200,ARI@NO 10/27/2019 01:00PM ET,ARI,4.25
1679230283,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Josh Hill (13606198),Josh Hill,13606198,TE/FLEX,3200,ARI@NO 10/27/2019 01:00PM ET,NO,4.3
1679230284,NFL $40K Quarter Jukebox [Just $0.25!] ,78884809,$0.25,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Dare Ogunbowale (13605786),Dare Ogunbowale,13605786,RB/FLEX,3200,TB@TEN 10/27/2019 01:00PM ET,TB,5.82
1679230095,NFL $100K mini-MAX [150 Entry Max],78884814,$0.50,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Tajae Sharpe (13606028),Tajae Sharpe,13606028,WR/FLEX,3200,TB@TEN 10/27/2019 01:00PM ET,TEN,3.64
1679230096,NFL $100K mini-MAX [150 Entry Max],78884814,$0.50,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Breshad Perriman (13606044),Breshad Perriman,13606044,WR/FLEX,3200,TB@TEN 10/27/2019 01:00PM ET,TB,1.48
1679230097,NFL $100K mini-MAX [150 Entry Max],78884814,$0.50,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,DST,Titans  (13606349),Titans ,13606349,DST,3200,TB@TEN 10/27/2019 01:00PM ET,TEN,8.29
1679230098,NFL $100K mini-MAX [150 Entry Max],78884814,$0.50,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Kendrick Bourne (13606040),Kendrick Bourne,13606040,WR/FLEX,3200,CAR@SF 10/27/2019 04:05PM ET,SF,3.82
1679230099,NFL $100K mini-MAX [150 Entry Max],78884814,$0.50,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Chester Rogers (13606030),Chester Rogers,13606030,WR/FLEX,3200,DEN@IND 10/27/2019 01:00PM ET,IND,3.93
1679230100,NFL $100K mini-MAX [150 Entry Max],78884814,$0.50,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Rashard Higgins (13606026),Rashard Higgins,13606026,WR/FLEX,3200,CLE@NE 10/27/2019 04:25PM ET,CLE,6.6
1679230101,NFL $100K mini-MAX [150 Entry Max],78884814,$0.50,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Gunner Olszewski (13606032),Gunner Olszewski,13606032,WR/FLEX,3200,CLE@NE 10/27/2019 04:25PM ET,NE,0.63
