Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2380131803,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Dalvin Cook (15819822),Nyheim Hines (15819886),Nelson Agholor (15820116),Denzel Mims (15820174),Calvin Ridley (15820060),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Rams (15820542),,1. Column A lists all of your contest entries for this draftgroup
2380131804,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Nyheim Hines (15819886),James Robinson (15819838),Mike Evans (15820074),Tyreek Hill (15820054),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Bills (15820549),,2. Your current lineup is listed next to each entry (blank for reservations)
2380131805,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Dalvin Cook (15819822),Nyheim Hines (15819886),Cole Beasley (15820090),Stefon Diggs (15820056),Denzel Mims (15820174),Hunter Henry (15820358),Brian Hill (15819990),Cardinals (15820546),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2380131806,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Dalvin Cook (15819822),Brian Hill (15819990),A.J. Brown (15820064),Corey Davis (15820118),Denzel Mims (15820174),Travis Kelce (15820352),Nyheim Hines (15819886),Saints (15820541),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2380131807,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782),Dalvin Cook (15819822),Nyheim Hines (15819886),Tyler Boyd (15820108),Sterling Shepard (15820104),Darius Slayton (15820114),Travis Kelce (15820352),Brian Hill (15819990),Dolphins (15820540),,5. For faster processing only include entries you are changing in the file you upload
2380131808,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Antonio Brown (15820086),Mecole Hardman (15820144),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Browns (15820544),,
2380131809,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Nyheim Hines (15819886),Keelan Cole Sr. (15820166),Mecole Hardman (15820144),Tyreek Hill (15820054),Rob Gronkowski (15820362),Brian Hill (15819990),Saints (15820541),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2380132116,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Dalvin Cook (15819822),Nyheim Hines (15819886),Keenan Allen (15820052),Hunter Renfrow (15820152),Darius Slayton (15820114),Darren Waller (15820354),Brian Hill (15819990),Giants (15820543),,QB,Jacob Eason (15819821),Jacob Eason,15819821,QB,4000,TEN@IND 11/29/2020 01:00PM ET,IND,0
2380132117,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Dalvin Cook (15819822),Kenyan Drake (15819866),Hunter Renfrow (15820152),Calvin Ridley (15820060),Henry Ruggs III (15820138),Travis Kelce (15820352),Wayne Gallman Jr. (15819876),Jaguars (15820561),,RB,Jordan Wilkins (15820036),Jordan Wilkins,15820036,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,IND,5.23
2380132118,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Dalvin Cook (15819822),James Robinson (15819838),Nelson Agholor (15820116),Robert Woods (15820084),Olamide Zaccheaus (15820158),Darren Waller (15820354),Zack Moss (15819880),Giants (15820543),,RB,Marlon Mack (15820038),Marlon Mack,15820038,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,IND,8.6
2380132119,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Dalvin Cook (15819822),James Robinson (15819838),Nelson Agholor (15820116),Calvin Ridley (15820060),Darius Slayton (15820114),Hayden Hurst (15820370),Nyheim Hines (15819886),Cardinals (15820546),,RB,Jeremy McNichols (15820040),Jeremy McNichols,15820040,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,TEN,2.62
2380132120,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782),Dalvin Cook (15819822),James Robinson (15819838),Tee Higgins (15820128),Tyreek Hill (15820054),Darius Slayton (15820114),Evan Engram (15820360),Nyheim Hines (15819886),Broncos (15820559),,RB,D'Onta Foreman (15820042),D'Onta Foreman,15820042,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,TEN,3.55
2380132121,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Dalvin Cook (15819822),James Robinson (15819838),A.J. Brown (15820064),Corey Davis (15820118),Robert Woods (15820084),Mo Alie-Cox (15820400),Wayne Gallman Jr. (15819876),Giants (15820543),,RB,Senorise Perry (15820044),Senorise Perry,15820044,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,TEN,0.45
2380132122,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822),Devin Singletary (15819900),Tyreek Hill (15820054),Andy Isabella (15820324),Denzel Mims (15820174),Rob Gronkowski (15820362),Travis Kelce (15820352),Bengals (15820552),,RB,Darrynton Evans (15820046),Darrynton Evans,15820046,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,TEN,1.05
2380132123,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772),Nyheim Hines (15819886),Kareem Hunt (15819860),Justin Jefferson (15820070),Denzel Mims (15820174),DJ Moore (15820072),Darren Waller (15820354),Dalvin Cook (15819822),Broncos (15820559),,RB,Khari Blasingame (15820048),Khari Blasingame,15820048,RB/FLEX,4000,TEN@IND 11/29/2020 01:00PM ET,TEN,1.32
2380132124,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Dalvin Cook (15819822),James Robinson (15819838),Gabriel Davis (15820258),Stefon Diggs (15820056),Mike Williams (15820110),Hayden Hurst (15820370),Nyheim Hines (15819886),Bengals (15820552),,QB,Brett Hundley (15819819),Brett Hundley,15819819,QB,4000,ARI@NE 11/29/2020 01:00PM ET,ARI,0
2380132125,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Dalvin Cook (15819822),Kenyan Drake (15819866),Nelson Agholor (15820116),Denzel Mims (15820174),Calvin Ridley (15820060),Travis Kelce (15820352),Brian Hill (15819990),Bills (15820549),,QB,Brian Hoyer (15819820),Brian Hoyer,15819820,QB,4000,ARI@NE 11/29/2020 01:00PM ET,NE,4
2380132126,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Dalvin Cook (15819822),Brian Hill (15819990),Nelson Agholor (15820116),A.J. Brown (15820064),Henry Ruggs III (15820138),Travis Kelce (15820352),Devin Singletary (15819900),Rams (15820542),,RB,Sony Michel (15819908),Sony Michel,15819908,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,NE,10.2
2380132127,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Baker Mayfield (15819785),Dalvin Cook (15819822),Nyheim Hines (15819886),Rashard Higgins (15820130),Jarvis Landry (15820100),Denzel Mims (15820174),Travis Kelce (15820352),James Robinson (15819838),Rams (15820542),,RB,Jonathan Ward (15820026),Jonathan Ward,15820026,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,ARI,0
2380132128,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Nick Chubb (15819832),Dalvin Cook (15819822),Julio Jones (15820066),Denzel Mims (15820174),Hunter Renfrow (15820152),Darren Waller (15820354),Zack Moss (15819880),Bills (15820549),,RB,Eno Benjamin (15820028),Eno Benjamin,15820028,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,ARI,0
2380132129,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822),Nyheim Hines (15819886),Mike Evans (15820074),Mecole Hardman (15820144),Breshad Perriman (15820142),Travis Kelce (15820352),Devin Singletary (15819900),Jets (15820560),,RB,Rex Burkhead (15820030),Rex Burkhead,15820030,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,NE,10.76
2380132130,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Dalvin Cook (15819822),Kenyan Drake (15819866),A.J. Brown (15820064),Corey Davis (15820118),Michael Pittman Jr. (15820120),Darren Waller (15820354),Devin Singletary (15819900),Bengals (15820552),,RB,J.J. Taylor (15820032),J.J. Taylor,15820032,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,NE,2.8
2380132131,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822),Nyheim Hines (15819886),Antonio Brown (15820086),Tyreek Hill (15820054),Denzel Mims (15820174),Hunter Henry (15820358),Demarcus Robinson (15820160),Vikings (15820556),,RB,Jakob Johnson (15820034),Jakob Johnson,15820034,RB/FLEX,4000,ARI@NE 11/29/2020 01:00PM ET,NE,2.73
2380132132,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Dalvin Cook (15819822),James Robinson (15819838),Antonio Brown (15820086),Tyreek Hill (15820054),Denzel Mims (15820174),Rob Gronkowski (15820362),Brian Hill (15819990),Broncos (15820559),,RB,Devine Ozigbo (15820010),Devine Ozigbo,15820010,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,JAX,1.75
2380132133,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Dalvin Cook (15819822),James Robinson (15819838),Stefon Diggs (15820056),Jalen Guyton (15820188),Denzel Mims (15820174),Darren Waller (15820354),Devin Singletary (15819900),Jets (15820560),,RB,Dare Ogunbowale (15820012),Dare Ogunbowale,15820012,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,JAX,0.3
2380132134,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Mike Davis (15819834),Nyheim Hines (15819886),Cole Beasley (15820090),Stefon Diggs (15820056),Jalen Guyton (15820188),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Rams (15820542),,RB,Nathan Cottrell (15820014),Nathan Cottrell,15820014,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,JAX,0
2380132135,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Mike Davis (15819834),Nyheim Hines (15819886),Chris Godwin (15820078),Mecole Hardman (15820144),Denzel Mims (15820174),Darren Waller (15820354),Travis Kelce (15820352),Saints (15820541),,RB,Ryquell Armstead (15820016),Ryquell Armstead,15820016,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,JAX,0
2380132136,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Wayne Gallman Jr. (15819876),Nyheim Hines (15819886),Nelson Agholor (15820116),Julio Jones (15820066),Calvin Ridley (15820060),Travis Kelce (15820352),Zack Moss (15819880),Dolphins (15820540),,RB,Chris Thompson (15820018),Chris Thompson,15820018,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,JAX,7.1
2380132137,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Dalvin Cook (15819822),James Robinson (15819838),Nelson Agholor (15820116),Hunter Renfrow (15820152),Calvin Ridley (15820060),Rob Gronkowski (15820362),Devin Singletary (15819900),Saints (15820541),,RB,D'Ernest Johnson (15820020),D'Ernest Johnson,15820020,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,CLE,2.14
2380132138,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Mike Davis (15819834),James Robinson (15819838),Julio Jones (15820066),Denzel Mims (15820174),Calvin Ridley (15820060),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Bills (15820549),,RB,Dontrell Hilliard (15820022),Dontrell Hilliard,15820022,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,CLE,2
2380132139,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772),Brian Hill (15819990),James Robinson (15819838),Justin Jefferson (15820070),Denzel Mims (15820174),Curtis Samuel (15820102),Travis Kelce (15820352),Dalvin Cook (15819822),Falcons (15820558),,RB,Johnny Stanton (15820024),Johnny Stanton,15820024,RB/FLEX,4000,CLE@JAX 11/29/2020 01:00PM ET,CLE,0
2380132140,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782),Nick Chubb (15819832),Dalvin Cook (15819822),Tee Higgins (15820128),Sterling Shepard (15820104),Robert Woods (15820084),Evan Engram (15820360),Brian Hill (15819990),Saints (15820541),,QB,James Morgan (15819817),James Morgan,15819817,QB,4000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,0
2380132141,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772),Kenyan Drake (15819866),James Robinson (15819838),Keenan Allen (15820052),Justin Jefferson (15820070),DJ Moore (15820072),Kyle Rudolph (15820396),Nyheim Hines (15819886),Dolphins (15820540),,QB,Mike White (15819818),Mike White,15819818,QB,4000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,0
2380132142,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Dalvin Cook (15819822),Kenyan Drake (15819866),A.J. Brown (15820064),Tyreek Hill (15820054),T.Y. Hilton (15820154),Anthony Firkser (15820408),Brian Hill (15819990),Dolphins (15820540),,RB,Ty Johnson (15819998),Ty Johnson,15819998,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,2.17
2380132143,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Dalvin Cook (15819822),Nyheim Hines (15819886),Keelan Cole Sr. (15820166),Calvin Ridley (15820060),Mike Williams (15820110),Darren Waller (15820354),Brian Hill (15819990),Dolphins (15820540),,RB,Matt Breida (15820000),Matt Breida,15820000,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,3.51
2380132144,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782),Dalvin Cook (15819822),James Robinson (15819838),A.J. Green (15820164),Sterling Shepard (15820104),Darius Slayton (15820114),Darren Waller (15820354),Kenyan Drake (15819866),Rams (15820542),,RB,DeAndre Washington (15820002),DeAndre Washington,15820002,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,0.95
2380132145,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Nyheim Hines (15819886),James Robinson (15819838),Antonio Brown (15820086),Mecole Hardman (15820144),Tyreek Hill (15820054),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Chargers (15820555),,RB,Malcolm Perry (15820004),Malcolm Perry,15820004,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,2.88
2380132146,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tua Tagovailoa (15819776),Dalvin Cook (15819822),Nyheim Hines (15819886),Tyreek Hill (15820054),DeVante Parker (15820080),Breshad Perriman (15820142),Mike Gesicki (15820364),Brian Hill (15819990),Rams (15820542),,RB,Patrick Laird (15820006),Patrick Laird,15820006,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,2.08
2380132147,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kyler Murray (15819763),Wayne Gallman Jr. (15819876),Nyheim Hines (15819886),Damiere Byrd (15820148),DeAndre Hopkins (15820050),Christian Kirk (15820082),Travis Kelce (15820352),Brian Hill (15819990),Giants (15820543),,RB,Chandler Cox (15820008),Chandler Cox,15820008,RB/FLEX,4000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,1.45
2380132148,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Mike Davis (15819834),James Robinson (15819838),Chris Godwin (15820078),Mecole Hardman (15820144),Tyreek Hill (15820054),Hunter Henry (15820358),Brian Hill (15819990),Jaguars (15820561),,QB,Kurt Benkert (15819816),Kurt Benkert,15819816,QB,4000,LV@ATL 11/29/2020 01:00PM ET,ATL,0
2380132149,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Mike Davis (15819834),James Robinson (15819838),Keenan Allen (15820052),A.J. Brown (15820064),Corey Davis (15820118),Trey Burton (15820382),Brian Hill (15819990),Dolphins (15820540),,RB,Devontae Booker (15819982),Devontae Booker,15819982,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,LV,7.39
2380132150,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Mike Evans (15820074),Tyreek Hill (15820054),Demarcus Robinson (15820160),Austin Hooper (15820372),Brian Hill (15819990),Jets (15820560),,RB,Jalen Richard (15819984),Jalen Richard,15819984,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,LV,3.92
2380132151,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Mike Evans (15820074),Chris Godwin (15820078),Mecole Hardman (15820144),Hunter Henry (15820358),Brian Hill (15819990),Saints (15820541),,RB,Theo Riddick (15819986),Theo Riddick,15819986,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,LV,1.3
2380132152,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Dalvin Cook (15819822),Nyheim Hines (15819886),Keenan Allen (15820052),Gabriel Davis (15820258),Denzel Mims (15820174),Travis Kelce (15820352),Devin Singletary (15819900),49ers (15820550),,RB,Alec Ingold (15819988),Alec Ingold,15819988,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,LV,3
2380132153,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Mike Davis (15819834),James Robinson (15819838),Cole Beasley (15820090),Stefon Diggs (15820056),Mike Williams (15820110),Trey Burton (15820382),Brian Hill (15819990),Saints (15820541),,RB,Brian Hill (15819990),Brian Hill,15819990,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,ATL,5.82
2380132154,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822),Kenyan Drake (15819866),Mike Evans (15820074),Denzel Mims (15820174),Demarcus Robinson (15820160),Travis Kelce (15820352),Zack Moss (15819880),Jaguars (15820561),,RB,Qadree Ollison (15819992),Qadree Ollison,15819992,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,ATL,0.3
2380132155,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Taysom Hill (15819770),Nick Chubb (15819832),Dalvin Cook (15819822),Jerry Jeudy (15820106),Denzel Mims (15820174),Michael Thomas (15820058),Jared Cook (15820378),Brian Hill (15819990),Rams (15820542),,RB,Ito Smith (15819994),Ito Smith,15819994,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,ATL,1.99
2380132156,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Dalvin Cook (15819822),Nyheim Hines (15819886),Antonio Brown (15820086),Chris Godwin (15820078),Mecole Hardman (15820144),Darren Waller (15820354),Devin Singletary (15819900),Giants (15820543),,RB,Keith Smith (15819996),Keith Smith,15819996,RB/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,ATL,0.77
2380132157,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kyler Murray (15819763),Dalvin Cook (15819822),Nyheim Hines (15819886),DeAndre Hopkins (15820050),Andy Isabella (15820324),Jakobi Meyers (15820096),Hunter Henry (15820358),Brian Hill (15819990),Bengals (15820552),,WR,Hunter Renfrow (15820152),Hunter Renfrow,15820152,WR/FLEX,4000,LV@ATL 11/29/2020 01:00PM ET,LV,8.66
2380132158,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Dalvin Cook (15819822),Derrick Henry (15819828),Denzel Mims (15820174),Hunter Renfrow (15820152),Calvin Ridley (15820060),Hayden Hurst (15820370),Wayne Gallman Jr. (15819876),Giants (15820543),,RB,Dion Lewis (15819970),Dion Lewis,15819970,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,NYG,4.35
2380132159,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Nick Chubb (15819832),Mike Davis (15819834),Tyreek Hill (15820054),Henry Ruggs III (15820138),Olamide Zaccheaus (15820158),Darren Waller (15820354),Nyheim Hines (15819886),Rams (15820542),,RB,Alfred Morris (15819972),Alfred Morris,15819972,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,NYG,4.77
2380132160,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782),Dalvin Cook (15819822),Derrick Henry (15819828),Tyler Boyd (15820108),Denzel Mims (15820174),Darius Slayton (15820114),Evan Engram (15820360),Kenyan Drake (15819866),Saints (15820541),,RB,Saquon Barkley (15819974),Saquon Barkley,15819974,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,NYG,7.7
2380132161,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Dalvin Cook (15819822),Nyheim Hines (15819886),Hunter Renfrow (15820152),Calvin Ridley (15820060),Olamide Zaccheaus (15820158),Travis Kelce (15820352),Devin Singletary (15819900),Rams (15820542),,RB,Elijhaa Penny (15819976),Elijhaa Penny,15819976,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,NYG,0.52
2380132162,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Dalvin Cook (15819822),Kareem Hunt (15819860),Julio Jones (15820066),Denzel Mims (15820174),Robert Woods (15820084),Darren Waller (15820354),Brian Hill (15819990),Giants (15820543),,RB,Samaje Perine (15819978),Samaje Perine,15819978,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,CIN,3.09
2380132163,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766),Mike Davis (15819834),Nyheim Hines (15819886),Keenan Allen (15820052),Keelan Cole Sr. (15820166),Stefon Diggs (15820056),Hunter Henry (15820358),Brian Hill (15819990),Giants (15820543),,RB,Trayveon Williams (15819980),Trayveon Williams,15819980,RB/FLEX,4000,NYG@CIN 11/29/2020 01:00PM ET,CIN,2.2
2380132164,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Mike Davis (15819834),Kenyan Drake (15819866),Mike Evans (15820074),Mecole Hardman (15820144),Tyreek Hill (15820054),Hayden Hurst (15820370),Nyheim Hines (15819886),Browns (15820544),,QB,Easton Stick (15819814),Easton Stick,15819814,QB,4000,LAC@BUF 11/29/2020 01:00PM ET,LAC,-0.04
2380132165,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Dalvin Cook (15819822),Josh Jacobs (15819830),A.J. Brown (15820064),T.Y. Hilton (15820154),Denzel Mims (15820174),Jonnu Smith (15820368),Nick Chubb (15819832),Broncos (15820559),,QB,Jake Fromm (15819815),Jake Fromm,15819815,QB,4000,LAC@BUF 11/29/2020 01:00PM ET,BUF,0
2380132166,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Nick Chubb (15819832),Mike Davis (15819834),Antonio Brown (15820086),Chris Godwin (15820078),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Giants (15820543),,RB,Joshua Kelley (15819960),Joshua Kelley,15819960,RB/FLEX,4000,LAC@BUF 11/29/2020 01:00PM ET,LAC,7.06
2380132167,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766),Nyheim Hines (15819886),Kareem Hunt (15819860),Keenan Allen (15820052),Cole Beasley (15820090),Mike Williams (15820110),Travis Kelce (15820352),Brian Hill (15819990),Browns (15820544),,RB,Troymaine Pope (15819962),Troymaine Pope,15819962,RB/FLEX,4000,LAC@BUF 11/29/2020 01:00PM ET,LAC,6.23
2380132168,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Philip Rivers (15819771),Dalvin Cook (15819822),James Robinson (15819838),Corey Davis (15820118),T.Y. Hilton (15820154),Michael Pittman Jr. (15820120),Travis Kelce (15820352),Brian Hill (15819990),Giants (15820543),,RB,Gabe Nabers (15819964),Gabe Nabers,15819964,RB/FLEX,4000,LAC@BUF 11/29/2020 01:00PM ET,LAC,2.3
2380132169,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Kenyan Drake (15819866),James Robinson (15819838),Tyreek Hill (15820054),DJ Moore (15820072),Demarcus Robinson (15820160),Rob Gronkowski (15820362),Brian Hill (15819990),Dolphins (15820540),,RB,T.J. Yeldon (15819966),T.J. Yeldon,15819966,RB/FLEX,4000,LAC@BUF 11/29/2020 01:00PM ET,BUF,5.4
2380132170,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Baker Mayfield (15819785),Dalvin Cook (15819822),Brian Hill (15819990),Keelan Cole Sr. (15820166),Jarvis Landry (15820100),Robert Woods (15820084),Travis Kelce (15820352),Kareem Hunt (15819860),Saints (15820541),,RB,Taiwan Jones (15819968),Taiwan Jones,15819968,RB/FLEX,4000,LAC@BUF 11/29/2020 01:00PM ET,BUF,0
2380132171,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Dalvin Cook (15819822),Kenyan Drake (15819866),Chris Godwin (15820078),Julio Jones (15820066),Hunter Renfrow (15820152),Hayden Hurst (15820370),Nyheim Hines (15819886),Dolphins (15820540),,RB,Rodney Smith (15819946),Rodney Smith,15819946,RB/FLEX,4000,CAR@MIN 11/29/2020 01:00PM ET,CAR,2.7
2380132172,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Mike Davis (15819834),Kenyan Drake (15819866),Gabriel Davis (15820258),Stefon Diggs (15820056),Robert Woods (15820084),Hunter Henry (15820358),Nyheim Hines (15819886),Dolphins (15820540),,RB,Trenton Cannon (15819948),Trenton Cannon,15819948,RB/FLEX,4000,CAR@MIN 11/29/2020 01:00PM ET,CAR,0.76
2380132173,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Keelan Cole Sr. (15820166),Stefon Diggs (15820056),KJ Hamler (15820170),Hunter Henry (15820358),Devin Singletary (15819900),Dolphins (15820540),,RB,Reggie Bonnafon (15819950),Reggie Bonnafon,15819950,RB/FLEX,4000,CAR@MIN 11/29/2020 01:00PM ET,CAR,8.35
2380132174,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Mike Davis (15819834),James Robinson (15819838),Antonio Brown (15820086),Demarcus Robinson (15820160),Robert Woods (15820084),Travis Kelce (15820352),Brian Hill (15819990),Bengals (15820552),,RB,Alex Armah (15819952),Alex Armah,15819952,RB/FLEX,4000,CAR@MIN 11/29/2020 01:00PM ET,CAR,0.5
