Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2335062774,NFL Wrangler Let the Games Begin,94993622,$0,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,1. Column A lists all of your contest entries for this draftgroup
2335088237,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,2. Your current lineup is listed next to each entry (blank for reservations)
2335088325,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2335088326,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2335088327,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,5. For faster processing only include entries you are changing in the file you upload
2335088328,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,
2335088329,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2335062793,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Brett Rypien (15713470),Brett Rypien,15713470,QB,4000,DEN@ATL 11/08/2020 01:00PM ET,DEN,7.65
2335062794,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Jeff Driskel (15713480),Jeff Driskel,15713480,QB,4000,DEN@ATL 11/08/2020 01:00PM ET,DEN,10.69
2335062795,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Royce Freeman (15713653),Royce Freeman,15713653,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,DEN,3.27
2335062796,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,LeVante Bellamy (15713655),LeVante Bellamy,15713655,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,DEN,0
2335062797,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Brian Hill (15713657),Brian Hill,15713657,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,ATL,6.75
2335062798,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Ito Smith (15713659),Ito Smith,15713659,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,ATL,2.2
2335062799,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Qadree Ollison (15713661),Qadree Ollison,15713661,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,ATL,0.3
2335062800,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Keith Smith (15713663),Keith Smith,15713663,RB/FLEX,4000,DEN@ATL 11/08/2020 01:00PM ET,ATL,0.77
2335062801,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Brett Hundley (15713479),Brett Hundley,15713479,QB,4000,MIA@ARI 11/08/2020 04:25PM ET,ARI,0
2335062802,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Eno Benjamin (15713637),Eno Benjamin,15713637,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,ARI,0
2335062803,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Jonathan Ward (15713639),Jonathan Ward,15713639,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,ARI,0
2335062804,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Matt Breida (15713641),Matt Breida,15713641,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,3.96
2335062805,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Patrick Laird (15713643),Patrick Laird,15713643,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,2.05
2335062806,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Jordan Howard (15713645),Jordan Howard,15713645,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,5.02
2335062807,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Malcolm Perry (15713647),Malcolm Perry,15713647,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,1.5
2335062808,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Salvon Ahmed (15713649),Salvon Ahmed,15713649,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,0
2335062809,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Chandler Cox (15713651),Chandler Cox,15713651,RB/FLEX,4000,MIA@ARI 11/08/2020 04:25PM ET,MIA,1.45
2335062810,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Trace McSorley (15713477),Trace McSorley,15713477,QB,4000,BAL@IND 11/08/2020 01:00PM ET,BAL,0
2335062811,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Jacob Eason (15713478),Jacob Eason,15713478,QB,4000,BAL@IND 11/08/2020 01:00PM ET,IND,0
2335062812,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Justice Hill (15713631),Justice Hill,15713631,RB/FLEX,4000,BAL@IND 11/08/2020 01:00PM ET,BAL,0
2335062813,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Patrick Ricard (15713633),Patrick Ricard,15713633,RB/FLEX,4000,BAL@IND 11/08/2020 01:00PM ET,BAL,1.92
2335062814,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Marlon Mack (15713635),Marlon Mack,15713635,RB/FLEX,4000,BAL@IND 11/08/2020 01:00PM ET,IND,8.6
2335062815,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Chris Thompson (15713611),Chris Thompson,15713611,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,6.96
2335062816,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Devine Ozigbo (15713613),Devine Ozigbo,15713613,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,0
2335062817,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Dare Ogunbowale (15713615),Dare Ogunbowale,15713615,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,0
2335062818,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Ryquell Armstead (15713617),Ryquell Armstead,15713617,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,0
2335062819,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Bruce Miller (15713619),Bruce Miller,15713619,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,0.3
2335062820,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Duke Johnson (15713621),Duke Johnson,15713621,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,HOU,4.62
2335062821,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Buddy Howell (15713623),Buddy Howell,15713623,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,HOU,0
2335062822,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Scottie Phillips (15713625),Scottie Phillips,15713625,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,HOU,0
2335062823,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,C.J. Prosise (15713627),C.J. Prosise,15713627,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,HOU,0.1
2335062824,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Cullen Gillaspia (15713629),Cullen Gillaspia,15713629,RB/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,HOU,0.8
2335062825,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Keelan Cole (15713793),Keelan Cole,15713793,WR/FLEX,4000,HOU@JAX 11/08/2020 01:00PM ET,JAX,12.37
2335062826,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Sean Mannion (15713471),Sean Mannion,15713471,QB,4000,DET@MIN 11/08/2020 01:00PM ET,MIN,0
2335062827,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Chase Daniel (15713473),Chase Daniel,15713473,QB,4000,DET@MIN 11/08/2020 01:00PM ET,DET,0
2335062828,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,David Blough (15713476),David Blough,15713476,QB,4000,DET@MIN 11/08/2020 01:00PM ET,DET,0
2335062829,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Alexander Mattison (15713559),Alexander Mattison,15713559,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,MIN,7.06
2335062830,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Mike Boone (15713599),Mike Boone,15713599,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,MIN,0.57
2335062831,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Ameer Abdullah (15713601),Ameer Abdullah,15713601,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,MIN,0.45
2335062832,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,C.J. Ham (15713603),C.J. Ham,15713603,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,MIN,0.58
2335062833,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Adrian Peterson (15713605),Adrian Peterson,15713605,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,DET,8.09
2335062834,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Kerryon Johnson (15713607),Kerryon Johnson,15713607,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,DET,4.88
2335062835,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Jason Cabinda (15713609),Jason Cabinda,15713609,RB/FLEX,4000,DET@MIN 11/08/2020 01:00PM ET,DET,0.47
2335062836,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Peyton Barber (15713591),Peyton Barber,15713591,RB/FLEX,4000,NYG@WAS 11/08/2020 01:00PM ET,WAS,3.58
2335062837,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Bryce Love (15713593),Bryce Love,15713593,RB/FLEX,4000,NYG@WAS 11/08/2020 01:00PM ET,WAS,0
2335062838,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Saquon Barkley (15713595),Saquon Barkley,15713595,RB/FLEX,4000,NYG@WAS 11/08/2020 01:00PM ET,NYG,7.7
2335062839,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Elijhaa Penny (15713597),Elijhaa Penny,15713597,RB/FLEX,4000,NYG@WAS 11/08/2020 01:00PM ET,NYG,0.8
2335062840,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Jeremy McNichols (15713575),Jeremy McNichols,15713575,RB/FLEX,4000,CHI@TEN 11/08/2020 01:00PM ET,TEN,2.8
2335062841,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,D'Onta Foreman (15713577),D'Onta Foreman,15713577,RB/FLEX,4000,CHI@TEN 11/08/2020 01:00PM ET,TEN,3.7
2335062842,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Darrynton Evans (15713579),Darrynton Evans,15713579,RB/FLEX,4000,CHI@TEN 11/08/2020 01:00PM ET,TEN,1.05
2335062843,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Senorise Perry (15713581),Senorise Perry,15713581,RB/FLEX,4000,CHI@TEN 11/08/2020 01:00PM ET,TEN,0.45
2335062844,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Khari Blasingame (15713583),Khari Blasingame,15713583,RB/FLEX,4000,CHI@TEN 11/08/2020 01:00PM ET,TEN,1
2335062845,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Ryan Nall (15713585),Ryan Nall,15713585,RB/FLEX,4000,CHI@TEN 11/08/2020 01:00PM ET,CHI,0.6
2335062846,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Artavis Pierce (15713587),Artavis Pierce,15713587,RB/FLEX,4000,CHI@TEN 11/08/2020 01:00PM ET,CHI,0
2335062847,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Tarik Cohen (15713589),Tarik Cohen,15713589,RB/FLEX,4000,CHI@TEN 11/08/2020 01:00PM ET,CHI,5.83
2335062848,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Anthony Miller (15713795),Anthony Miller,15713795,WR/FLEX,4000,CHI@TEN 11/08/2020 01:00PM ET,CHI,8.26
2335062849,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Josh Dobbs (15713474),Josh Dobbs,15713474,QB,4000,PIT@DAL 11/08/2020 04:25PM ET,PIT,0
2335062850,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,QB,Dak Prescott (15713475),Dak Prescott,15713475,QB,4000,PIT@DAL 11/08/2020 04:25PM ET,DAL,30.33
2335062851,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Benny Snell Jr. (15713561),Benny Snell Jr.,15713561,RB/FLEX,4000,PIT@DAL 11/08/2020 04:25PM ET,PIT,5.45
