Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2440113400,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,1. Column A lists all of your contest entries for this draftgroup
2440113401,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,2. Your current lineup is listed next to each entry (blank for reservations)
2440113402,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2440113403,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2440113404,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,5. For faster processing only include entries you are changing in the file you upload
2440113405,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,
2440113406,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2440121584,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Patrick Ricard (16006288),Patrick Ricard,16006288,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,BAL,2.04
2440121585,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Dion Lewis (16006290),Dion Lewis,16006290,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,4.07
2440121586,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Alfred Morris (16006292),Alfred Morris,16006292,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,5.31
2440121587,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Saquon Barkley (16006294),Saquon Barkley,16006294,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,7.7
2440121588,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Elijhaa Penny (16006296),Elijhaa Penny,16006296,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,0.61
2440121589,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,DST,Ravens  (16006812),Ravens ,16006812,DST,4000,NYG@BAL 12/27/2020 01:00PM ET,BAL,8.57
2440121590,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Joe Burrow (16006145),Joe Burrow,16006145,QB,4000,CIN@HOU 12/27/2020 01:00PM ET,CIN,19.77
2440121591,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Josh McCown (16006146),Josh McCown,16006146,QB,4000,CIN@HOU 12/27/2020 01:00PM ET,HOU,0
2440121592,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Samaje Perine (16006236),Samaje Perine,16006236,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,CIN,2.82
2440121593,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Trayveon Williams (16006276),Trayveon Williams,16006276,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,CIN,3.35
2440121594,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Buddy Howell (16006278),Buddy Howell,16006278,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,HOU,1.54
2440121595,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,C.J. Prosise (16006280),C.J. Prosise,16006280,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,HOU,2.74
2440121596,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Scottie Phillips (16006282),Scottie Phillips,16006282,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,HOU,2.6
2440121597,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Dontrell Hilliard (16006284),Dontrell Hilliard,16006284,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,HOU,2
2440121598,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Dare Ogunbowale (16006260),Dare Ogunbowale,16006260,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,JAX,0.99
2440121599,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Devine Ozigbo (16006262),Devine Ozigbo,16006262,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,JAX,2.38
2440121600,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Nathan Cottrell (16006264),Nathan Cottrell,16006264,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,JAX,0
2440121601,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Ryquell Armstead (16006266),Ryquell Armstead,16006266,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,JAX,0
2440121602,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Chris Thompson (16006268),Chris Thompson,16006268,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,JAX,7.1
2440121603,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Ryan Nall (16006270),Ryan Nall,16006270,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,CHI,2.59
2440121604,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Artavis Pierce (16006272),Artavis Pierce,16006272,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,CHI,0.45
2440121605,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Tarik Cohen (16006274),Tarik Cohen,16006274,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,CHI,5.83
2440121606,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Darnell Mooney (16006426),Darnell Mooney,16006426,WR/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,CHI,8.84
2440121607,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Rashaad Penny (16006246),Rashaad Penny,16006246,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,SEA,0.6
2440121608,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,DeeJay Dallas (16006248),DeeJay Dallas,16006248,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,SEA,6.32
2440121609,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Travis Homer (16006250),Travis Homer,16006250,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,SEA,3.64
2440121610,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Nick Bellore (16006252),Nick Bellore,16006252,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,SEA,0.34
2440121611,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Malcolm Brown (16006254),Malcolm Brown,16006254,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,LAR,7.34
2440121612,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Xavier Jones (16006256),Xavier Jones,16006256,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,LAR,0
2440121613,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Raymond Calais (16006258),Raymond Calais,16006258,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,LAR,0
2440121614,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,TE,Tyler Higbee (16006648),Tyler Higbee,16006648,TE/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,LAR,8.82
2440121615,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Nate Sudfeld (16006143),Nate Sudfeld,16006143,QB,4000,PHI@DAL 12/27/2020 04:25PM ET,PHI,0
2440121616,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Dak Prescott (16006144),Dak Prescott,16006144,QB,4000,PHI@DAL 12/27/2020 04:25PM ET,DAL,30.33
2440121617,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Corey Clement (16006238),Corey Clement,16006238,RB/FLEX,4000,PHI@DAL 12/27/2020 04:25PM ET,PHI,2.13
2440121618,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Jason Huntley (16006240),Jason Huntley,16006240,RB/FLEX,4000,PHI@DAL 12/27/2020 04:25PM ET,PHI,0.47
2440121619,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Rico Dowdle (16006242),Rico Dowdle,16006242,RB/FLEX,4000,PHI@DAL 12/27/2020 04:25PM ET,DAL,0.6
2440121620,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Sewo Olonilua (16006244),Sewo Olonilua,16006244,RB/FLEX,4000,PHI@DAL 12/27/2020 04:25PM ET,DAL,0
2440121621,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Greg Ward (16006430),Greg Ward,16006430,WR/FLEX,4000,PHI@DAL 12/27/2020 04:25PM ET,PHI,9.01
2440121622,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Demarcus Robinson (16006432),Demarcus Robinson,16006432,WR/FLEX,3900,ATL@KC 12/27/2020 01:00PM ET,KC,6.61
2440121623,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Willie Snead IV (16006434),Willie Snead IV,16006434,WR/FLEX,3900,NYG@BAL 12/27/2020 01:00PM ET,BAL,7.73
2440121624,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,TE,Evan Engram (16006650),Evan Engram,16006650,TE/FLEX,3900,NYG@BAL 12/27/2020 01:00PM ET,NYG,9.09
2440121625,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Zach Pascal (16006440),Zach Pascal,16006440,WR/FLEX,3800,IND@PIT 12/27/2020 01:00PM ET,IND,8.24
2440121626,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Breshad Perriman (16006438),Breshad Perriman,16006438,WR/FLEX,3800,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,9.01
2440121627,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Darius Slayton (16006436),Darius Slayton,16006436,WR/FLEX,3800,NYG@BAL 12/27/2020 01:00PM ET,NYG,9.94
2440121628,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Jerry Jeudy (16006446),Jerry Jeudy,16006446,WR/FLEX,3700,DEN@LAC 12/27/2020 04:05PM ET,DEN,8.68
2440121629,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Donovan Peoples-Jones (16006444),Donovan Peoples-Jones,16006444,WR/FLEX,3700,CLE@NYJ 12/27/2020 01:00PM ET,CLE,5.12
2440121630,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,DST,Browns  (16006813),Browns ,16006813,DST,3700,CLE@NYJ 12/27/2020 01:00PM ET,CLE,6.14
2440121631,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Laviska Shenault Jr. (16006442),Laviska Shenault Jr.,16006442,WR/FLEX,3700,CHI@JAX 12/27/2020 01:00PM ET,JAX,9.72
2440121632,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,James Washington (16006448),James Washington,16006448,WR/FLEX,3600,IND@PIT 12/27/2020 01:00PM ET,PIT,6.8
2440121633,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Denzel Mims (16006450),Denzel Mims,16006450,WR/FLEX,3600,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,8.31
2440121634,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,DST,Bears  (16006814),Bears ,16006814,DST,3600,CHI@JAX 12/27/2020 01:00PM ET,CHI,6.21
2440121635,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,TE,Dallas Goedert (16006652),Dallas Goedert,16006652,TE/FLEX,3600,PHI@DAL 12/27/2020 04:25PM ET,PHI,11.26
2440121636,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,DST,Steelers  (16006815),Steelers ,16006815,DST,3500,IND@PIT 12/27/2020 01:00PM ET,PIT,9.64
2440121637,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,TE,Austin Hooper (16006654),Austin Hooper,16006654,TE/FLEX,3500,CLE@NYJ 12/27/2020 01:00PM ET,CLE,7.79
2440121638,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Keelan Cole Sr. (16006454),Keelan Cole Sr.,16006454,WR/FLEX,3500,CHI@JAX 12/27/2020 01:00PM ET,JAX,10.54
2440121639,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Travis Fulgham (16006452),Travis Fulgham,16006452,WR/FLEX,3500,PHI@DAL 12/27/2020 04:25PM ET,PHI,11.17
2440121640,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,TE,Hayden Hurst (16006656),Hayden Hurst,16006656,TE/FLEX,3400,ATL@KC 12/27/2020 01:00PM ET,ATL,8.61
2440121641,NFL $100K mini-MAX [150 Entry Max],99145411,$0.50,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,DST,Chiefs  (16006816),Chiefs ,16006816,DST,3400,ATL@KC 12/27/2020 01:00PM ET,KC,7.29
