Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2305175804,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Kenny Golladay (15642468) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Calvin Ridley (15642456) (LOCKED),Harrison Bryant (15642888) (LOCKED),Jamaal Williams (15642378) (LOCKED),Broncos (15642949),,1. Column A lists all of your contest entries for this draftgroup
2305184641,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Chase Claypool (15642488) (LOCKED),Terry McLaurin (15642486) (LOCKED),Jonnu Smith (15642760) (LOCKED),Jamaal Williams (15642378) (LOCKED),49ers (15642945),,2. Your current lineup is listed next to each entry (blank for reservations)
2305185132,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Corey Davis (15642516) (LOCKED),Mike Williams (15642520),Eric Ebron (15642774) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2305185234,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Kenny Golladay (15642468) (LOCKED),Julio Jones (15642460) (LOCKED),Terry McLaurin (15642486) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Kenyan Drake (15642298),Jaguars (15642954),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2305185235,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Kenny Golladay (15642468) (LOCKED),Mike Williams (15642520),Hayden Hurst (15642766) (LOCKED),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2305185236,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Tom Brady (15667777),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Chris Godwin (15667801),Terry McLaurin (15642486) (LOCKED),Henry Ruggs III (15667805),Rob Gronkowski (15667835),Jamaal Williams (15642378) (LOCKED),Cardinals (15642958),,
2305185237,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Diontae Johnson (15642546) (LOCKED),Julio Jones (15642460) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Jamaal Williams (15642378) (LOCKED),Patriots (15642942),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2305185369,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Justin Herbert (15642190),Mike Davis (15642256) (LOCKED),Derrick Henry (15642248) (LOCKED),Keenan Allen (15642478),Keelan Cole (15642518),Kenny Golladay (15642468) (LOCKED),Hunter Henry (15642764),Giovani Bernard (15642308) (LOCKED),Broncos (15642949),,QB,Jameis Winston (15642216) (LOCKED),Jameis Winston,15642216,QB,4400,In Progress,NO,0
2305185370,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Andy Dalton (15642194) (LOCKED),Mike Davis (15642256) (LOCKED),Derrick Henry (15642248) (LOCKED),Michael Gallup (15642530) (LOCKED),CeeDee Lamb (15642472) (LOCKED),Terry McLaurin (15642486) (LOCKED),Travis Kelce (15642754),Giovani Bernard (15642308) (LOCKED),Lions (15642959) (LOCKED),,WR,Marvin Jones Jr. (15642538) (LOCKED),Marvin Jones Jr.,15642538,WR/FLEX,4400,In Progress,DET,6.92
2305185371,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Gardner Minshew II (15642195),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Keelan Cole (15642518),Terry McLaurin (15642486) (LOCKED),Laviska Shenault Jr. (15642534),Hunter Henry (15642764),Mike Davis (15642256) (LOCKED),Buccaneers (15667853),,WR,Russell Gage (15642540) (LOCKED),Russell Gage,15642540,WR/FLEX,4400,In Progress,ATL,10.45
2305185372,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Tom Brady (15667777),Ezekiel Elliott (15642246) (LOCKED),Derrick Henry (15642248) (LOCKED),Chris Godwin (15667801),Scotty Miller (15667811),Henry Ruggs III (15667805),Travis Kelce (15642754),Giovani Bernard (15642308) (LOCKED),Falcons (15642957) (LOCKED),,TE,Hayden Hurst (15642766) (LOCKED),Hayden Hurst,15642766,TE/FLEX,4400,In Progress,ATL,9.95
2305185373,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Deshaun Watson (15642186) (LOCKED),Mike Davis (15642256) (LOCKED),Kareem Hunt (15642252) (LOCKED),Brandin Cooks (15642500) (LOCKED),Will Fuller V (15642466) (LOCKED),Breshad Perriman (15642566) (LOCKED),Robert Tonyan (15642762) (LOCKED),Chris Carson (15642260),Cowboys (15642948) (LOCKED),,RB,Le'Veon Bell (15656866),Le'Veon Bell,15656866,RB/FLEX,4400,KC@DEN 10/25/2020 04:25PM ET,KC,7.15
2305185374,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Drew Brees (15642193) (LOCKED),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Terry McLaurin (15642486) (LOCKED),DJ Moore (15642490) (LOCKED),Tre'Quan Smith (15642556) (LOCKED),Jared Cook (15642768) (LOCKED),Todd Gurley II (15642270) (LOCKED),Patriots (15642942),,TE,Jared Cook (15642768) (LOCKED),Jared Cook,15642768,TE/FLEX,4300,In Progress,NO,9.9
2305185375,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Tom Brady (15667777),Mike Davis (15642256) (LOCKED),Derrick Henry (15642248) (LOCKED),Chris Godwin (15667801),A.J. Green (15642542) (LOCKED),Hunter Renfrow (15667807),Rob Gronkowski (15667835),Chris Carson (15642260),Chargers (15642944),,RB,Frank Gore (15642310) (LOCKED),Frank Gore,15642310,RB/FLEX,4300,In Progress,NYJ,5.75
2305185376,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Baker Mayfield (15642197) (LOCKED),Giovani Bernard (15642308) (LOCKED),Derrick Henry (15642248) (LOCKED),Davante Adams (15642452) (LOCKED),Odell Beckham Jr. (15642480) (LOCKED),Terry McLaurin (15642486) (LOCKED),Harrison Bryant (15642888) (LOCKED),James Robinson (15642264),Patriots (15642942),,WR,A.J. Green (15642542) (LOCKED),A.J. Green,15642542,WR/FLEX,4300,In Progress,CIN,7.25
2305185377,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Derek Carr (15667778),Ezekiel Elliott (15642246) (LOCKED),Derrick Henry (15642248) (LOCKED),Chris Godwin (15667801),Hunter Renfrow (15667807),Mike Williams (15642520),Darren Waller (15667833),Giovani Bernard (15642308) (LOCKED),Chargers (15642944),,WR,Randall Cobb (15642544) (LOCKED),Randall Cobb,15642544,WR/FLEX,4300,In Progress,HOU,10.28
2305185378,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Mike Davis (15642256) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Chase Claypool (15642488) (LOCKED),Corey Davis (15642516) (LOCKED),Adam Humphries (15642526) (LOCKED),Travis Kelce (15642754),Giovani Bernard (15642308) (LOCKED),Chargers (15642944),,DST,Chiefs  (15642941),Chiefs ,15642941,DST,4300,KC@DEN 10/25/2020 04:25PM ET,KC,6.83
2305185379,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Baker Mayfield (15642197) (LOCKED),Mike Davis (15642256) (LOCKED),Derrick Henry (15642248) (LOCKED),A.J. Green (15642542) (LOCKED),Jarvis Landry (15642524) (LOCKED),Terry McLaurin (15642486) (LOCKED),Travis Kelce (15642754),Kareem Hunt (15642252) (LOCKED),Titans (15642955) (LOCKED),,QB,Marcus Mariota (15667779),Marcus Mariota,15667779,QB,4300,TB@LV 10/25/2020 04:05PM ET,LV,0
2305185380,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matt Ryan (15642187) (LOCKED),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Russell Gage (15642540) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Calvin Ridley (15642456) (LOCKED),Hunter Henry (15642764),Chris Carson (15642260),Jets (15642961) (LOCKED),,RB,JaMycal Hasty (15642316),JaMycal Hasty,15642316,RB/FLEX,4200,SF@NE 10/25/2020 04:25PM ET,SF,2.17
2305167831,NFL $1K DK World Cup Shadow Free Contest [See Details!],94728722,$0,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Kenny Golladay (15642468) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Calvin Ridley (15642456) (LOCKED),Harrison Bryant (15642888) (LOCKED),Jamaal Williams (15642378) (LOCKED),Broncos (15642949),,RB,La'Mical Perine (15642312) (LOCKED),La'Mical Perine,15642312,RB/FLEX,4200,In Progress,NYJ,2.62
2305160922,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Chase Claypool (15642488) (LOCKED),Terry McLaurin (15642486) (LOCKED),Jonnu Smith (15642760) (LOCKED),Jamaal Williams (15642378) (LOCKED),49ers (15642945),,RB,Zack Moss (15642314) (LOCKED),Zack Moss,15642314,RB/FLEX,4200,In Progress,BUF,5.47
2305160923,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Corey Davis (15642516) (LOCKED),Mike Williams (15642520),Eric Ebron (15642774) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,QB,Chase Daniel (15642218) (LOCKED),Chase Daniel,15642218,QB,4200,In Progress,DET,0
2305160924,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Kenny Golladay (15642468) (LOCKED),Julio Jones (15642460) (LOCKED),Terry McLaurin (15642486) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Kenyan Drake (15642298),Jaguars (15642954),,QB,Tim Boyle (15642217) (LOCKED),Tim Boyle,15642217,QB,4200,In Progress,GB,-0.1
2305160925,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Kenny Golladay (15642468) (LOCKED),Mike Williams (15642520),Hayden Hurst (15642766) (LOCKED),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,WR,Larry Fitzgerald (15642548),Larry Fitzgerald,15642548,WR/FLEX,4200,SEA@ARI 10/25/2020 08:20PM ET,ARI,5.92
2305160926,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Chris Godwin (15667801),Terry McLaurin (15642486) (LOCKED),Henry Ruggs III (15667805),Rob Gronkowski (15667835),Jamaal Williams (15642378) (LOCKED),Cardinals (15642958),,WR,Hunter Renfrow (15667807),Hunter Renfrow,15667807,WR/FLEX,4200,TB@LV 10/25/2020 04:05PM ET,LV,9.42
2305160927,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Diontae Johnson (15642546) (LOCKED),Julio Jones (15642460) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Jamaal Williams (15642378) (LOCKED),Patriots (15642942),,WR,Diontae Johnson (15642546) (LOCKED),Diontae Johnson,15642546,WR/FLEX,4200,In Progress,PIT,8.9
2305160928,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Mike Davis (15642256) (LOCKED),Jamaal Williams (15642378) (LOCKED),Braxton Berrios (15642586) (LOCKED),Kenny Golladay (15642468) (LOCKED),Calvin Ridley (15642456) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Chris Carson (15642260),Chiefs (15642941),,WR,Brandon Aiyuk (15642554),Brandon Aiyuk,15642554,WR/FLEX,4100,SF@NE 10/25/2020 04:25PM ET,SF,11.08
2305160929,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),Mike Evans (15667803),Chris Godwin (15667801),Diontae Johnson (15642546) (LOCKED),Darren Waller (15667833),Jamaal Williams (15642378) (LOCKED),WAS Football Team (15642951) (LOCKED),,QB,Taysom Hill (15642225) (LOCKED),Taysom Hill,15642225,QB,4100,In Progress,NO,3.28
2305160930,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Andy Dalton (15642194) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Amari Cooper (15642464) (LOCKED),Michael Gallup (15642530) (LOCKED),Terry McLaurin (15642486) (LOCKED),Harrison Bryant (15642888) (LOCKED),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,QB,Case Keenum (15642224) (LOCKED),Case Keenum,15642224,QB,4100,In Progress,CLE,1.84
2305160931,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Alvin Kamara (15642244) (LOCKED),Jamaal Williams (15642378) (LOCKED),Kenny Golladay (15642468) (LOCKED),Diontae Johnson (15642546) (LOCKED),Calvin Ridley (15642456) (LOCKED),Hayden Hurst (15642766) (LOCKED),James Robinson (15642264),Jaguars (15642954),,WR,Marquez Valdes-Scantling (15642552) (LOCKED),Marquez Valdes-Scantling,15642552,WR/FLEX,4100,In Progress,GB,9.04
2305160932,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Baker Mayfield (15642197) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Odell Beckham Jr. (15642480) (LOCKED),Tee Higgins (15642498) (LOCKED),Jarvis Landry (15642524) (LOCKED),Travis Kelce (15642754),Jamaal Williams (15642378) (LOCKED),Seahawks (15642953),,TE,Darren Fells (15642770) (LOCKED),Darren Fells,15642770,TE/FLEX,4100,In Progress,HOU,8.75
2305160933,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Kenny Golladay (15642468) (LOCKED),Julio Jones (15642460) (LOCKED),Calvin Ridley (15642456) (LOCKED),Harrison Bryant (15642888) (LOCKED),Justin Jackson (15642296),49ers (15642945),,QB,Ben DiNucci (15642223) (LOCKED),Ben DiNucci,15642223,QB,4100,In Progress,DAL,0
2305160934,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Nelson Agholor (15667809),Mike Evans (15667803),Kenny Golladay (15642468) (LOCKED),Rob Gronkowski (15667835),Jamaal Williams (15642378) (LOCKED),Chargers (15642944),,QB,Geno Smith (15642222),Geno Smith,15642222,QB,4100,SEA@ARI 10/25/2020 08:20PM ET,SEA,0
2305160935,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Derek Carr (15667778),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Mike Evans (15667803),Terry McLaurin (15642486) (LOCKED),Hunter Renfrow (15667807),Darren Waller (15667833),Jamaal Williams (15642378) (LOCKED),Bengals (15642952) (LOCKED),,QB,Blaine Gabbert (15667780),Blaine Gabbert,15667780,QB,4100,TB@LV 10/25/2020 04:05PM ET,TB,0.2
2305160936,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Baker Mayfield (15642197) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Odell Beckham Jr. (15642480) (LOCKED),A.J. Green (15642542) (LOCKED),Julio Jones (15642460) (LOCKED),Harrison Bryant (15642888) (LOCKED),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,QB,Nathan Peterman (15667781),Nathan Peterman,15667781,QB,4100,TB@LV 10/25/2020 04:05PM ET,LV,0
2305160937,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Jimmy Garoppolo (15642199),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Brandon Aiyuk (15642554),Julian Edelman (15642510),Terry McLaurin (15642486) (LOCKED),George Kittle (15642752),Jamaal Williams (15642378) (LOCKED),Buccaneers (15667853),,QB,Tyrod Taylor (15642221),Tyrod Taylor,15642221,QB,4100,JAX@LAC 10/25/2020 04:25PM ET,LAC,9.02
2305160938,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Corey Davis (15642516) (LOCKED),Tyreek Hill (15642474),JuJu Smith-Schuster (15642492) (LOCKED),Jonnu Smith (15642760) (LOCKED),Jamaal Williams (15642378) (LOCKED),Patriots (15642942),,QB,Mason Rudolph (15642219) (LOCKED),Mason Rudolph,15642219,QB,4100,In Progress,PIT,-0.06
2305160939,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Alvin Kamara (15642244) (LOCKED),Jamaal Williams (15642378) (LOCKED),A.J. Brown (15642476) (LOCKED),Russell Gage (15642540) (LOCKED),Kenny Golladay (15642468) (LOCKED),T.J. Hockenson (15642756) (LOCKED),James Robinson (15642264),Cowboys (15642948) (LOCKED),,QB,Logan Woodside (15642220) (LOCKED),Logan Woodside,15642220,QB,4100,In Progress,TEN,0
2305160940,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Mike Davis (15642256) (LOCKED),Jamaal Williams (15642378) (LOCKED),Kenny Golladay (15642468) (LOCKED),Julio Jones (15642460) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Travis Kelce (15642754),Justin Jackson (15642296),Steelers (15642943) (LOCKED),,WR,James Washington (15642550) (LOCKED),James Washington,15642550,WR/FLEX,4100,In Progress,PIT,9.5
2305160941,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Alvin Kamara (15642244) (LOCKED),Jamaal Williams (15642378) (LOCKED),A.J. Brown (15642476) (LOCKED),Diontae Johnson (15642546) (LOCKED),Calvin Ridley (15642456) (LOCKED),Harrison Bryant (15642888) (LOCKED),Derrick Henry (15642248) (LOCKED),Patriots (15642942),,QB,Nick Mullens (15642241),Nick Mullens,15642241,QB,4000,SF@NE 10/25/2020 04:25PM ET,SF,10.45
2305160942,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Julio Jones (15642460) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Terry McLaurin (15642486) (LOCKED),Hayden Hurst (15642766) (LOCKED),Chris Carson (15642260),Buccaneers (15667853),,RB,Jeff Wilson Jr. (15642436),Jeff Wilson Jr.,15642436,RB/FLEX,4000,SF@NE 10/25/2020 04:25PM ET,SF,5.56
2305160943,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Derek Carr (15667778),Alvin Kamara (15642244) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chris Godwin (15667801),Henry Ruggs III (15667805),Mike Williams (15642520),Darren Waller (15667833),Chris Carson (15642260),Chiefs (15642941),,RB,Tevin Coleman (15642438),Tevin Coleman,15642438,RB/FLEX,4000,SF@NE 10/25/2020 04:25PM ET,SF,4.7
2305160944,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Kareem Hunt (15642252) (LOCKED),Jamaal Williams (15642378) (LOCKED),A.J. Brown (15642476) (LOCKED),Diontae Johnson (15642546) (LOCKED),Julio Jones (15642460) (LOCKED),Jonnu Smith (15642760) (LOCKED),Chris Carson (15642260),Chiefs (15642941),,RB,Kyle Juszczyk (15642440),Kyle Juszczyk,15642440,RB/FLEX,4000,SF@NE 10/25/2020 04:25PM ET,SF,3.55
2305160945,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Russell Gage (15642540) (LOCKED),Calvin Ridley (15642456) (LOCKED),Mike Williams (15642520),T.J. Hockenson (15642756) (LOCKED),Jamaal Williams (15642378) (LOCKED),Raiders (15667854),,RB,Rex Burkhead (15642442),Rex Burkhead,15642442,RB/FLEX,4000,SF@NE 10/25/2020 04:25PM ET,NE,10.86
2305160946,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Justin Herbert (15642190),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Keelan Cole (15642518),Chris Godwin (15667801),Mike Williams (15642520),Hunter Henry (15642764),Jamaal Williams (15642378) (LOCKED),Patriots (15642942),,RB,J.J. Taylor (15642444),J.J. Taylor,15642444,RB/FLEX,4000,SF@NE 10/25/2020 04:25PM ET,NE,2.8
2305160947,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Kenny Golladay (15642468) (LOCKED),Julio Jones (15642460) (LOCKED),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),Cowboys (15642948) (LOCKED),,RB,Sony Michel (15642446),Sony Michel,15642446,RB/FLEX,4000,SF@NE 10/25/2020 04:25PM ET,NE,10.2
2305160948,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),James Conner (15642254) (LOCKED),Kareem Hunt (15642252) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Terry McLaurin (15642486) (LOCKED),Calvin Ridley (15642456) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Jamaal Williams (15642378) (LOCKED),Steelers (15642943) (LOCKED),,RB,Jakob Johnson (15642448),Jakob Johnson,15642448,RB/FLEX,4000,SF@NE 10/25/2020 04:25PM ET,NE,2.18
2305160949,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Jamaal Williams (15642378) (LOCKED),Keenan Allen (15642478),A.J. Brown (15642476) (LOCKED),JuJu Smith-Schuster (15642492) (LOCKED),Jonnu Smith (15642760) (LOCKED),Giovani Bernard (15642308) (LOCKED),Bills (15642940) (LOCKED),,RB,Trenton Cannon (15642426) (LOCKED),Trenton Cannon,15642426,RB/FLEX,4000,In Progress,CAR,1.15
2305160950,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Alvin Kamara (15642244) (LOCKED),Jamaal Williams (15642378) (LOCKED),A.J. Brown (15642476) (LOCKED),Adam Humphries (15642526) (LOCKED),JuJu Smith-Schuster (15642492) (LOCKED),Darren Waller (15667833),Chris Carson (15642260),Cowboys (15642948) (LOCKED),,RB,Alex Armah (15642428) (LOCKED),Alex Armah,15642428,RB/FLEX,4000,In Progress,CAR,0.48
2305160951,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Kenny Golladay (15642468) (LOCKED),Adam Humphries (15642526) (LOCKED),Diontae Johnson (15642546) (LOCKED),Jonnu Smith (15642760) (LOCKED),Jamaal Williams (15642378) (LOCKED),Buccaneers (15667853),,RB,Dwayne Washington (15642430) (LOCKED),Dwayne Washington,15642430,RB/FLEX,4000,In Progress,NO,0
2305160952,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Justin Herbert (15642190),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Keenan Allen (15642478),Terry McLaurin (15642486) (LOCKED),Laviska Shenault Jr. (15642534),Hunter Henry (15642764),Chris Carson (15642260),Bills (15642940) (LOCKED),,RB,Ty Montgomery (15642432) (LOCKED),Ty Montgomery,15642432,RB/FLEX,4000,In Progress,NO,2.05
2305160953,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Chris Godwin (15667801),Julio Jones (15642460) (LOCKED),Hayden Hurst (15642766) (LOCKED),Jamaal Williams (15642378) (LOCKED),Steelers (15642943) (LOCKED),,RB,Michael Burton (15642434) (LOCKED),Michael Burton,15642434,RB/FLEX,4000,In Progress,NO,0.38
2305160954,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Drew Lock (15642201),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Tyreek Hill (15642474),Jerry Jeudy (15642506),Terry McLaurin (15642486) (LOCKED),Noah Fant (15642758),Jamaal Williams (15642378) (LOCKED),49ers (15642945),,WR,Tre'Quan Smith (15642556) (LOCKED),Tre'Quan Smith,15642556,WR/FLEX,4000,In Progress,NO,9.48
2305160955,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),A.J. Brown (15642476) (LOCKED),Tyreek Hill (15642474),Terry McLaurin (15642486) (LOCKED),Eric Ebron (15642774) (LOCKED),Chris Carson (15642260),Chargers (15642944),,QB,Matt Barkley (15642226) (LOCKED),Matt Barkley,15642226,QB,4000,In Progress,BUF,0.88
2305160956,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Mike Evans (15667803),Scotty Miller (15667811),Henry Ruggs III (15667805),Hunter Henry (15642764),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,QB,James Morgan (15642238) (LOCKED),James Morgan,15642238,QB,4000,In Progress,NYJ,0
