Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2350466435,Jose Cuervo Touchdowns + Tequila,94998486,$0,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,1. Column A lists all of your contest entries for this draftgroup
2345370430,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Kyler Murray (15751349),James Conner (15751414),Ronald Jones II (15751450),Chris Godwin (15751672),A.J. Green (15751728),Jarvis Landry (15751676),Harrison Bryant (15751990),Josh Jacobs (15751422),Packers (15752131),,2. Your current lineup is listed next to each entry (blank for reservations)
2350447220,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2350447221,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2350447222,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,5. For faster processing only include entries you are changing in the file you upload
2350447223,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,
2350447224,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2350466459,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Tevin Coleman (15751600),Tevin Coleman,15751600,RB/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,SF,3.8
2350466460,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Kyle Juszczyk (15751602),Kyle Juszczyk,15751602,RB/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,SF,4.16
2350466461,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Latavius Murray (15751604),Latavius Murray,15751604,RB/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,NO,8.19
2350466462,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Dwayne Washington (15751606),Dwayne Washington,15751606,RB/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,NO,0.3
2350466463,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Ty Montgomery (15751608),Ty Montgomery,15751608,RB/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,NO,2.05
2350466464,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Michael Burton (15751610),Michael Burton,15751610,RB/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,NO,1.08
2350466465,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Richie James (15751744),Richie James,15751744,WR/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,SF,12.13
2350466466,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Jordan Love (15751405),Jordan Love,15751405,QB,4000,JAX@GB 11/15/2020 01:00PM ET,GB,0
2350466467,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Jamaal Williams (15751494),Jamaal Williams,15751494,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,GB,11.53
2350466468,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Chris Thompson (15751584),Chris Thompson,15751584,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,JAX,7.1
2350466469,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Devine Ozigbo (15751586),Devine Ozigbo,15751586,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,JAX,0
2350466470,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Dare Ogunbowale (15751588),Dare Ogunbowale,15751588,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,JAX,0
2350466471,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Ryquell Armstead (15751590),Ryquell Armstead,15751590,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,JAX,0
2350466472,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Tyler Ervin (15751592),Tyler Ervin,15751592,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,GB,4.13
2350466473,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Dexter Williams (15751594),Dexter Williams,15751594,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,GB,0.8
2350466474,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,AJ Dillon (15751596),AJ Dillon,15751596,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,GB,2.05
2350466475,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Patrick Taylor (15751598),Patrick Taylor,15751598,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,GB,0
2350466476,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Allen Lazard (15751742),Allen Lazard,15751742,WR/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,GB,18.37
2350466477,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,John Wolford (15751394),John Wolford,15751394,QB,4000,SEA@LAR 11/15/2020 04:25PM ET,LAR,0
2350466478,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Travis Homer (15751572),Travis Homer,15751572,RB/FLEX,4000,SEA@LAR 11/15/2020 04:25PM ET,SEA,3.49
2350466479,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Alex Collins (15751574),Alex Collins,15751574,RB/FLEX,4000,SEA@LAR 11/15/2020 04:25PM ET,SEA,0.5
2350466480,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Rashaad Penny (15751576),Rashaad Penny,15751576,RB/FLEX,4000,SEA@LAR 11/15/2020 04:25PM ET,SEA,0
2350466481,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Nick Bellore (15751578),Nick Bellore,15751578,RB/FLEX,4000,SEA@LAR 11/15/2020 04:25PM ET,SEA,0.8
2350466482,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Xavier Jones (15751580),Xavier Jones,15751580,RB/FLEX,4000,SEA@LAR 11/15/2020 04:25PM ET,LAR,0
2350466483,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Raymond Calais (15751582),Raymond Calais,15751582,RB/FLEX,4000,SEA@LAR 11/15/2020 04:25PM ET,LAR,0
2350466484,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Chris Streveler (15751396),Chris Streveler,15751396,QB,4000,BUF@ARI 11/15/2020 04:05PM ET,ARI,0.3
2350466485,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Brett Hundley (15751403),Brett Hundley,15751403,QB,4000,BUF@ARI 11/15/2020 04:05PM ET,ARI,0
2350466486,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Jake Fromm (15751404),Jake Fromm,15751404,QB,4000,BUF@ARI 11/15/2020 04:05PM ET,BUF,0
2350466487,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,D.J. Foster (15751562),D.J. Foster,15751562,RB/FLEX,4000,BUF@ARI 11/15/2020 04:05PM ET,ARI,1.9
2350466488,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Eno Benjamin (15751564),Eno Benjamin,15751564,RB/FLEX,4000,BUF@ARI 11/15/2020 04:05PM ET,ARI,0
2350466489,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Jonathan Ward (15751566),Jonathan Ward,15751566,RB/FLEX,4000,BUF@ARI 11/15/2020 04:05PM ET,ARI,0
2350466490,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,T.J. Yeldon (15751568),T.J. Yeldon,15751568,RB/FLEX,4000,BUF@ARI 11/15/2020 04:05PM ET,BUF,5.4
2350466491,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Taiwan Jones (15751570),Taiwan Jones,15751570,RB/FLEX,4000,BUF@ARI 11/15/2020 04:05PM ET,BUF,0
2350466492,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,D'Ernest Johnson (15751550),D'Ernest Johnson,15751550,RB/FLEX,4000,HOU@CLE 11/15/2020 01:00PM ET,CLE,2.44
2350466493,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Dontrell Hilliard (15751552),Dontrell Hilliard,15751552,RB/FLEX,4000,HOU@CLE 11/15/2020 01:00PM ET,CLE,2
2350466494,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Andy Janovich (15751554),Andy Janovich,15751554,RB/FLEX,4000,HOU@CLE 11/15/2020 01:00PM ET,CLE,0.74
2350466495,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Buddy Howell (15751556),Buddy Howell,15751556,RB/FLEX,4000,HOU@CLE 11/15/2020 01:00PM ET,HOU,0
2350466496,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Scottie Phillips (15751558),Scottie Phillips,15751558,RB/FLEX,4000,HOU@CLE 11/15/2020 01:00PM ET,HOU,0
2350466497,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Cullen Gillaspia (15751560),Cullen Gillaspia,15751560,RB/FLEX,4000,HOU@CLE 11/15/2020 01:00PM ET,HOU,0.53
2350466498,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Randall Cobb (15751740),Randall Cobb,15751740,WR/FLEX,4000,HOU@CLE 11/15/2020 01:00PM ET,HOU,10.54
2350466499,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Colt McCoy (15751395),Colt McCoy,15751395,QB,4000,PHI@NYG 11/15/2020 01:00PM ET,NYG,0
2350466500,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Nate Sudfeld (15751402),Nate Sudfeld,15751402,QB,4000,PHI@NYG 11/15/2020 01:00PM ET,PHI,0
2350466501,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Corey Clement (15751538),Corey Clement,15751538,RB/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,PHI,2.02
2350466502,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Jason Huntley (15751540),Jason Huntley,15751540,RB/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,PHI,0.47
2350466503,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Dion Lewis (15751542),Dion Lewis,15751542,RB/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,NYG,4.42
2350466504,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Alfred Morris (15751544),Alfred Morris,15751544,RB/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,NYG,5.45
2350466505,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Saquon Barkley (15751546),Saquon Barkley,15751546,RB/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,NYG,7.7
2350466506,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Elijhaa Penny (15751548),Elijhaa Penny,15751548,RB/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,NYG,0.65
2350466507,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Alshon Jeffery (15751738),Alshon Jeffery,15751738,WR/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,PHI,0
2350466508,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Zach Ertz (15751966),Zach Ertz,15751966,TE/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,PHI,8.3
2350466509,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Blaine Gabbert (15751397),Blaine Gabbert,15751397,QB,4000,TB@CAR 11/15/2020 01:00PM ET,TB,0.05
2350466510,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Ryan Griffin (15751401),Ryan Griffin,15751401,QB,4000,TB@CAR 11/15/2020 01:00PM ET,TB,0
2350466511,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Mike Davis (15751496),Mike Davis,15751496,RB/FLEX,4000,TB@CAR 11/15/2020 01:00PM ET,CAR,14.34
2350466512,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Trenton Cannon (15751528),Trenton Cannon,15751528,RB/FLEX,4000,TB@CAR 11/15/2020 01:00PM ET,CAR,1.06
2350466513,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Alex Armah (15751530),Alex Armah,15751530,RB/FLEX,4000,TB@CAR 11/15/2020 01:00PM ET,CAR,0.43
2350466514,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,LeSean McCoy (15751532),LeSean McCoy,15751532,RB/FLEX,4000,TB@CAR 11/15/2020 01:00PM ET,TB,3.2
2350466515,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Ke'Shawn Vaughn (15751534),Ke'Shawn Vaughn,15751534,RB/FLEX,4000,TB@CAR 11/15/2020 01:00PM ET,TB,5.43
2350466516,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,T.J. Logan (15751536),T.J. Logan,15751536,RB/FLEX,4000,TB@CAR 11/15/2020 01:00PM ET,TB,0
2350466517,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Josh Dobbs (15751400),Josh Dobbs,15751400,QB,4000,CIN@PIT 11/15/2020 04:25PM ET,PIT,0
2350466518,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Jaylen Samuels (15751514),Jaylen Samuels,15751514,RB/FLEX,4000,CIN@PIT 11/15/2020 04:25PM ET,PIT,0.66
2350466519,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Anthony McFarland Jr. (15751516),Anthony McFarland Jr.,15751516,RB/FLEX,4000,CIN@PIT 11/15/2020 04:25PM ET,PIT,2.2
