Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2897172873,$5K Wrangler Long Live Sports Series,115248071,$0,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,1. Column A lists all of your contest entries for this draftgroup
2897172875,Draft Time Matchups presented by Miller Lite,115248121,$0,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,2. Your current lineup is listed next to each entry (blank for reservations)
2897188771,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2897188772,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2897188773,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,5. For faster processing only include entries you are changing in the file you upload
2897188774,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,
2897188775,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2897172895,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Gary Brightwell (19624801),Gary Brightwell,19624801,RB/FLEX,4000,LAR@NYG 10/17/2021 01:00PM ET,NYG,0.4
2897172896,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Cullen Gillaspia (19624803),Cullen Gillaspia,19624803,RB/FLEX,4000,LAR@NYG 10/17/2021 01:00PM ET,NYG,0
2897172897,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Sandro Platzgummer (19624805),Sandro Platzgummer,19624805,RB/FLEX,4000,LAR@NYG 10/17/2021 01:00PM ET,NYG,0
2897172898,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Eli Penny (19624807),Eli Penny,19624807,RB/FLEX,4000,LAR@NYG 10/17/2021 01:00PM ET,NYG,0.3
2897172899,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Jake Funk (19624809),Jake Funk,19624809,RB/FLEX,4000,LAR@NYG 10/17/2021 01:00PM ET,LAR,0.12
2897172900,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Cam Akers (19624811),Cam Akers,19624811,RB/FLEX,4000,LAR@NYG 10/17/2021 01:00PM ET,LAR,0
2897172901,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Raymond Calais (19624815),Raymond Calais,19624815,RB/FLEX,4000,LAR@NYG 10/17/2021 01:00PM ET,LAR,0
2897172902,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Buddy Howell (19624817),Buddy Howell,19624817,RB/FLEX,4000,LAR@NYG 10/17/2021 01:00PM ET,LAR,0
2897172903,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Javian Hawkins (19624819),Javian Hawkins,19624819,RB/FLEX,4000,LAR@NYG 10/17/2021 01:00PM ET,LAR,0
2897172904,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Tim Boyle (19624600),Tim Boyle,19624600,QB,4000,CIN@DET 10/17/2021 01:00PM ET,DET,0
2897172905,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Steven Montez (19624601),Steven Montez,19624601,QB,4000,CIN@DET 10/17/2021 01:00PM ET,DET,0
2897172906,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Jake Browning (19624602),Jake Browning,19624602,QB,4000,CIN@DET 10/17/2021 01:00PM ET,CIN,0
2897172907,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Godwin Igwebuike (19624787),Godwin Igwebuike,19624787,RB/FLEX,4000,CIN@DET 10/17/2021 01:00PM ET,DET,0
2897172908,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Jermar Jefferson (19624789),Jermar Jefferson,19624789,RB/FLEX,4000,CIN@DET 10/17/2021 01:00PM ET,DET,0
2897172909,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Craig Reynolds (19624791),Craig Reynolds,19624791,RB/FLEX,4000,CIN@DET 10/17/2021 01:00PM ET,DET,0
2897172910,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Jason Cabinda (19624793),Jason Cabinda,19624793,RB/FLEX,4000,CIN@DET 10/17/2021 01:00PM ET,DET,0.28
2897172911,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Chris Evans (19624795),Chris Evans,19624795,RB/FLEX,4000,CIN@DET 10/17/2021 01:00PM ET,CIN,2.1
2897172912,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Trayveon Williams (19624797),Trayveon Williams,19624797,RB/FLEX,4000,CIN@DET 10/17/2021 01:00PM ET,CIN,0
2897172913,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Pooka Williams Jr. (19624799),Pooka Williams Jr.,19624799,RB/FLEX,4000,CIN@DET 10/17/2021 01:00PM ET,CIN,0
2897172914,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Tyrell Williams (19624943),Tyrell Williams,19624943,WR/FLEX,4000,CIN@DET 10/17/2021 01:00PM ET,DET,3.4
2897172915,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Trace McSorley (19624598),Trace McSorley,19624598,QB,4000,LAC@BAL 10/17/2021 01:00PM ET,BAL,0
2897172916,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Easton Stick (19624599),Easton Stick,19624599,QB,4000,LAC@BAL 10/17/2021 01:00PM ET,LAC,0
2897172917,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Chase Daniel (19624612),Chase Daniel,19624612,QB,4000,LAC@BAL 10/17/2021 01:00PM ET,LAC,0
2897172918,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Devonta Freeman (19624767),Devonta Freeman,19624767,RB/FLEX,4000,LAC@BAL 10/17/2021 01:00PM ET,BAL,2.65
2897172919,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,J.K. Dobbins (19624769),J.K. Dobbins,19624769,RB/FLEX,4000,LAC@BAL 10/17/2021 01:00PM ET,BAL,0
2897172920,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Gus Edwards (19624771),Gus Edwards,19624771,RB/FLEX,4000,LAC@BAL 10/17/2021 01:00PM ET,BAL,0
2897172921,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Justice Hill (19624773),Justice Hill,19624773,RB/FLEX,4000,LAC@BAL 10/17/2021 01:00PM ET,BAL,0
2897172922,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Nate McCrary (19624775),Nate McCrary,19624775,RB/FLEX,4000,LAC@BAL 10/17/2021 01:00PM ET,BAL,0
2897172923,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Patrick Ricard (19624777),Patrick Ricard,19624777,RB/FLEX,4000,LAC@BAL 10/17/2021 01:00PM ET,BAL,1.02
2897172924,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Justin Jackson (19624779),Justin Jackson,19624779,RB/FLEX,4000,LAC@BAL 10/17/2021 01:00PM ET,LAC,2.72
2897172925,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Joshua Kelley (19624781),Joshua Kelley,19624781,RB/FLEX,4000,LAC@BAL 10/17/2021 01:00PM ET,LAC,1.7
2897172926,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Darius Bradwell (19624783),Darius Bradwell,19624783,RB/FLEX,4000,LAC@BAL 10/17/2021 01:00PM ET,LAC,0
2897172927,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Gabe Nabers (19624785),Gabe Nabers,19624785,RB/FLEX,4000,LAC@BAL 10/17/2021 01:00PM ET,LAC,0.66
2897172928,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,P.J. Walker (19624594),P.J. Walker,19624594,QB,4000,MIN@CAR 10/17/2021 01:00PM ET,CAR,0
2897172929,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,James Morgan (19624595),James Morgan,19624595,QB,4000,MIN@CAR 10/17/2021 01:00PM ET,CAR,0
2897172930,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Kellen Mond (19624596),Kellen Mond,19624596,QB,4000,MIN@CAR 10/17/2021 01:00PM ET,MIN,0
2897172931,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Giovanni Ricci (19624753),Giovanni Ricci,19624753,RB/FLEX,4000,MIN@CAR 10/17/2021 01:00PM ET,CAR,0
2897172932,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Spencer Brown (19624755),Spencer Brown,19624755,RB/FLEX,4000,MIN@CAR 10/17/2021 01:00PM ET,CAR,0
2897172933,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Ameer Abdullah (19624757),Ameer Abdullah,19624757,RB/FLEX,4000,MIN@CAR 10/17/2021 01:00PM ET,MIN,1.54
2897172934,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Kene Nwangwu (19624759),Kene Nwangwu,19624759,RB/FLEX,4000,MIN@CAR 10/17/2021 01:00PM ET,MIN,0
2897172935,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Jake Bargas (19624761),Jake Bargas,19624761,RB/FLEX,4000,MIN@CAR 10/17/2021 01:00PM ET,MIN,0
2897172936,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,C.J. Ham (19624763),C.J. Ham,19624763,RB/FLEX,4000,MIN@CAR 10/17/2021 01:00PM ET,MIN,1.14
2897172937,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,A.J. Rose Jr. (19624765),A.J. Rose Jr.,19624765,RB/FLEX,4000,MIN@CAR 10/17/2021 01:00PM ET,MIN,0
2897172938,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Royce Freeman (19624849),Royce Freeman,19624849,RB/FLEX,4000,MIN@CAR 10/17/2021 01:00PM ET,CAR,1.3
2897172939,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Colt McCoy (19624592),Colt McCoy,19624592,QB,4000,ARI@CLE 10/17/2021 04:05PM ET,ARI,-0.2
2897172940,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Chris Streveler (19624593),Chris Streveler,19624593,QB,4000,ARI@CLE 10/17/2021 04:05PM ET,ARI,0
2897172941,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Jonathan Ward (19624735),Jonathan Ward,19624735,RB/FLEX,4000,ARI@CLE 10/17/2021 04:05PM ET,ARI,0
2897172942,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Eno Benjamin (19624737),Eno Benjamin,19624737,RB/FLEX,4000,ARI@CLE 10/17/2021 04:05PM ET,ARI,0
2897172943,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Demetric Felton (19624739),Demetric Felton,19624739,RB/FLEX,4000,ARI@CLE 10/17/2021 04:05PM ET,CLE,3.92
2897172944,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,D'Ernest Johnson (19624741),D'Ernest Johnson,19624741,RB/FLEX,4000,ARI@CLE 10/17/2021 04:05PM ET,CLE,0.18
2897172945,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Tre Harbison (19624743),Tre Harbison,19624743,RB/FLEX,4000,ARI@CLE 10/17/2021 04:05PM ET,CLE,0
2897172946,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Johnny Stanton IV (19624745),Johnny Stanton IV,19624745,RB/FLEX,4000,ARI@CLE 10/17/2021 04:05PM ET,CLE,0
2897172947,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,John Kelly (19624747),John Kelly,19624747,RB/FLEX,4000,ARI@CLE 10/17/2021 04:05PM ET,CLE,0
2897172948,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Andy Janovich (19624749),Andy Janovich,19624749,RB/FLEX,4000,ARI@CLE 10/17/2021 04:05PM ET,CLE,1.6
2897172949,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Nathan Peterman (19624588),Nathan Peterman,19624588,QB,4000,LV@DEN 10/17/2021 04:25PM ET,LV,0.2
2897172950,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Marcus Mariota (19624589),Marcus Mariota,19624589,QB,4000,LV@DEN 10/17/2021 04:25PM ET,LV,3.1
2897172951,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Brett Rypien (19624591),Brett Rypien,19624591,QB,4000,LV@DEN 10/17/2021 04:25PM ET,DEN,0
2897172952,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Jalen Richard (19624721),Jalen Richard,19624721,RB/FLEX,4000,LV@DEN 10/17/2021 04:25PM ET,LV,1.4
2897172953,NFL $150K mini-MAX [150 Entry Max],115493279,$0.50,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Trey Ragas (19624723),Trey Ragas,19624723,RB/FLEX,4000,LV@DEN 10/17/2021 04:25PM ET,LV,0
