Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1715099651,NFL $100K FREE 100th Season Contest,79801095,$0,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,1. Column A lists all of your contest entries for this draftgroup
1715099652,AutoNation Free Football Challenge,79913750,$0,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,2. Your current lineup is listed next to each entry (blank for reservations)
1715099653,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1715099654,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1715099655,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,5. For faster processing only include entries you are changing in the file you upload
1715099656,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,
1715099657,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1715099290,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Delanie Walker (13694175),Delanie Walker,13694175,TE/FLEX,3700,KC@TEN 11/10/2019 01:00PM ET,TEN,7.79
1715099291,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Miles Boykin (13694023),Miles Boykin,13694023,WR/FLEX,3600,BAL@CIN 11/10/2019 01:00PM ET,BAL,4.26
1715099292,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Greg Olsen (13694179),Greg Olsen,13694179,TE/FLEX,3600,CAR@GB 11/10/2019 04:25PM ET,CAR,9.39
1715099293,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Qadree Ollison (13693843),Qadree Ollison,13693843,RB/FLEX,3600,ATL@NO 11/10/2019 01:00PM ET,ATL,0
1715099294,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Jack Doyle (13694177),Jack Doyle,13694177,TE/FLEX,3600,MIA@IND 11/10/2019 04:05PM ET,IND,7.4
1715099295,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,James Washington (13694021),James Washington,13694021,WR/FLEX,3600,LAR@PIT 11/10/2019 04:25PM ET,PIT,5.29
1715099296,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Anthony Miller (13694027),Anthony Miller,13694027,WR/FLEX,3500,DET@CHI 11/10/2019 01:00PM ET,CHI,4.5
1715099297,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Demaryius Thomas (13694025),Demaryius Thomas,13694025,WR/FLEX,3500,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,7.03
1715099298,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Zach Zenner (13693845),Zach Zenner,13693845,RB/FLEX,3500,ARI@TB 11/10/2019 01:00PM ET,ARI,1.23
1715099299,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Adam Humphries (13694029),Adam Humphries,13694029,WR/FLEX,3500,KC@TEN 11/10/2019 01:00PM ET,TEN,7.1
1715099300,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Jonnu Smith (13694181),Jonnu Smith,13694181,TE/FLEX,3500,KC@TEN 11/10/2019 01:00PM ET,TEN,5.63
1715099301,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,DST,Colts  (13694305),Colts ,13694305,DST,3500,MIA@IND 11/10/2019 04:05PM ET,IND,6.38
1715099302,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Russell Gage (13694033),Russell Gage,13694033,WR/FLEX,3400,ATL@NO 11/10/2019 01:00PM ET,ATL,2.51
1715099303,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Josh Hill (13694183),Josh Hill,13694183,TE/FLEX,3400,ATL@NO 11/10/2019 01:00PM ET,NO,4.62
1715099304,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Damiere Byrd (13694031),Damiere Byrd,13694031,WR/FLEX,3400,ARI@TB 11/10/2019 01:00PM ET,ARI,5.8
1715099305,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Trey Edmunds (13693847),Trey Edmunds,13693847,RB/FLEX,3400,LAR@PIT 11/10/2019 04:25PM ET,PIT,2.43
1715099306,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Paul Perkins (13693849),Paul Perkins,13693849,RB/FLEX,3300,DET@CHI 11/10/2019 01:00PM ET,DET,0.67
1715099307,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Duke Williams (13694035),Duke Williams,13694035,WR/FLEX,3300,BUF@CLE 11/10/2019 01:00PM ET,BUF,5.93
1715099308,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Antonio Callaway (13694037),Antonio Callaway,13694037,WR/FLEX,3300,BUF@CLE 11/10/2019 01:00PM ET,CLE,4.22
1715099843,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Andy Isabella (13694041),Andy Isabella,13694041,WR/FLEX,3300,ARI@TB 11/10/2019 01:00PM ET,ARI,2.52
1715099844,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,O.J. Howard (13694185),O.J. Howard,13694185,TE/FLEX,3300,ARI@TB 11/10/2019 01:00PM ET,TB,4.93
1715099845,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Albert Wilson (13694039),Albert Wilson,13694039,WR/FLEX,3300,MIA@IND 11/10/2019 04:05PM ET,MIA,4.38
1715099846,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Cordarrelle Patterson (13694047),Cordarrelle Patterson,13694047,WR/FLEX,3200,DET@CHI 11/10/2019 01:00PM ET,CHI,3.21
1715099847,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,David Njoku (13694187),David Njoku,13694187,TE/FLEX,3200,BUF@CLE 11/10/2019 01:00PM ET,CLE,6.85
1715099848,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,DST,Packers  (13694306),Packers ,13694306,DST,3200,CAR@GB 11/10/2019 04:25PM ET,GB,6.67
1715099849,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Tre'Quan Smith (13694045),Tre'Quan Smith,13694045,WR/FLEX,3200,ATL@NO 11/10/2019 01:00PM ET,NO,6.17
1715099850,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Dare Ogunbowale (13693851),Dare Ogunbowale,13693851,RB/FLEX,3200,ARI@TB 11/10/2019 01:00PM ET,TB,5.54
1715099851,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Darrel Williams (13693853),Darrel Williams,13693853,RB/FLEX,3200,KC@TEN 11/10/2019 01:00PM ET,KC,5.04
1715099852,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Jakeem Grant (13694043),Jakeem Grant,13694043,WR/FLEX,3200,MIA@IND 11/10/2019 04:05PM ET,MIA,3.5
1715099853,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,DST,Bears  (13694307),Bears ,13694307,DST,3100,DET@CHI 11/10/2019 01:00PM ET,CHI,8.75
1715099854,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Stanley Morgan (13694049),Stanley Morgan,13694049,WR/FLEX,3100,BAL@CIN 11/10/2019 01:00PM ET,CIN,0.72
1715099855,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Senorise Perry (13693857),Senorise Perry,13693857,RB/FLEX,3100,BUF@CLE 11/10/2019 01:00PM ET,BUF,0
1715099856,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Jake Kumerow (13694051),Jake Kumerow,13694051,WR/FLEX,3100,CAR@GB 11/10/2019 04:25PM ET,GB,4
1715099857,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Kenjon Barner (13693855),Kenjon Barner,13693855,RB/FLEX,3100,ATL@NO 11/10/2019 01:00PM ET,ATL,0.25
1715099858,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Ryan Griffin (13694191),Ryan Griffin,13694191,TE/FLEX,3100,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,6.9
1715099859,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Tajae Sharpe (13694053),Tajae Sharpe,13694053,WR/FLEX,3100,KC@TEN 11/10/2019 01:00PM ET,TEN,4.6
1715099860,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Mike Gesicki (13694189),Mike Gesicki,13694189,TE/FLEX,3100,MIA@IND 11/10/2019 04:05PM ET,MIA,5.72
1715099861,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Mike Davis (13693865),Mike Davis,13693865,RB/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,CHI,1.67
1715099862,NFL $10K Dime Package [Just $0.10!] ,80033065,$0.10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Nick Bawden (13693873),Nick Bawden,13693873,RB/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,DET,0.55
1715099673,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Javon Wims (13694067),Javon Wims,13694067,WR/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,CHI,2.38
1715099674,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Riley Ridley (13694069),Riley Ridley,13694069,WR/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,CHI,0
1715099675,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Marvin Hall (13694079),Marvin Hall,13694079,WR/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,DET,5.3
1715099676,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Jesse James (13694243),Jesse James,13694243,TE/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,DET,1.8
1715099677,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Trayveon Williams (13693867),Trayveon Williams,13693867,RB/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,CIN,0
1715099678,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Patrick Ricard (13693913),Patrick Ricard,13693913,RB/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,BAL,1.48
1715099679,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,De'Anthony Thomas (13694093),De'Anthony Thomas,13694093,WR/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,BAL,0.33
1715099680,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Seth Roberts (13694145),Seth Roberts,13694145,WR/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,BAL,2.69
1715099681,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Chris Moore (13694147),Chris Moore,13694147,WR/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,BAL,0.64
1715099682,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Jaleel Scott (13694149),Jaleel Scott,13694149,WR/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,BAL,0
1715099683,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Tyler Eifert (13694193),Tyler Eifert,13694193,TE/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,CIN,6.02
1715099684,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,T.J. Yeldon (13693861),T.J. Yeldon,13693861,RB/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,BUF,4.7
1715099685,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Patrick DiMarco (13693863),Patrick DiMarco,13693863,RB/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,BUF,1.05
1715099686,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,D'Ernest Johnson (13693869),D'Ernest Johnson,13693869,RB/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,CLE,1.9
1715099687,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Kareem Hunt (13693871),Kareem Hunt,13693871,RB/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,CLE,0
1715099688,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Robert Foster (13694061),Robert Foster,13694061,WR/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,BUF,0
1715099689,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Isaiah McKenzie (13694063),Isaiah McKenzie,13694063,WR/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,BUF,4.26
1715099690,NFL $40K Quarter Jukebox [Just $0.25!] ,80033066,$0.25,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Andre Roberts (13694065),Andre Roberts,13694065,WR/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,BUF,0.38
