Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
888446566,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,1. Column A lists all of your contest entries for this draftgroup
888456928,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,2. Your current lineup is listed next to each entry (blank for reservations)
888456929,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
888456930,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
888456931,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,5. For faster processing only include entries you are changing in the file you upload
888456932,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,
888456933,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,Position,Name + ID,Name,ID,Salary,Game Info,TeamAbbrev
,,,,,,,,,,,,,,RB,Cameron Artis-Payne (9683592),Cameron Artis-Payne,9683592,3000,CAR@TB 10/29/2017 01:00PM ET,CAR,
,,,,,,,,,,,,,,WR,Damiere Byrd (9683602),Damiere Byrd,9683602,3000,CAR@TB 10/29/2017 01:00PM ET,CAR,
,,,,,,,,,,,,,,RB,Jay Prosch (9683619),Jay Prosch,9683619,3000,HOU@SEA 10/29/2017 04:05PM ET,HOU,
,,,,,,,,,,,,,,RB,Jordan Todman (9683621),Jordan Todman,9683621,3000,HOU@SEA 10/29/2017 04:05PM ET,HOU,
,,,,,,,,,,,,,,WR,Braxton Miller (9683629),Braxton Miller,9683629,3000,HOU@SEA 10/29/2017 04:05PM ET,HOU,
,,,,,,,,,,,,,,WR,Chris Thompson (9683631),Chris Thompson,9683631,3000,HOU@SEA 10/29/2017 04:05PM ET,HOU,
,,,,,,,,,,,,,,TE,C.J. Fiedorowicz (9683635),C.J. Fiedorowicz,9683635,3000,HOU@SEA 10/29/2017 04:05PM ET,HOU,
,,,,,,,,,,,,,,RB,Tre Madden (9683650),Tre Madden,9683650,3000,HOU@SEA 10/29/2017 04:05PM ET,SEA,
,,,,,,,,,,,,,,WR,Tanner McEvoy (9683658),Tanner McEvoy,9683658,3000,HOU@SEA 10/29/2017 04:05PM ET,SEA,
,,,,,,,,,,,,,,WR,Amara Darboh (9683660),Amara Darboh,9683660,3000,HOU@SEA 10/29/2017 04:05PM ET,SEA,
,,,,,,,,,,,,,,RB,Keith Smith (9683682),Keith Smith,9683682,3000,DAL@WAS 10/29/2017 04:25PM ET,DAL,
,,,,,,,,,,,,,,WR,Ryan Switzer (9683692),Ryan Switzer,9683692,3000,DAL@WAS 10/29/2017 04:25PM ET,DAL,
,,,,,,,,,,,,,,WR,Noah Brown (9683694),Noah Brown,9683694,3000,DAL@WAS 10/29/2017 04:25PM ET,DAL,
,,,,,,,,,,,,,,WR,Brian Quick (9683723),Brian Quick,9683723,3000,DAL@WAS 10/29/2017 04:25PM ET,WAS,
,,,,,,,,,,,,,,DST,Bills  (9683196),Bills ,9683196,2900,OAK@BUF 10/29/2017 01:00PM ET,BUF,
,,,,,,,,,,,,,,TE,Antonio Gates (9683351),Antonio Gates,9683351,2900,LAC@NE 10/29/2017 01:00PM ET,LAC,
,,,,,,,,,,,,,,TE,Coby Fleener (9683417),Coby Fleener,9683417,2900,CHI@NO 10/29/2017 01:00PM ET,NO,
,,,,,,,,,,,,,,TE,O.J. Howard (9683574),O.J. Howard,9683574,2900,CAR@TB 10/29/2017 01:00PM ET,TB,
,,,,,,,,,,,,,,DST,Raiders  (9683222),Raiders ,9683222,2800,OAK@BUF 10/29/2017 01:00PM ET,OAK,
,,,,,,,,,,,,,,DST,Panthers  (9683610),Panthers ,9683610,2800,CAR@TB 10/29/2017 01:00PM ET,CAR,
,,,,,,,,,,,,,,TE,Stephen Anderson (9683637),Stephen Anderson,9683637,2800,HOU@SEA 10/29/2017 04:05PM ET,HOU,
,,,,,,,,,,,,,,TE,Dwayne Allen (9683321),Dwayne Allen,9683321,2700,LAC@NE 10/29/2017 01:00PM ET,NE,
,,,,,,,,,,,,,,DST,Texans  (9683639),Texans ,9683639,2700,HOU@SEA 10/29/2017 04:05PM ET,HOU,
,,,,,,,,,,,,,,TE,Logan Thomas (9683192),Logan Thomas,9683192,2600,OAK@BUF 10/29/2017 01:00PM ET,BUF,
,,,,,,,,,,,,,,DST,Buccaneers  (9683580),Buccaneers ,9683580,2600,CAR@TB 10/29/2017 01:00PM ET,TB,
,,,,,,,,,,,,,,TE,Luke Willson (9683664),Luke Willson,9683664,2600,HOU@SEA 10/29/2017 04:05PM ET,SEA,
,,,,,,,,,,,,,,TE,Khari Lee (9683194),Khari Lee,9683194,2500,OAK@BUF 10/29/2017 01:00PM ET,BUF,
,,,,,,,,,,,,,,TE,Lee Smith (9683218),Lee Smith,9683218,2500,OAK@BUF 10/29/2017 01:00PM ET,OAK,
,,,,,,,,,,,,,,TE,Clive Walford (9683220),Clive Walford,9683220,2500,OAK@BUF 10/29/2017 01:00PM ET,OAK,
,,,,,,,,,,,,,,TE,C.J. Uzomah (9683250),C.J. Uzomah,9683250,2500,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,TE,Ryan Hewitt (9683252),Ryan Hewitt,9683252,2500,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,TE,Clark Harris (9683254),Clark Harris,9683254,2500,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,TE,Cethan Carter (9683256),Cethan Carter,9683256,2500,IND@CIN 10/29/2017 01:00PM ET,CIN,
,,,,,,,,,,,,,,TE,Henry Krieger-Coble (9683284),Henry Krieger-Coble,9683284,2500,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,TE,Brandon Williams (9683286),Brandon Williams,9683286,2500,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,TE,Erik Swoope (9683288),Erik Swoope,9683288,2500,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,TE,Darrell Daniels (9683290),Darrell Daniels,9683290,2500,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,TE,Jacob Hollister (9683323),Jacob Hollister,9683323,2500,LAC@NE 10/29/2017 01:00PM ET,NE,
,,,,,,,,,,,,,,TE,Sean McGrath (9683353),Sean McGrath,9683353,2500,LAC@NE 10/29/2017 01:00PM ET,LAC,
,,,,,,,,,,,,,,TE,Sean Culkin (9683355),Sean Culkin,9683355,2500,LAC@NE 10/29/2017 01:00PM ET,LAC,
,,,,,,,,,,,,,,DST,Chargers  (9683357),Chargers ,9683357,2500,LAC@NE 10/29/2017 01:00PM ET,LAC,
,,,,,,,,,,,,,,TE,Dion Sims (9683383),Dion Sims,9683383,2500,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,TE,Daniel Brown (9683385),Daniel Brown,9683385,2500,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,TE,Andrew DePaola (9683387),Andrew DePaola,9683387,2500,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,TE,Adam Shaheen (9683389),Adam Shaheen,9683389,2500,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,DST,Bears  (9683391),Bears ,9683391,2500,CHI@NO 10/29/2017 01:00PM ET,CHI,
,,,,,,,,,,,,,,TE,Michael Hoomanawanui (9683419),Michael Hoomanawanui,9683419,2500,CHI@NO 10/29/2017 01:00PM ET,NO,
,,,,,,,,,,,,,,TE,Josh Hill (9683421),Josh Hill,9683421,2500,CHI@NO 10/29/2017 01:00PM ET,NO,
,,,,,,,,,,,,,,TE,Eric Saubert (9683450),Eric Saubert,9683450,2500,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
,,,,,,,,,,,,,,TE,Levine Toilolo (9683452),Levine Toilolo,9683452,2500,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
,,,,,,,,,,,,,,TE,Eric Tomlinson (9683484),Eric Tomlinson,9683484,2500,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
,,,,,,,,,,,,,,TE,Jordan Leggett (9683486),Jordan Leggett,9683486,2500,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
,,,,,,,,,,,,,,TE,Trey Burton (9683513),Trey Burton,9683513,2500,SF@PHI 10/29/2017 01:00PM ET,PHI,
,,,,,,,,,,,,,,TE,Brent Celek (9683515),Brent Celek,9683515,2500,SF@PHI 10/29/2017 01:00PM ET,PHI,
,,,,,,,,,,,,,,TE,Cole Hikutini (9683542),Cole Hikutini,9683542,2500,SF@PHI 10/29/2017 01:00PM ET,SF,
,,,,,,,,,,,,,,TE,Garrett Celek (9683544),Garrett Celek,9683544,2500,SF@PHI 10/29/2017 01:00PM ET,SF,
,,,,,,,,,,,,,,TE,Logan Paulsen (9683546),Logan Paulsen,9683546,2500,SF@PHI 10/29/2017 01:00PM ET,SF,
,,,,,,,,,,,,,,TE,Kyle Nelson (9683548),Kyle Nelson,9683548,2500,SF@PHI 10/29/2017 01:00PM ET,SF,
,,,,,,,,,,,,,,TE,Antony Auclair (9683576),Antony Auclair,9683576,2500,CAR@TB 10/29/2017 01:00PM ET,TB,
,,,,,,,,,,,,,,TE,Luke Stocker (9683578),Luke Stocker,9683578,2500,CAR@TB 10/29/2017 01:00PM ET,TB,
,,,,,,,,,,,,,,TE,Chris Manhertz (9683608),Chris Manhertz,9683608,2500,CAR@TB 10/29/2017 01:00PM ET,CAR,
,,,,,,,,,,,,,,TE,Nick Vannett (9683666),Nick Vannett,9683666,2500,HOU@SEA 10/29/2017 04:05PM ET,SEA,
,,,,,,,,,,,,,,TE,Tyler Ott (9683668),Tyler Ott,9683668,2500,HOU@SEA 10/29/2017 04:05PM ET,SEA,
,,,,,,,,,,,,,,TE,James Hanna (9683698),James Hanna,9683698,2500,DAL@WAS 10/29/2017 04:25PM ET,DAL,
,,,,,,,,,,,,,,TE,Geoff Swaim (9683700),Geoff Swaim,9683700,2500,DAL@WAS 10/29/2017 04:25PM ET,DAL,
,,,,,,,,,,,,,,TE,Rico Gathers (9683702),Rico Gathers,9683702,2500,DAL@WAS 10/29/2017 04:25PM ET,DAL,
,,,,,,,,,,,,,,TE,Niles Paul (9683729),Niles Paul,9683729,2500,DAL@WAS 10/29/2017 04:25PM ET,WAS,
,,,,,,,,,,,,,,TE,Jeremy Sprinkle (9683731),Jeremy Sprinkle,9683731,2500,DAL@WAS 10/29/2017 04:25PM ET,WAS,
,,,,,,,,,,,,,,DST,Patriots  (9683325),Patriots ,9683325,2400,LAC@NE 10/29/2017 01:00PM ET,NE,
,,,,,,,,,,,,,,DST,Redskins  (9683733),Redskins ,9683733,2400,DAL@WAS 10/29/2017 04:25PM ET,WAS,
,,,,,,,,,,,,,,DST,Colts  (9683292),Colts ,9683292,2300,IND@CIN 10/29/2017 01:00PM ET,IND,
,,,,,,,,,,,,,,DST,Cowboys  (9683704),Cowboys ,9683704,2300,DAL@WAS 10/29/2017 04:25PM ET,DAL,
,,,,,,,,,,,,,,DST,Jets  (9683488),Jets ,9683488,2200,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
,,,,,,,,,,,,,,DST,49ers  (9683550),49ers ,9683550,2100,SF@PHI 10/29/2017 01:00PM ET,SF,
