Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2289290533,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Daniel Jones (15607553) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darnell Mooney (15608011) (LOCKED),Darius Slayton (15607849) (LOCKED),Evan Engram (15608123) (LOCKED),James Robinson (15607607) (LOCKED),Ravens (15608281) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2289467283,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darnell Mooney (15608011) (LOCKED),Calvin Ridley (15607805) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),James Robinson (15607607) (LOCKED),Broncos (15608286) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2289467284,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Kenny Golladay (15607831) (LOCKED),Terry McLaurin (15607841) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Tyler Eifert (15608145) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Ravens (15608281) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2289467285,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Adam Thielen (15607807) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Jets (15608299),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2289467286,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Justin Jefferson (15607835) (LOCKED),Terry McLaurin (15607841) (LOCKED),Adam Thielen (15607807) (LOCKED),Hayden Hurst (15608125) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Bengals (15608302) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2289467287,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Julio Jones (15607815) (LOCKED),Jarvis Landry (15607865) (LOCKED),Adam Thielen (15607807) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Ronald Jones II (15607621),Bengals (15608302) (LOCKED),,
2289467288,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Kalif Raymond (15607945) (LOCKED),Darius Slayton (15607849) (LOCKED),Darren Fells (15608137) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2289467416,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Matt Ryan (15607538) (LOCKED),Derrick Henry (15607597) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darnell Mooney (15608011) (LOCKED),Calvin Ridley (15607805) (LOCKED),Hayden Hurst (15608125) (LOCKED),Aaron Jones (15607595),Browns (15608296) (LOCKED),,WR,Randall Cobb (15607891) (LOCKED),Randall Cobb,15607891,WR/FLEX,4400,In Progress,HOU,10.2
2289467417,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Tom Brady (15607540),Derrick Henry (15607597) (LOCKED),Alexander Mattison (15607599) (LOCKED),Chris Godwin (15607821),Scotty Miller (15607899),Marquez Valdes-Scantling (15607883),T.J. Hockenson (15608113) (LOCKED),David Montgomery (15607623) (LOCKED),Eagles (15608298) (LOCKED),,QB,Blaine Gabbert (15607575),Blaine Gabbert,15607575,QB,4400,GB@TB 10/18/2020 04:25PM ET,TB,0
2289467418,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Baker Mayfield (15607549) (LOCKED),Derrick Henry (15607597) (LOCKED),Alexander Mattison (15607599) (LOCKED),Odell Beckham Jr. (15607823) (LOCKED),Darnell Mooney (15608011) (LOCKED),JuJu Smith-Schuster (15607817) (LOCKED),Austin Hooper (15608135) (LOCKED),Aaron Jones (15607595),Vikings (15608300) (LOCKED),,TE,Rob Gronkowski (15608127),Rob Gronkowski,15608127,TE/FLEX,4400,GB@TB 10/18/2020 04:25PM ET,TB,5.2
2289467419,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Matthew Stafford (15607542) (LOCKED),Todd Gurley II (15607613) (LOCKED),David Montgomery (15607623) (LOCKED),Keelan Cole (15607867) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Terry McLaurin (15607841) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Aaron Jones (15607595),Dolphins (15608293),,TE,Dallas Goedert (15608129) (LOCKED),Dallas Goedert,15608129,TE/FLEX,4300,In Progress,PHI,11.93
2289467420,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Nick Foles (15607548) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darnell Mooney (15608011) (LOCKED),DJ Moore (15607837) (LOCKED),Jimmy Graham (15608119) (LOCKED),Aaron Jones (15607595),Dolphins (15608293),,QB,P.J. Walker (15607576) (LOCKED),P.J. Walker,15607576,QB,4300,In Progress,CAR,0
2289467421,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Matthew Stafford (15607542) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Keelan Cole (15607867) (LOCKED),Kenny Golladay (15607831) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Evan Engram (15608123) (LOCKED),Joe Mixon (15607615) (LOCKED),Giants (15608289) (LOCKED),,WR,Anthony Miller (15607895) (LOCKED),Anthony Miller,15607895,WR/FLEX,4300,In Progress,CHI,8.4
2289467422,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Ryan Tannehill (15607546) (LOCKED),James Conner (15607601) (LOCKED),Alexander Mattison (15607599) (LOCKED),A.J. Brown (15607845) (LOCKED),Randall Cobb (15607891) (LOCKED),Kalif Raymond (15607945) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Aaron Jones (15607595),Steelers (15608285) (LOCKED),,WR,Curtis Samuel (15607897) (LOCKED),Curtis Samuel,15607897,WR/FLEX,4300,In Progress,CAR,8.72
2289467423,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Joe Burrow (15607554) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Tyler Boyd (15607839) (LOCKED),T.Y. Hilton (15607861) (LOCKED),Adam Thielen (15607807) (LOCKED),Drew Sample (15608147) (LOCKED),David Montgomery (15607623) (LOCKED),Giants (15608289) (LOCKED),,RB,Phillip Lindsay (15607651) (LOCKED),Phillip Lindsay,15607651,RB/FLEX,4300,In Progress,DEN,4.5
2289467424,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Daniel Jones (15607553) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Robby Anderson (15607825) (LOCKED),Dontrelle Inman (15607927) (LOCKED),Golden Tate (15607885) (LOCKED),Evan Engram (15608123) (LOCKED),Aaron Jones (15607595),Broncos (15608286) (LOCKED),,RB,J.K. Dobbins (15607653) (LOCKED),J.K. Dobbins,15607653,RB/FLEX,4200,In Progress,BAL,8.18
2289467425,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Philip Rivers (15607547) (LOCKED),Alexander Mattison (15607599) (LOCKED),James Robinson (15607607) (LOCKED),Tee Higgins (15607879) (LOCKED),T.Y. Hilton (15607861) (LOCKED),Zach Pascal (15607877) (LOCKED),Jonnu Smith (15608115) (LOCKED),Aaron Jones (15607595),Panthers (15608292) (LOCKED),,WR,James Washington (15607901) (LOCKED),James Washington,15607901,WR/FLEX,4200,In Progress,PIT,7.68
2289467426,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Matthew Stafford (15607542) (LOCKED),David Montgomery (15607623) (LOCKED),Jonathan Taylor (15607611) (LOCKED),Danny Amendola (15607903) (LOCKED),A.J. Brown (15607845) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Aaron Jones (15607595),Eagles (15608298) (LOCKED),,WR,Scotty Miller (15607899),Scotty Miller,15607899,WR/FLEX,4200,GB@TB 10/18/2020 04:25PM ET,TB,11.68
2289467427,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Ryan Tannehill (15607546) (LOCKED),Alexander Mattison (15607599) (LOCKED),James Robinson (15607607) (LOCKED),Randall Cobb (15607891) (LOCKED),Adam Humphries (15607909) (LOCKED),Terry McLaurin (15607841) (LOCKED),Jonnu Smith (15608115) (LOCKED),Joe Mixon (15607615) (LOCKED),Ravens (15608281) (LOCKED),,QB,Robert Griffin III (15607582) (LOCKED),Robert Griffin III,15607582,QB,4100,In Progress,BAL,-0.18
2289467428,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kyle Allen (15607561) (LOCKED),Derrick Henry (15607597) (LOCKED),Alexander Mattison (15607599) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darius Slayton (15607849) (LOCKED),Isaiah Wright (15608019) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Kareem Hunt (15607605) (LOCKED),Patriots (15608282) (LOCKED),,WR,Greg Ward (15607907) (LOCKED),Greg Ward,15607907,WR/FLEX,4100,In Progress,PHI,10.12
2289467429,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Lamar Jackson (15607534) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),Miles Boykin (15607919) (LOCKED),Marquise Brown (15607819) (LOCKED),Travis Fulgham (15607893) (LOCKED),Jonnu Smith (15608115) (LOCKED),Aaron Jones (15607595),Falcons (15608301) (LOCKED),,RB,Matt Breida (15607655),Matt Breida,15607655,RB/FLEX,4100,NYJ@MIA 10/18/2020 04:05PM ET,MIA,4.44
2289467430,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Ryan Tannehill (15607546) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Will Fuller V (15607813) (LOCKED),Terry McLaurin (15607841) (LOCKED),Kalif Raymond (15607945) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Steelers (15608285) (LOCKED),,WR,Breshad Perriman (15607905),Breshad Perriman,15607905,WR/FLEX,4100,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,3.95
2289473493,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Ryan Tannehill (15607546) (LOCKED),David Johnson (15607627) (LOCKED),James Robinson (15607607) (LOCKED),Chase Claypool (15607853) (LOCKED),Kalif Raymond (15607945) (LOCKED),Adam Thielen (15607807) (LOCKED),Jonnu Smith (15608115) (LOCKED),Aaron Jones (15607595),Bears (15608287) (LOCKED),,QB,Ryan Finley (15607581) (LOCKED),Ryan Finley,15607581,QB,4100,In Progress,CIN,0
2289480215,Jose Cuervo Touchdowns + Tequila,94218097,$0,Daniel Jones (15607553) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darnell Mooney (15608011) (LOCKED),Darius Slayton (15607849) (LOCKED),Evan Engram (15608123) (LOCKED),James Robinson (15607607) (LOCKED),Ravens (15608281) (LOCKED),,QB,Chase Daniel (15607580) (LOCKED),Chase Daniel,15607580,QB,4100,In Progress,DET,0
2289480216,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darnell Mooney (15608011) (LOCKED),Calvin Ridley (15607805) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),James Robinson (15607607) (LOCKED),Broncos (15608286) (LOCKED),,WR,Danny Amendola (15607903) (LOCKED),Danny Amendola,15607903,WR/FLEX,4100,In Progress,DET,6.92
2289480217,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Kenny Golladay (15607831) (LOCKED),Terry McLaurin (15607841) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Tyler Eifert (15608145) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Ravens (15608281) (LOCKED),,QB,Colt McCoy (15607579) (LOCKED),Colt McCoy,15607579,QB,4100,In Progress,NYG,0
2289480218,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Adam Thielen (15607807) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Jets (15608299),,QB,Logan Woodside (15607578) (LOCKED),Logan Woodside,15607578,QB,4100,In Progress,TEN,0
2289480219,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Justin Jefferson (15607835) (LOCKED),Terry McLaurin (15607841) (LOCKED),Adam Thielen (15607807) (LOCKED),Hayden Hurst (15608125) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Bengals (15608302) (LOCKED),,TE,Eric Ebron (15608131) (LOCKED),Eric Ebron,15608131,TE/FLEX,4100,In Progress,PIT,8.65
2289480220,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Julio Jones (15607815) (LOCKED),Jarvis Landry (15607865) (LOCKED),Adam Thielen (15607807) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Ronald Jones II (15607621),Bengals (15608302) (LOCKED),,QB,Tim Boyle (15607577),Tim Boyle,15607577,QB,4100,GB@TB 10/18/2020 04:25PM ET,GB,-0.13
2289480221,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Kalif Raymond (15607945) (LOCKED),Darius Slayton (15607849) (LOCKED),Darren Fells (15608137) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,DST,Patriots  (15608282) (LOCKED),Patriots ,15608282,DST,4100,In Progress,NE,9
2289480222,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Baker Mayfield (15607549) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Odell Beckham Jr. (15607823) (LOCKED),Jarvis Landry (15607865) (LOCKED),Terry McLaurin (15607841) (LOCKED),Eric Ebron (15608131) (LOCKED),James Robinson (15607607) (LOCKED),Bengals (15608302) (LOCKED),,QB,Trace McSorley (15607589) (LOCKED),Trace McSorley,15607589,QB,4000,In Progress,BAL,0
2289480223,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Kenny Golladay (15607831) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Darnell Mooney (15608011) (LOCKED),Tyler Eifert (15608145) (LOCKED),Aaron Jones (15607595),Patriots (15608282) (LOCKED),,QB,Nate Sudfeld (15607590) (LOCKED),Nate Sudfeld,15607590,QB,4000,In Progress,PHI,0
2289480224,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Keelan Cole (15607867) (LOCKED),Darnell Mooney (15608011) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Aaron Jones (15607595),WAS Football Team (15608288) (LOCKED),,RB,Gus Edwards (15607791) (LOCKED),Gus Edwards,15607791,RB/FLEX,4000,In Progress,BAL,3.84
2289480225,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),David Johnson (15607627) (LOCKED),Justin Jefferson (15607835) (LOCKED),Julio Jones (15607815) (LOCKED),Terry McLaurin (15607841) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Aaron Jones (15607595),Lions (15608291) (LOCKED),,RB,Justice Hill (15607793) (LOCKED),Justice Hill,15607793,RB/FLEX,4000,In Progress,BAL,0
2289480226,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Julio Jones (15607815) (LOCKED),Darnell Mooney (15608011) (LOCKED),Adam Thielen (15607807) (LOCKED),Kyle Rudolph (15608139) (LOCKED),David Johnson (15607627) (LOCKED),Colts (15608283) (LOCKED),,RB,Patrick Ricard (15607795) (LOCKED),Patrick Ricard,15607795,RB/FLEX,4000,In Progress,BAL,1.92
2289480227,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Will Fuller V (15607813) (LOCKED),Darnell Mooney (15608011) (LOCKED),Jonnu Smith (15608115) (LOCKED),Joe Mixon (15607615) (LOCKED),Broncos (15608286) (LOCKED),,RB,Boston Scott (15607797) (LOCKED),Boston Scott,15607797,RB/FLEX,4000,In Progress,PHI,3.12
2289480228,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Russell Gage (15607873) (LOCKED),T.Y. Hilton (15607861) (LOCKED),Adam Thielen (15607807) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Aaron Jones (15607595),Panthers (15608292) (LOCKED),,RB,Corey Clement (15607799) (LOCKED),Corey Clement,15607799,RB/FLEX,4000,In Progress,PHI,1.3
2289480229,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Joe Mixon (15607615) (LOCKED),A.J. Brown (15607845) (LOCKED),Calvin Ridley (15607805) (LOCKED),Adam Thielen (15607807) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Buccaneers (15608290),,RB,Jason Huntley (15607801) (LOCKED),Jason Huntley,15607801,RB/FLEX,4000,In Progress,PHI,0.1
2289480230,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kyle Allen (15607561) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Kenny Golladay (15607831) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darius Slayton (15607849) (LOCKED),Logan Thomas (15608151) (LOCKED),Aaron Jones (15607595),Jets (15608299),,QB,James Morgan (15607588),James Morgan,15607588,QB,4000,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,0
2289480231,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Baker Mayfield (15607549) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Chase Claypool (15607853) (LOCKED),Jarvis Landry (15607865) (LOCKED),Austin Hooper (15608135) (LOCKED),Aaron Jones (15607595),WAS Football Team (15608288) (LOCKED),,RB,Frank Gore (15607775),Frank Gore,15607775,RB/FLEX,4000,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,4.7
2289480232,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Joe Mixon (15607615) (LOCKED),A.J. Brown (15607845) (LOCKED),Keelan Cole (15607867) (LOCKED),Kenny Golladay (15607831) (LOCKED),Tyler Eifert (15608145) (LOCKED),Aaron Jones (15607595),Browns (15608296) (LOCKED),,RB,La'Mical Perine (15607777),La'Mical Perine,15607777,RB/FLEX,4000,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,1.88
2289480233,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Daniel Jones (15607553) (LOCKED),Mike Davis (15607603) (LOCKED),Todd Gurley II (15607613) (LOCKED),A.J. Brown (15607845) (LOCKED),Terry McLaurin (15607841) (LOCKED),Golden Tate (15607885) (LOCKED),Evan Engram (15608123) (LOCKED),Aaron Jones (15607595),Dolphins (15608293),,RB,Ty Johnson (15607779),Ty Johnson,15607779,RB/FLEX,4000,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,0
2289480234,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Justin Jefferson (15607835) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Kyle Rudolph (15608139) (LOCKED),James Conner (15607601) (LOCKED),Ravens (15608281) (LOCKED),,RB,Patrick Laird (15607781),Patrick Laird,15607781,RB/FLEX,4000,NYJ@MIA 10/18/2020 04:05PM ET,MIA,0.97
2289480235,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),Todd Gurley II (15607613) (LOCKED),A.J. Brown (15607845) (LOCKED),Brandin Cooks (15607859) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Jonnu Smith (15608115) (LOCKED),Aaron Jones (15607595),Falcons (15608301) (LOCKED),,RB,Jordan Howard (15607783),Jordan Howard,15607783,RB/FLEX,4000,NYJ@MIA 10/18/2020 04:05PM ET,MIA,5.02
2289480236,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Philip Rivers (15607547) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Tee Higgins (15607879) (LOCKED),T.Y. Hilton (15607861) (LOCKED),Adam Thielen (15607807) (LOCKED),Trey Burton (15608155) (LOCKED),James Robinson (15607607) (LOCKED),Titans (15608294) (LOCKED),,RB,Malcolm Perry (15607785),Malcolm Perry,15607785,RB/FLEX,4000,NYJ@MIA 10/18/2020 04:05PM ET,MIA,0
2289480237,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Chris Godwin (15607821),Darnell Mooney (15608011) (LOCKED),Marquez Valdes-Scantling (15607883),Rob Gronkowski (15608127),James Robinson (15607607) (LOCKED),Colts (15608283) (LOCKED),,RB,Salvon Ahmed (15607787),Salvon Ahmed,15607787,RB/FLEX,4000,NYJ@MIA 10/18/2020 04:05PM ET,MIA,0
2289480238,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Danny Amendola (15607903) (LOCKED),Terry McLaurin (15607841) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Joe Mixon (15607615) (LOCKED),Dolphins (15608293),,RB,Chandler Cox (15607789),Chandler Cox,15607789,RB/FLEX,4000,NYJ@MIA 10/18/2020 04:05PM ET,MIA,0.58
2289480239,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Alexander Mattison (15607599) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darnell Mooney (15608011) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Hayden Hurst (15608125) (LOCKED),Aaron Jones (15607595),Giants (15608289) (LOCKED),,QB,Jacob Eason (15607587) (LOCKED),Jacob Eason,15607587,QB,4000,In Progress,IND,0
2289480240,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Darnell Mooney (15608011) (LOCKED),Adam Thielen (15607807) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Hayden Hurst (15608125) (LOCKED),James Robinson (15607607) (LOCKED),Patriots (15608282) (LOCKED),,RB,Nyheim Hines (15607763) (LOCKED),Nyheim Hines,15607763,RB/FLEX,4000,In Progress,IND,10
2289480241,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Alexander Mattison (15607599) (LOCKED),Chase Claypool (15607853) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Tyler Eifert (15608145) (LOCKED),Aaron Jones (15607595),Panthers (15608292) (LOCKED),,RB,Jordan Wilkins (15607765) (LOCKED),Jordan Wilkins,15607765,RB/FLEX,4000,In Progress,IND,2.74
2289480242,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Daniel Jones (15607553) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darius Slayton (15607849) (LOCKED),Golden Tate (15607885) (LOCKED),Eric Ebron (15608131) (LOCKED),Aaron Jones (15607595),Patriots (15608282) (LOCKED),,RB,Marlon Mack (15607767) (LOCKED),Marlon Mack,15607767,RB/FLEX,4000,In Progress,IND,8.6
2289480243,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Kenny Golladay (15607831) (LOCKED),Justin Jefferson (15607835) (LOCKED),Julio Jones (15607815) (LOCKED),Kyle Rudolph (15608139) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Browns (15608296) (LOCKED),,RB,Giovani Bernard (15607769) (LOCKED),Giovani Bernard,15607769,RB/FLEX,4000,In Progress,CIN,5.22
2289480244,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Keelan Cole (15607867) (LOCKED),Kenny Golladay (15607831) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Eric Ebron (15608131) (LOCKED),Ronald Jones II (15607621),Patriots (15608282) (LOCKED),,RB,Samaje Perine (15607771) (LOCKED),Samaje Perine,15607771,RB/FLEX,4000,In Progress,CIN,0
