Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2250440152,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tee Higgins (15512841) (LOCKED),DJ Moore (15512789) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Tyler Eifert (15513135) (LOCKED),Chris Carson (15512515) (LOCKED),Ravens (15513305) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2259676322,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),A.J. Green (15512793) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Buccaneers (15513311) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2259681202,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),DJ Moore (15512789) (LOCKED),Adam Thielen (15512759) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),Chris Carson (15512515) (LOCKED),Bears (15513317),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2259681203,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Keelan Cole (15512845) (LOCKED),DK Metcalf (15512747) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Drew Sample (15513137) (LOCKED),Kenyan Drake (15512519) (LOCKED),Bears (15513317),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2259681204,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Justin Jefferson (15512803) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Adam Thielen (15512759) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Bengals (15513320) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2259681205,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Derek Carr (15512450),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Cole Beasley (15512831),Brandin Cooks (15512837) (LOCKED),Hunter Renfrow (15512833),Darren Waller (15513101),Chris Carson (15512515) (LOCKED),Buccaneers (15513311) (LOCKED),,
2259681206,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),Keelan Cole (15512845) (LOCKED),DeVante Parker (15512785) (LOCKED),Tyler Eifert (15513135) (LOCKED),Mike Davis (15512527) (LOCKED),Vikings (15513322) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2259681336,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Josh Allen (15512428),Chris Carson (15512515) (LOCKED),Kenyan Drake (15512519) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Brandin Cooks (15512837) (LOCKED),Stefon Diggs (15512749),Darren Waller (15513101),Devin Singletary (15512521),Lions (15513328) (LOCKED),,QB,Case Keenum (15512464) (LOCKED),Case Keenum,15512464,QB,4600,In Progress,CLE,0
2259681337,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Joe Burrow (15512435) (LOCKED),Chris Carson (15512515) (LOCKED),Dalvin Cook (15512497) (LOCKED),Tyler Boyd (15512773) (LOCKED),A.J. Green (15512793) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Mike Davis (15512527) (LOCKED),Colts (15513313),,WR,Golden Tate (15512835),Golden Tate,15512835,WR/FLEX,4600,NYG@LAR 10/04/2020 04:05PM ET,NYG,9.15
2259681338,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Matthew Stafford (15512439) (LOCKED),Chris Carson (15512515) (LOCKED),Kenyan Drake (15512519) (LOCKED),Amari Cooper (15512755) (LOCKED),Kenny Golladay (15512777) (LOCKED),Tre'Quan Smith (15512815) (LOCKED),T.J. Hockenson (15513107) (LOCKED),David Montgomery (15512535),Bills (15513308),,QB,Matt Barkley (15512463),Matt Barkley,15512463,QB,4600,BUF@LV 10/04/2020 04:25PM ET,BUF,0
2259681339,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Baker Mayfield (15512442) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Brandin Cooks (15512837) (LOCKED),Allen Robinson II (15512753),Dalton Schultz (15513113) (LOCKED),Nick Chubb (15512503) (LOCKED),Rams (15513306),,WR,Hunter Renfrow (15512833),Hunter Renfrow,15512833,WR/FLEX,4600,BUF@LV 10/04/2020 04:25PM ET,LV,10.4
2259681340,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),KhaDarel Hodge (15512919) (LOCKED),DeAndre Hopkins (15512739) (LOCKED),CeeDee Lamb (15512799) (LOCKED),Dalton Schultz (15513113) (LOCKED),Devin Singletary (15512521),Buccaneers (15513311) (LOCKED),,RB,Sony Michel (15512561),Sony Michel,15512561,RB/FLEX,4600,Postponed,NE,10.2
2259681341,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Deshaun Watson (15512432) (LOCKED),Chris Carson (15512515) (LOCKED),Kenyan Drake (15512519) (LOCKED),Randall Cobb (15512823) (LOCKED),Brandin Cooks (15512837) (LOCKED),Adam Thielen (15512759) (LOCKED),Darren Waller (15513101),Jonathan Taylor (15512509),Buccaneers (15513311) (LOCKED),,QB,P.J. Walker (15512466) (LOCKED),P.J. Walker,15512466,QB,4500,In Progress,CAR,0
2259681342,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Ryan Fitzpatrick (15512448) (LOCKED),Dalvin Cook (15512497) (LOCKED),Mike Davis (15512527) (LOCKED),Kenny Golladay (15512777) (LOCKED),DK Metcalf (15512747) (LOCKED),Preston Williams (15512839) (LOCKED),Mike Gesicki (15513103) (LOCKED),David Montgomery (15512535),Buccaneers (15513311) (LOCKED),,WR,Andy Isabella (15512843) (LOCKED),Andy Isabella,15512843,WR/FLEX,4500,In Progress,ARI,9.6
2259681343,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Joe Burrow (15512435) (LOCKED),Chris Carson (15512515) (LOCKED),Dalvin Cook (15512497) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Tyler Boyd (15512773) (LOCKED),Tee Higgins (15512841) (LOCKED),Tyler Eifert (15513135) (LOCKED),Kenyan Drake (15512519) (LOCKED),Rams (15513306),,RB,Antonio Gibson (15512563) (LOCKED),Antonio Gibson,15512563,RB/FLEX,4500,In Progress,WAS,10.87
2259681344,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Russell Wilson (15512426) (LOCKED),Mike Davis (15512527) (LOCKED),Ronald Jones II (15512555) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Brandin Cooks (15512837) (LOCKED),DK Metcalf (15512747) (LOCKED),Mike Gesicki (15513103) (LOCKED),Chris Carson (15512515) (LOCKED),Colts (15513313),,QB,Blaine Gabbert (15512465) (LOCKED),Blaine Gabbert,15512465,QB,4500,In Progress,TB,0
2259681345,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Dalvin Cook (15512497) (LOCKED),Kenyan Drake (15512519) (LOCKED),Keelan Cole (15512845) (LOCKED),Kenny Golladay (15512777) (LOCKED),DK Metcalf (15512747) (LOCKED),Tyler Eifert (15513135) (LOCKED),Joe Mixon (15512525) (LOCKED),Rams (15513306),,WR,Preston Williams (15512839) (LOCKED),Preston Williams,15512839,WR/FLEX,4500,In Progress,MIA,6.8
2259681346,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Derek Carr (15512450),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Tyler Boyd (15512773) (LOCKED),Brandin Cooks (15512837) (LOCKED),Stefon Diggs (15512749),Darren Waller (15513101),Josh Jacobs (15512507),Colts (15513313),,WR,Tee Higgins (15512841) (LOCKED),Tee Higgins,15512841,WR/FLEX,4500,In Progress,CIN,9.17
2259681347,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Dak Prescott (15512429) (LOCKED),Kenyan Drake (15512519) (LOCKED),Joe Mixon (15512525) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Amari Cooper (15512755) (LOCKED),Michael Gallup (15512771) (LOCKED),T.J. Hockenson (15513107) (LOCKED),David Montgomery (15512535),Dolphins (15513330) (LOCKED),,WR,Keelan Cole (15512845) (LOCKED),Keelan Cole,15512845,WR/FLEX,4500,In Progress,JAX,13.93
2259681348,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Matthew Stafford (15512439) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Deonte Harris (15512909) (LOCKED),DeAndre Hopkins (15512739) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Jonathan Taylor (15512509),Rams (15513306),,WR,Brandin Cooks (15512837) (LOCKED),Brandin Cooks,15512837,WR/FLEX,4500,In Progress,HOU,7.93
2259681349,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Matthew Stafford (15512439) (LOCKED),Chris Carson (15512515) (LOCKED),Dalvin Cook (15512497) (LOCKED),Tyler Boyd (15512773) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Emmanuel Sanders (15512821) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Kenyan Drake (15512519) (LOCKED),Buccaneers (15513311) (LOCKED),,RB,Wayne Gallman Jr. (15512565),Wayne Gallman Jr.,15512565,RB/FLEX,4500,NYG@LAR 10/04/2020 04:05PM ET,NYG,2.9
2252889700,Week 3 Free Reignmaker Contest,93171247,$0,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tee Higgins (15512841) (LOCKED),DJ Moore (15512789) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Tyler Eifert (15513135) (LOCKED),Chris Carson (15512515) (LOCKED),Ravens (15513305) (LOCKED),,WR,Zach Pascal (15512855),Zach Pascal,15512855,WR/FLEX,4400,IND@CHI 10/04/2020 04:25PM ET,IND,6.7
2252907612,Week 3 Free Reignmaker Contest,93171247,$0,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),A.J. Green (15512793) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Buccaneers (15513311) (LOCKED),,WR,Larry Fitzgerald (15512847) (LOCKED),Larry Fitzgerald,15512847,WR/FLEX,4400,In Progress,ARI,6.8
2252917396,Week 3 Free Reignmaker Contest,93171247,$0,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),DJ Moore (15512789) (LOCKED),Adam Thielen (15512759) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),Chris Carson (15512515) (LOCKED),Bears (15513317),,WR,Christian Kirk (15512853) (LOCKED),Christian Kirk,15512853,WR/FLEX,4400,In Progress,ARI,4.5
2259696622,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Keelan Cole (15512845) (LOCKED),DK Metcalf (15512747) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Drew Sample (15513137) (LOCKED),Kenyan Drake (15512519) (LOCKED),Bears (15513317),,QB,Alex Smith (15512471) (LOCKED),Alex Smith,15512471,QB,4400,In Progress,WAS,0
2259696623,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Justin Jefferson (15512803) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Adam Thielen (15512759) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Bengals (15513320) (LOCKED),,QB,Geno Smith (15512470) (LOCKED),Geno Smith,15512470,QB,4400,In Progress,SEA,0
2259696624,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Cole Beasley (15512831),Brandin Cooks (15512837) (LOCKED),Hunter Renfrow (15512833),Darren Waller (15513101),Chris Carson (15512515) (LOCKED),Buccaneers (15513311) (LOCKED),,QB,Ryan Finley (15512469) (LOCKED),Ryan Finley,15512469,QB,4400,In Progress,CIN,0
2259696625,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),Keelan Cole (15512845) (LOCKED),DeVante Parker (15512785) (LOCKED),Tyler Eifert (15513135) (LOCKED),Mike Davis (15512527) (LOCKED),Vikings (15513322) (LOCKED),,RB,Giovani Bernard (15512569) (LOCKED),Giovani Bernard,15512569,RB/FLEX,4400,In Progress,CIN,7.6
2259696626,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),David Moore (15512903) (LOCKED),DeVante Parker (15512785) (LOCKED),Greg Olsen (15513117) (LOCKED),Mike Davis (15512527) (LOCKED),Giants (15513325),,WR,Laviska Shenault Jr. (15512851) (LOCKED),Laviska Shenault Jr.,15512851,WR/FLEX,4400,In Progress,JAX,10.77
2259696627,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Chris Conley (15512889) (LOCKED),A.J. Green (15512793) (LOCKED),Tyler Lockett (15512743) (LOCKED),Tyler Eifert (15513135) (LOCKED),Kenyan Drake (15512519) (LOCKED),Giants (15513325),,QB,John Wolford (15512468),John Wolford,15512468,QB,4400,NYG@LAR 10/04/2020 04:05PM ET,LAR,0
2259696628,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),CeeDee Lamb (15512799) (LOCKED),Jarvis Landry (15512809) (LOCKED),Darren Waller (15513101),Mike Davis (15512527) (LOCKED),Giants (15513325),,RB,Dion Lewis (15512567),Dion Lewis,15512567,RB/FLEX,4400,NYG@LAR 10/04/2020 04:05PM ET,NYG,5.9
2259696629,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),DK Metcalf (15512747) (LOCKED),David Moore (15512903) (LOCKED),Preston Williams (15512839) (LOCKED),Jordan Akins (15513143) (LOCKED),David Montgomery (15512535),Bengals (15513320) (LOCKED),,TE,Evan Engram (15513111),Evan Engram,15513111,TE/FLEX,4400,NYG@LAR 10/04/2020 04:05PM ET,NYG,6.87
2259696630,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Chris Conley (15512889) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Drew Sample (15513137) (LOCKED),Chris Carson (15512515) (LOCKED),Rams (15513306),,QB,Jake Fromm (15512467),Jake Fromm,15512467,QB,4400,BUF@LV 10/04/2020 04:25PM ET,BUF,0
2259696631,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Keelan Cole (15512845) (LOCKED),Tee Higgins (15512841) (LOCKED),Darren Waller (15513101),David Montgomery (15512535),Giants (15513325),,WR,Sammy Watkins (15512849),Sammy Watkins,15512849,WR/FLEX,4400,Postponed,KC,12.27
2259696632,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Will Fuller V (15512779) (LOCKED),Justin Jefferson (15512803) (LOCKED),DeVante Parker (15512785) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),Kenyan Drake (15512519) (LOCKED),Colts (15513313),,RB,D'Andre Swift (15512571) (LOCKED),D'Andre Swift,15512571,RB/FLEX,4300,In Progress,DET,8.8
2259696633,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Nelson Agholor (15512895),Stefon Diggs (15512749),Marvin Jones Jr. (15512817) (LOCKED),Darren Waller (15513101),Mike Davis (15512527) (LOCKED),Vikings (15513322) (LOCKED),,QB,Robert Griffin III (15512474) (LOCKED),Robert Griffin III,15512474,QB,4300,In Progress,BAL,0.26
2259696634,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),Justin Jefferson (15512803) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Jordan Akins (15513143) (LOCKED),Chris Carson (15512515) (LOCKED),Rams (15513306),,QB,Mike Glennon (15512473) (LOCKED),Mike Glennon,15512473,QB,4300,In Progress,JAX,0
2259696635,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Brandin Cooks (15512837) (LOCKED),Michael Gallup (15512771) (LOCKED),Austin Hooper (15513119) (LOCKED),Kenyan Drake (15512519) (LOCKED),Buccaneers (15513311) (LOCKED),,TE,Dalton Schultz (15513113) (LOCKED),Dalton Schultz,15513113,TE/FLEX,4300,In Progress,DAL,11.23
2259696636,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Isaiah Ford (15512891) (LOCKED),Reece Fountain (15513077),DK Metcalf (15512747) (LOCKED),Greg Olsen (15513117) (LOCKED),Kenyan Drake (15512519) (LOCKED),Vikings (15513322) (LOCKED),,QB,Sean Mannion (15512472) (LOCKED),Sean Mannion,15512472,QB,4300,In Progress,MIN,0
2259696637,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),Brandin Cooks (15512837) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Drew Sample (15513137) (LOCKED),Mike Davis (15512527) (LOCKED),Bills (15513308),,RB,Zack Moss (15512573),Zack Moss,15512573,RB/FLEX,4300,BUF@LV 10/04/2020 04:25PM ET,BUF,7.7
2259696638,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Reece Fountain (15513077),Will Fuller V (15512779) (LOCKED),Adam Thielen (15512759) (LOCKED),Kyle Rudolph (15513141) (LOCKED),Joe Mixon (15512525) (LOCKED),Ravens (15513305) (LOCKED),,RB,Jalen Richard (15512575),Jalen Richard,15512575,RB/FLEX,4300,BUF@LV 10/04/2020 04:25PM ET,LV,5.43
2259696639,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),Justin Jefferson (15512803) (LOCKED),DK Metcalf (15512747) (LOCKED),Kyle Rudolph (15513141) (LOCKED),David Montgomery (15512535),Cowboys (15513314) (LOCKED),,WR,Mecole Hardman (15512857),Mecole Hardman,15512857,WR/FLEX,4300,Postponed,KC,9
2259696640,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Chris Conley (15512889) (LOCKED),A.J. Green (15512793) (LOCKED),Tee Higgins (15512841) (LOCKED),Darren Waller (15513101),Mike Davis (15512527) (LOCKED),Colts (15513313),,RB,Ryan Nall (15512581),Ryan Nall,15512581,RB/FLEX,4200,IND@CHI 10/04/2020 04:25PM ET,CHI,0.4
2259696641,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Randall Cobb (15512823) (LOCKED),Brandin Cooks (15512837) (LOCKED),Allen Robinson II (15512753),Irv Smith Jr. (15513213) (LOCKED),Mike Davis (15512527) (LOCKED),Seahawks (15513312) (LOCKED),,RB,Chase Edmonds (15512577) (LOCKED),Chase Edmonds,15512577,RB/FLEX,4200,In Progress,ARI,7.73
2259696642,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Brandin Cooks (15512837) (LOCKED),Tyler Eifert (15513135) (LOCKED),Kenyan Drake (15512519) (LOCKED),Bills (15513308),,RB,Benny Snell Jr. (15512579),Benny Snell Jr.,15512579,RB/FLEX,4200,Postponed,PIT,5.17
2259696643,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Mike Davis (15512527) (LOCKED),Alvin Kamara (15512493) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Amari Cooper (15512755) (LOCKED),DeVante Parker (15512785) (LOCKED),Austin Hooper (15513119) (LOCKED),David Montgomery (15512535),Vikings (15513322) (LOCKED),,TE,Eric Ebron (15513115),Eric Ebron,15513115,TE/FLEX,4200,Postponed,PIT,8.77
2259696644,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),Hunter Renfrow (15512833),Adam Thielen (15512759) (LOCKED),Darren Fells (15513147) (LOCKED),Kenyan Drake (15512519) (LOCKED),Giants (15513325),,WR,Mike Williams (15512859) (LOCKED),Mike Williams,15512859,WR/FLEX,4200,In Progress,LAC,5.67
2259696645,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Cole Beasley (15512831),John Brown (15512805),Hunter Renfrow (15512833),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Seahawks (15513312) (LOCKED),,QB,Andy Dalton (15512475) (LOCKED),Andy Dalton,15512475,QB,4200,In Progress,DAL,0
2259696646,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Reece Fountain (15513077),Tyler Lockett (15512743) (LOCKED),David Moore (15512903) (LOCKED),Mike Gesicki (15513103) (LOCKED),Ronald Jones II (15512555) (LOCKED),Jaguars (15513318) (LOCKED),,QB,Taysom Hill (15512476) (LOCKED),Taysom Hill,15512476,QB,4100,In Progress,NO,2.24
2259696647,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Justin Jefferson (15512803) (LOCKED),Jarvis Landry (15512809) (LOCKED),Adam Thielen (15512759) (LOCKED),Darren Fells (15513147) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ravens (15513305) (LOCKED),,WR,Michael Pittman Jr. (15512865),Michael Pittman Jr.,15512865,WR/FLEX,4100,IND@CHI 10/04/2020 04:25PM ET,IND,5.43
2259696648,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),Keelan Cole (15512845) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Darren Waller (15513101),David Johnson (15512531) (LOCKED),Rams (15513306),,QB,Chris Streveler (15512483) (LOCKED),Chris Streveler,15512483,QB,4100,In Progress,ARI,0.1
2259696649,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),Amari Cooper (15512755) (LOCKED),CeeDee Lamb (15512799) (LOCKED),Austin Hooper (15513119) (LOCKED),Mike Davis (15512527) (LOCKED),WAS Football Team (15513329) (LOCKED),,QB,Kyle Allen (15512482) (LOCKED),Kyle Allen,15512482,QB,4100,In Progress,WAS,0
2259696650,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),Reece Fountain (15513077),A.J. Green (15512793) (LOCKED),Tyler Eifert (15513135) (LOCKED),Chris Carson (15512515) (LOCKED),Buccaneers (15513311) (LOCKED),,QB,Logan Woodside (15512481),Logan Woodside,15512481,QB,4100,Postponed,TEN,0
