Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2270734651,NFL Wrangler Let the Games Begin,93172533,$0,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,1. Column A lists all of your contest entries for this draftgroup
2270711717,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,2. Your current lineup is listed next to each entry (blank for reservations)
2270711718,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2270711719,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2270711720,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,5. For faster processing only include entries you are changing in the file you upload
2270711721,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,
2270711722,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2270734675,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Kyle Allen (15560271),Kyle Allen,15560271,QB,4100,LAR@WAS 10/11/2020 01:00PM ET,WAS,0
2270734676,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Jalen Reagor (15560626),Jalen Reagor,15560626,WR/FLEX,4100,PHI@PIT 10/11/2020 01:00PM ET,PHI,7.3
2270734677,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Chase Claypool (15560632),Chase Claypool,15560632,WR/FLEX,4100,PHI@PIT 10/11/2020 01:00PM ET,PIT,9.3
2270734678,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Giovani Bernard (15560362),Giovani Bernard,15560362,RB/FLEX,4100,CIN@BAL 10/11/2020 01:00PM ET,CIN,6.18
2270734679,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Duke Johnson (15560364),Duke Johnson,15560364,RB/FLEX,4100,JAX@HOU 10/11/2020 01:00PM ET,HOU,4.45
2270734680,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Brandin Cooks (15560624),Brandin Cooks,15560624,WR/FLEX,4100,JAX@HOU 10/11/2020 01:00PM ET,HOU,5.95
2270734681,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Nathan Peterman (15560269),Nathan Peterman,15560269,QB,4100,LV@KC 10/11/2020 01:00PM ET,LV,0
2270734682,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Chad Henne (15560270),Chad Henne,15560270,QB,4100,LV@KC 10/11/2020 01:00PM ET,KC,0
2270734683,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Preston Williams (15560630),Preston Williams,15560630,WR/FLEX,4100,MIA@SF 10/11/2020 04:05PM ET,MIA,6.22
2270734684,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Andy Dalton (15560268),Andy Dalton,15560268,QB,4100,NYG@DAL 10/11/2020 04:25PM ET,DAL,0
2270734685,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Parris Campbell (15560628),Parris Campbell,15560628,WR/FLEX,4100,IND@CLE 10/11/2020 04:25PM ET,IND,7.35
2270734686,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Austin Hooper (15560876),Austin Hooper,15560876,TE/FLEX,4100,IND@CLE 10/11/2020 04:25PM ET,CLE,6.9
2270734687,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,J.J. Taylor (15560502),J.J. Taylor,15560502,RB/FLEX,4000,Postponed,NE,2.8
2270734688,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Jakob Johnson (15560504),Jakob Johnson,15560504,RB/FLEX,4000,Postponed,NE,2.18
2270734689,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Royce Freeman (15560506),Royce Freeman,15560506,RB/FLEX,4000,Postponed,DEN,3.22
2270734690,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,LeVante Bellamy (15560508),LeVante Bellamy,15560508,RB/FLEX,4000,Postponed,DEN,0
2270734691,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,James Morgan (15560279),James Morgan,15560279,QB,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,0
2270734692,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Frank Gore (15560366),Frank Gore,15560366,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,5.12
2270734693,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Eno Benjamin (15560492),Eno Benjamin,15560492,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,ARI,0
2270734694,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Jonathan Ward (15560494),Jonathan Ward,15560494,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,ARI,0
2270734695,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,La'Mical Perine (15560496),La'Mical Perine,15560496,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,2.5
2270734696,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Kalen Ballage (15560498),Kalen Ballage,15560498,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,5.67
2270734697,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Ty Johnson (15560500),Ty Johnson,15560500,RB/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,0
2270734698,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Breshad Perriman (15560638),Breshad Perriman,15560638,WR/FLEX,4000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,3.95
2270734699,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Trenton Cannon (15560480),Trenton Cannon,15560480,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,CAR,0
2270734700,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Alex Armah (15560482),Alex Armah,15560482,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,CAR,0.68
2270734701,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Brian Hill (15560484),Brian Hill,15560484,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,ATL,6.95
2270734702,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Ito Smith (15560486),Ito Smith,15560486,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,ATL,2.82
2270734703,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Qadree Ollison (15560488),Qadree Ollison,15560488,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,ATL,0
2270734704,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Keith Smith (15560490),Keith Smith,15560490,RB/FLEX,4000,CAR@ATL 10/11/2020 01:00PM ET,ATL,1
2270734705,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,J.D. McKissic (15560368),J.D. McKissic,15560368,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,WAS,6.25
2270734706,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Peyton Barber (15560470),Peyton Barber,15560470,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,WAS,4.02
2270734707,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Bryce Love (15560472),Bryce Love,15560472,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,WAS,0
2270734708,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Cam Akers (15560474),Cam Akers,15560474,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,LAR,3.3
2270734709,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Xavier Jones (15560476),Xavier Jones,15560476,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,LAR,0
2270734710,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Raymond Calais (15560478),Raymond Calais,15560478,RB/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,LAR,0
2270734711,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Josh Reynolds (15560634),Josh Reynolds,15560634,WR/FLEX,4000,LAR@WAS 10/11/2020 01:00PM ET,LAR,5.62
2270734712,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,DST,Rams  (15561042),Rams ,15561042,DST,4000,LAR@WAS 10/11/2020 01:00PM ET,LAR,6.5
2270734713,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Darrynton Evans (15560458),Darrynton Evans,15560458,RB/FLEX,4000,Postponed,TEN,0.9
2270734714,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Jeremy McNichols (15560460),Jeremy McNichols,15560460,RB/FLEX,4000,Postponed,TEN,0.73
2270734715,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Senorise Perry (15560462),Senorise Perry,15560462,RB/FLEX,4000,Postponed,TEN,0.45
2270734716,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Khari Blasingame (15560464),Khari Blasingame,15560464,RB/FLEX,4000,Postponed,TEN,0.5
2270734717,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,T.J. Yeldon (15560466),T.J. Yeldon,15560466,RB/FLEX,4000,Postponed,BUF,0.9
2270734718,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Taiwan Jones (15560468),Taiwan Jones,15560468,RB/FLEX,4000,Postponed,BUF,0
2270734719,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Adam Humphries (15589125),Adam Humphries,15589125,WR/FLEX,4000,Postponed,TEN,11.53
2270734720,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Josh Dobbs (15560277),Josh Dobbs,15560277,QB,4000,PHI@PIT 10/11/2020 01:00PM ET,PIT,0
2270734721,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Nate Sudfeld (15560278),Nate Sudfeld,15560278,QB,4000,PHI@PIT 10/11/2020 01:00PM ET,PHI,0
2270734722,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Benny Snell Jr. (15560442),Benny Snell Jr.,15560442,RB/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,PIT,5.17
2270734723,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Anthony McFarland Jr. (15560444),Anthony McFarland Jr.,15560444,RB/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,PIT,5.9
2270734724,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Jaylen Samuels (15560446),Jaylen Samuels,15560446,RB/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,PIT,0.93
2270734725,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Derek Watt (15560448),Derek Watt,15560448,RB/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,PIT,0
2270734726,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Boston Scott (15560450),Boston Scott,15560450,RB/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,PHI,3.82
2270734727,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Corey Clement (15560452),Corey Clement,15560452,RB/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,PHI,1.3
2270734728,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Jason Huntley (15560454),Jason Huntley,15560454,RB/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,PHI,0.1
2270734729,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Adrian Killins Jr. (15560456),Adrian Killins Jr.,15560456,RB/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,PHI,0
2270734730,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Eric Ebron (15560878),Eric Ebron,15560878,TE/FLEX,4000,PHI@PIT 10/11/2020 01:00PM ET,PIT,8.77
2270734731,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Trace McSorley (15560276),Trace McSorley,15560276,QB,4000,CIN@BAL 10/11/2020 01:00PM ET,BAL,0
2270734732,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Gus Edwards (15560432),Gus Edwards,15560432,RB/FLEX,4000,CIN@BAL 10/11/2020 01:00PM ET,BAL,4.18
2270734733,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Justice Hill (15560434),Justice Hill,15560434,RB/FLEX,4000,CIN@BAL 10/11/2020 01:00PM ET,BAL,0
2270734734,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Patrick Ricard (15560436),Patrick Ricard,15560436,RB/FLEX,4000,CIN@BAL 10/11/2020 01:00PM ET,BAL,1.98
