Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2321774427,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,1. Column A lists all of your contest entries for this draftgroup
2321783256,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,2. Your current lineup is listed next to each entry (blank for reservations)
2321783257,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2321783258,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2321783259,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,5. For faster processing only include entries you are changing in the file you upload
2321783260,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,
2321783261,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2321801749,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,C.J. Ham (15677283),C.J. Ham,15677283,RB/FLEX,4000,MIN@GB 11/01/2020 01:00PM ET,MIN,0.54
2321801750,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,AJ Dillon (15677285),AJ Dillon,15677285,RB/FLEX,4000,MIN@GB 11/01/2020 01:00PM ET,GB,1.27
2321801751,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Dexter Williams (15677287),Dexter Williams,15677287,RB/FLEX,4000,MIN@GB 11/01/2020 01:00PM ET,GB,0
2321801752,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Patrick Taylor (15677289),Patrick Taylor,15677289,RB/FLEX,4000,MIN@GB 11/01/2020 01:00PM ET,GB,0
2321801753,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Tyler Ervin (15677291),Tyler Ervin,15677291,RB/FLEX,4000,MIN@GB 11/01/2020 01:00PM ET,GB,2.98
2321801754,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Dwayne Washington (15677267),Dwayne Washington,15677267,RB/FLEX,4000,NO@CHI 11/01/2020 04:25PM ET,NO,0
2321801755,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Ty Montgomery (15677269),Ty Montgomery,15677269,RB/FLEX,4000,NO@CHI 11/01/2020 04:25PM ET,NO,2.05
2321801756,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Michael Burton (15677271),Michael Burton,15677271,RB/FLEX,4000,NO@CHI 11/01/2020 04:25PM ET,NO,0.38
2321801757,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Ryan Nall (15677273),Ryan Nall,15677273,RB/FLEX,4000,NO@CHI 11/01/2020 04:25PM ET,CHI,0.3
2321801758,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Artavis Pierce (15677275),Artavis Pierce,15677275,RB/FLEX,4000,NO@CHI 11/01/2020 04:25PM ET,CHI,0
2321801759,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Tarik Cohen (15677277),Tarik Cohen,15677277,RB/FLEX,4000,NO@CHI 11/01/2020 04:25PM ET,CHI,5.83
2321801760,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Trace McSorley (15677090),Trace McSorley,15677090,QB,4000,PIT@BAL 11/01/2020 01:00PM ET,BAL,0
2321801761,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Josh Dobbs (15677091),Josh Dobbs,15677091,QB,4000,PIT@BAL 11/01/2020 01:00PM ET,PIT,0
2321801762,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Justice Hill (15677253),Justice Hill,15677253,RB/FLEX,4000,PIT@BAL 11/01/2020 01:00PM ET,BAL,0
2321801763,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Patrick Ricard (15677255),Patrick Ricard,15677255,RB/FLEX,4000,PIT@BAL 11/01/2020 01:00PM ET,BAL,1.6
2321801764,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Benny Snell Jr. (15677257),Benny Snell Jr.,15677257,RB/FLEX,4000,PIT@BAL 11/01/2020 01:00PM ET,PIT,5.45
2321801765,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Anthony McFarland Jr. (15677259),Anthony McFarland Jr.,15677259,RB/FLEX,4000,PIT@BAL 11/01/2020 01:00PM ET,PIT,2.22
2321801766,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Jaylen Samuels (15677261),Jaylen Samuels,15677261,RB/FLEX,4000,PIT@BAL 11/01/2020 01:00PM ET,PIT,0.82
2321801767,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Trey Edmunds (15677263),Trey Edmunds,15677263,RB/FLEX,4000,PIT@BAL 11/01/2020 01:00PM ET,PIT,0
2321801768,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Derek Watt (15677265),Derek Watt,15677265,RB/FLEX,4000,PIT@BAL 11/01/2020 01:00PM ET,PIT,0
2321801769,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Jeremy McNichols (15677241),Jeremy McNichols,15677241,RB/FLEX,4000,TEN@CIN 11/01/2020 01:00PM ET,TEN,2.45
2321801770,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Darrynton Evans (15677243),Darrynton Evans,15677243,RB/FLEX,4000,TEN@CIN 11/01/2020 01:00PM ET,TEN,1.05
2321801771,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Senorise Perry (15677245),Senorise Perry,15677245,RB/FLEX,4000,TEN@CIN 11/01/2020 01:00PM ET,TEN,0.45
2321801772,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Khari Blasingame (15677247),Khari Blasingame,15677247,RB/FLEX,4000,TEN@CIN 11/01/2020 01:00PM ET,TEN,0.38
2321801773,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Samaje Perine (15677249),Samaje Perine,15677249,RB/FLEX,4000,TEN@CIN 11/01/2020 01:00PM ET,CIN,0.27
2321801774,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Trayveon Williams (15677251),Trayveon Williams,15677251,RB/FLEX,4000,TEN@CIN 11/01/2020 01:00PM ET,CIN,0
2321801775,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Jalen Richard (15677229),Jalen Richard,15677229,RB/FLEX,4000,LV@CLE 11/01/2020 01:00PM ET,LV,4.88
2321801776,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Devontae Booker (15677231),Devontae Booker,15677231,RB/FLEX,4000,LV@CLE 11/01/2020 01:00PM ET,LV,4.78
2321801777,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Alec Ingold (15677233),Alec Ingold,15677233,RB/FLEX,4000,LV@CLE 11/01/2020 01:00PM ET,LV,3.83
2321801778,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,D'Ernest Johnson (15677235),D'Ernest Johnson,15677235,RB/FLEX,4000,LV@CLE 11/01/2020 01:00PM ET,CLE,2.14
2321801779,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Dontrell Hilliard (15677237),Dontrell Hilliard,15677237,RB/FLEX,4000,LV@CLE 11/01/2020 01:00PM ET,CLE,2
2321801780,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Andy Janovich (15677239),Andy Janovich,15677239,RB/FLEX,4000,LV@CLE 11/01/2020 01:00PM ET,CLE,0.62
2321801781,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Austin Hooper (15677643),Austin Hooper,15677643,TE/FLEX,4000,LV@CLE 11/01/2020 01:00PM ET,CLE,8.08
2321801782,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Jake Fromm (15677089),Jake Fromm,15677089,QB,4000,NE@BUF 11/01/2020 01:00PM ET,BUF,0
2321801783,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Rex Burkhead (15677217),Rex Burkhead,15677217,RB/FLEX,4000,NE@BUF 11/01/2020 01:00PM ET,NE,10.33
2321801784,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,J.J. Taylor (15677219),J.J. Taylor,15677219,RB/FLEX,4000,NE@BUF 11/01/2020 01:00PM ET,NE,2.8
2321801785,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Sony Michel (15677221),Sony Michel,15677221,RB/FLEX,4000,NE@BUF 11/01/2020 01:00PM ET,NE,10.2
2321801786,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Jakob Johnson (15677223),Jakob Johnson,15677223,RB/FLEX,4000,NE@BUF 11/01/2020 01:00PM ET,NE,1.96
2321801787,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,T.J. Yeldon (15677225),T.J. Yeldon,15677225,RB/FLEX,4000,NE@BUF 11/01/2020 01:00PM ET,BUF,5.4
2321801788,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Taiwan Jones (15677227),Taiwan Jones,15677227,RB/FLEX,4000,NE@BUF 11/01/2020 01:00PM ET,BUF,0
2321801789,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,James Morgan (15677088),James Morgan,15677088,QB,4000,NYJ@KC 11/01/2020 01:00PM ET,NYJ,0
2321801790,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Frank Gore (15677207),Frank Gore,15677207,RB/FLEX,4000,NYJ@KC 11/01/2020 01:00PM ET,NYJ,5.79
2321801791,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Ty Johnson (15677209),Ty Johnson,15677209,RB/FLEX,4000,NYJ@KC 11/01/2020 01:00PM ET,NYJ,1.4
2321801792,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Darrel Williams (15677211),Darrel Williams,15677211,RB/FLEX,4000,NYJ@KC 11/01/2020 01:00PM ET,KC,4.35
2321801793,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Darwin Thompson (15677213),Darwin Thompson,15677213,RB/FLEX,4000,NYJ@KC 11/01/2020 01:00PM ET,KC,0.98
2321801794,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,DeAndre Washington (15677215),DeAndre Washington,15677215,RB/FLEX,4000,NYJ@KC 11/01/2020 01:00PM ET,KC,1.7
2321801795,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Matt Breida (15677191),Matt Breida,15677191,RB/FLEX,4000,LAR@MIA 11/01/2020 01:00PM ET,MIA,4.4
2321801796,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Patrick Laird (15677193),Patrick Laird,15677193,RB/FLEX,4000,LAR@MIA 11/01/2020 01:00PM ET,MIA,1.02
2321801797,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Jordan Howard (15677195),Jordan Howard,15677195,RB/FLEX,4000,LAR@MIA 11/01/2020 01:00PM ET,MIA,5.02
2321801798,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Malcolm Perry (15677197),Malcolm Perry,15677197,RB/FLEX,4000,LAR@MIA 11/01/2020 01:00PM ET,MIA,0
2321801799,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Salvon Ahmed (15677199),Salvon Ahmed,15677199,RB/FLEX,4000,LAR@MIA 11/01/2020 01:00PM ET,MIA,0
2321801800,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Chandler Cox (15677201),Chandler Cox,15677201,RB/FLEX,4000,LAR@MIA 11/01/2020 01:00PM ET,MIA,0.58
2321801801,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Xavier Jones (15677203),Xavier Jones,15677203,RB/FLEX,4000,LAR@MIA 11/01/2020 01:00PM ET,LAR,0
2321801802,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Raymond Calais (15677205),Raymond Calais,15677205,RB/FLEX,4000,LAR@MIA 11/01/2020 01:00PM ET,LAR,0
2321801803,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,QB,Nick Mullens (15677087),Nick Mullens,15677087,QB,4000,SF@SEA 11/01/2020 04:25PM ET,SF,10.45
2321801804,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Travis Homer (15677179),Travis Homer,15677179,RB/FLEX,4000,SF@SEA 11/01/2020 04:25PM ET,SEA,2.75
2321801805,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,DeeJay Dallas (15677181),DeeJay Dallas,15677181,RB/FLEX,4000,SF@SEA 11/01/2020 04:25PM ET,SEA,2.02
2321801806,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Rashaad Penny (15677183),Rashaad Penny,15677183,RB/FLEX,4000,SF@SEA 11/01/2020 04:25PM ET,SEA,0
2321801807,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Nick Bellore (15677185),Nick Bellore,15677185,RB/FLEX,4000,SF@SEA 11/01/2020 04:25PM ET,SEA,0
