Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2169356456,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),DeAndre Hopkins (15033809),Dante Pettis (15033983),Trent Taylor (15033957),T.J. Hockenson (15034327) (LOCKED),Alvin Kamara (15033487),Eagles (15034594) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2169371496,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Aaron Rodgers (15033404) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Davante Adams (15033803) (LOCKED),Marquise Brown (15033861) (LOCKED),Marquez Valdes-Scantling (15033933) (LOCKED),Irv Smith Jr. (15034377) (LOCKED),Alvin Kamara (15033487),Bengals (15034600),,2. Your current lineup is listed next to each entry (blank for reservations)
2169371497,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Philip Rivers (15033408) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Parris Campbell (15033959) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Laviska Shenault Jr. (15033909) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Eagles (15034594) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2169371498,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Marquise Brown (15033861) (LOCKED),Christian Kirk (15033865),Dante Pettis (15033983),George Kittle (15034307),Alvin Kamara (15033487),Dolphins (15034615) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2169371499,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Gardner Minshew II (15033412) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),DJ Chark Jr. (15033823) (LOCKED),Chris Conley (15033945) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Packers (15034604) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2169371500,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Russell Wilson (15033398) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Marquise Brown (15033861) (LOCKED),DK Metcalf (15033839) (LOCKED),David Moore (15033991) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Colts (15034599) (LOCKED),,
2169371501,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Mitchell Trubisky (15033420) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Ted Ginn Jr. (15033975) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Darnell Mooney (15034079) (LOCKED),George Kittle (15034307),Alvin Kamara (15033487),Patriots (15034597) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2169371637,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Russell Wilson (15033398) (LOCKED),Antonio Gibson (15033595) (LOCKED),Joe Mixon (15033495),Julio Jones (15033801) (LOCKED),Tyler Lockett (15033817) (LOCKED),David Moore (15033991) (LOCKED),Mark Andrews (15034309) (LOCKED),Kenyan Drake (15033499),Jets (15034613) (LOCKED),,RB,Ke'Shawn Vaughn (15033551),Ke'Shawn Vaughn,15033551,RB/FLEX,4500,TB@NO 09/13/2020 04:25PM ET,TB,0
2169371638,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Philip Rivers (15033408) (LOCKED),Todd Gurley II (15033505) (LOCKED),Josh Jacobs (15033493) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Laviska Shenault Jr. (15033909) (LOCKED),Michael Thomas (15033799),Jack Doyle (15034347) (LOCKED),Boston Scott (15033541) (LOCKED),49ers (15034595),,QB,Tim Boyle (15033440) (LOCKED),Tim Boyle,15033440,QB,4500,In Progress,GB,-0.03
2169371639,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Matt Ryan (15033400) (LOCKED),Dalvin Cook (15033485) (LOCKED),Antonio Gibson (15033595) (LOCKED),Marquise Brown (15033861) (LOCKED),Julio Jones (15033801) (LOCKED),David Moore (15033991) (LOCKED),Hayden Hurst (15034325) (LOCKED),Austin Ekeler (15033489),Bills (15034593) (LOCKED),,QB,Case Keenum (15033439) (LOCKED),Case Keenum,15033439,QB,4500,In Progress,CLE,11.75
2169371640,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Lamar Jackson (15033397) (LOCKED),Antonio Gibson (15033595) (LOCKED),Josh Jacobs (15033493) (LOCKED),Odell Beckham Jr. (15033835) (LOCKED),Miles Boykin (15033931) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Mark Andrews (15034309) (LOCKED),Austin Ekeler (15033489),Raiders (15034603) (LOCKED),,WR,Hunter Renfrow (15033893) (LOCKED),Hunter Renfrow,15033893,WR/FLEX,4500,In Progress,LV,10.73
2169371641,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Teddy Bridgewater (15033409) (LOCKED),Antonio Gibson (15033595) (LOCKED),Todd Gurley II (15033505) (LOCKED),DJ Moore (15033813) (LOCKED),Hunter Renfrow (15033893) (LOCKED),Michael Thomas (15033799),Ian Thomas (15034361) (LOCKED),Austin Ekeler (15033489),49ers (15034595),,WR,Larry Fitzgerald (15033899),Larry Fitzgerald,15033899,WR/FLEX,4500,ARI@SF 09/13/2020 04:25PM ET,ARI,11.52
2169371642,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Lamar Jackson (15033397) (LOCKED),Chris Carson (15033503) (LOCKED),Josh Jacobs (15033493) (LOCKED),Davante Adams (15033803) (LOCKED),Miles Boykin (15033931) (LOCKED),Marquise Brown (15033861) (LOCKED),Austin Hooper (15034319) (LOCKED),Antonio Gibson (15033595) (LOCKED),Bears (15034596) (LOCKED),,WR,Brandon Aiyuk (15033901),Brandon Aiyuk,15033901,WR/FLEX,4500,ARI@SF 09/13/2020 04:25PM ET,SF,0
2169371643,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Matthew Stafford (15033406) (LOCKED),Dalvin Cook (15033485) (LOCKED),Josh Jacobs (15033493) (LOCKED),Marquise Brown (15033861) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Allen Robinson II (15033815) (LOCKED),T.J. Hockenson (15034327) (LOCKED),Antonio Gibson (15033595) (LOCKED),Bills (15034593) (LOCKED),,WR,N'Keal Harry (15033907) (LOCKED),N'Keal Harry,15033907,WR/FLEX,4400,In Progress,NE,5.52
2169371644,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Mitchell Trubisky (15033420) (LOCKED),Josh Jacobs (15033493) (LOCKED),Boston Scott (15033541) (LOCKED),Ted Ginn Jr. (15033975) (LOCKED),Julio Jones (15033801) (LOCKED),Allen Robinson II (15033815) (LOCKED),T.J. Hockenson (15034327) (LOCKED),Austin Ekeler (15033489),Bills (15034593) (LOCKED),,RB,Kerryon Johnson (15033559) (LOCKED),Kerryon Johnson,15033559,RB/FLEX,4400,In Progress,DET,11.12
2210380098,Modelo $5K NFL Beat Bettis Contest Series (1),90143023,$0,Lamar Jackson (15033397) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Miles Boykin (15033931) (LOCKED),Marquise Brown (15033861) (LOCKED),Jarvis Landry (15033837) (LOCKED),Irv Smith Jr. (15034377) (LOCKED),Joe Mixon (15033495),Cardinals (15034614),,QB,Taysom Hill (15033441),Taysom Hill,15033441,QB,4400,TB@NO 09/13/2020 04:25PM ET,NO,7.04
,,,,,,,,,,,,,,RB,AJ Dillon (15033561) (LOCKED),AJ Dillon,15033561,RB/FLEX,4400,In Progress,GB,0
,,,,,,,,,,,,,,QB,Mike Glennon (15033443) (LOCKED),Mike Glennon,15033443,QB,4400,In Progress,JAX,2.62
,,,,,,,,,,,,,,WR,Michael Pittman Jr. (15033903) (LOCKED),Michael Pittman Jr.,15033903,WR/FLEX,4400,In Progress,IND,0
,,,,,,,,,,,,,,WR,Laviska Shenault Jr. (15033909) (LOCKED),Laviska Shenault Jr.,15033909,WR/FLEX,4400,In Progress,JAX,0
,,,,,,,,,,,,,,WR,Devin Duvernay (15033911) (LOCKED),Devin Duvernay,15033911,WR/FLEX,4400,In Progress,BAL,0
,,,,,,,,,,,,,,QB,Joe Flacco (15033442) (LOCKED),Joe Flacco,15033442,QB,4400,In Progress,NYJ,11.98
,,,,,,,,,,,,,,RB,Zack Moss (15033555) (LOCKED),Zack Moss,15033555,RB/FLEX,4400,In Progress,BUF,0
,,,,,,,,,,,,,,RB,Reggie Bonnafon (15033567) (LOCKED),Reggie Bonnafon,15033567,RB/FLEX,4400,In Progress,CAR,1.83
,,,,,,,,,,,,,,RB,Giovani Bernard (15033557),Giovani Bernard,15033557,RB/FLEX,4400,LAC@CIN 09/13/2020 04:05PM ET,CIN,4.34
,,,,,,,,,,,,,,RB,Justin Jackson (15033565),Justin Jackson,15033565,RB/FLEX,4400,LAC@CIN 09/13/2020 04:05PM ET,LAC,4.46
,,,,,,,,,,,,,,WR,Tee Higgins (15033905),Tee Higgins,15033905,WR/FLEX,4400,LAC@CIN 09/13/2020 04:05PM ET,CIN,0
,,,,,,,,,,,,,,RB,Chase Edmonds (15033563),Chase Edmonds,15033563,RB/FLEX,4400,ARI@SF 09/13/2020 04:25PM ET,ARI,6.6
,,,,,,,,,,,,,,RB,Damien Harris (15033569) (LOCKED),Damien Harris,15033569,RB/FLEX,4300,In Progress,NE,0.6
,,,,,,,,,,,,,,RB,Ito Smith (15033571) (LOCKED),Ito Smith,15033571,RB/FLEX,4300,In Progress,ATL,5.19
,,,,,,,,,,,,,,WR,Russell Gage (15033915) (LOCKED),Russell Gage,15033915,WR/FLEX,4300,In Progress,ATL,6.24
,,,,,,,,,,,,,,TE,Hayden Hurst (15034325) (LOCKED),Hayden Hurst,15034325,TE/FLEX,4300,In Progress,ATL,5.42
,,,,,,,,,,,,,,WR,Jalen Reagor (15033913) (LOCKED),Jalen Reagor,15033913,WR/FLEX,4300,In Progress,PHI,0
,,,,,,,,,,,,,,QB,Jordan Love (15033445) (LOCKED),Jordan Love,15033445,QB,4300,In Progress,GB,0
,,,,,,,,,,,,,,WR,Rashard Higgins (15033917) (LOCKED),Rashard Higgins,15033917,WR/FLEX,4300,In Progress,CLE,1.55
,,,,,,,,,,,,,,QB,Matt Barkley (15033444) (LOCKED),Matt Barkley,15033444,QB,4300,In Progress,BUF,4.98
,,,,,,,,,,,,,,WR,Denzel Mims (15033919) (LOCKED),Denzel Mims,15033919,WR/FLEX,4300,In Progress,NYJ,0
,,,,,,,,,,,,,,RB,Joshua Kelley (15033573),Joshua Kelley,15033573,RB/FLEX,4300,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,RB,Lynn Bowden Jr. (15033577) (LOCKED),Lynn Bowden Jr.,15033577,RB/FLEX,4200,In Progress,MIA,0
,,,,,,,,,,,,,,TE,T.J. Hockenson (15034327) (LOCKED),T.J. Hockenson,15034327,TE/FLEX,4200,In Progress,DET,6.98
,,,,,,,,,,,,,,QB,Tommy Stevens (15033447),Tommy Stevens,15033447,QB,4200,TB@NO 09/13/2020 04:25PM ET,NO,0
,,,,,,,,,,,,,,QB,Kurt Benkert (15033446) (LOCKED),Kurt Benkert,15033446,QB,4200,In Progress,ATL,0
,,,,,,,,,,,,,,WR,Phillip Dorsett II (15033929) (LOCKED),Phillip Dorsett II,15033929,WR/FLEX,4200,In Progress,SEA,6.83
,,,,,,,,,,,,,,WR,Greg Ward (15033927) (LOCKED),Greg Ward,15033927,WR/FLEX,4200,In Progress,PHI,8.2
,,,,,,,,,,,,,,RB,Alexander Mattison (15033575) (LOCKED),Alexander Mattison,15033575,RB/FLEX,4200,In Progress,MIN,4.91
,,,,,,,,,,,,,,WR,Zach Pascal (15033923) (LOCKED),Zach Pascal,15033923,WR/FLEX,4200,In Progress,IND,8.83
,,,,,,,,,,,,,,WR,Bryan Edwards (15033925) (LOCKED),Bryan Edwards,15033925,WR/FLEX,4200,In Progress,LV,0
,,,,,,,,,,,,,,WR,John Ross III (15033921),John Ross III,15033921,WR/FLEX,4200,LAC@CIN 09/13/2020 04:05PM ET,CIN,12.75
,,,,,,,,,,,,,,RB,Tevin Coleman (15033579),Tevin Coleman,15033579,RB/FLEX,4200,ARI@SF 09/13/2020 04:25PM ET,SF,10.01
,,,,,,,,,,,,,,RB,LeSean McCoy (15033583),LeSean McCoy,15033583,RB/FLEX,4100,TB@NO 09/13/2020 04:25PM ET,TB,8.61
,,,,,,,,,,,,,,QB,Danny Etling (15033448) (LOCKED),Danny Etling,15033448,QB,4100,In Progress,ATL,0
,,,,,,,,,,,,,,TE,Dallas Goedert (15034329) (LOCKED),Dallas Goedert,15034329,TE/FLEX,4100,In Progress,PHI,10.06
,,,,,,,,,,,,,,RB,Jamaal Williams (15033581) (LOCKED),Jamaal Williams,15033581,RB/FLEX,4100,In Progress,GB,9.64
,,,,,,,,,,,,,,WR,Marquez Valdes-Scantling (15033933) (LOCKED),Marquez Valdes-Scantling,15033933,WR/FLEX,4100,In Progress,GB,4.94
,,,,,,,,,,,,,,WR,Olabisi Johnson (15033935) (LOCKED),Olabisi Johnson,15033935,WR/FLEX,4100,In Progress,MIN,4.59
,,,,,,,,,,,,,,WR,Miles Boykin (15033931) (LOCKED),Miles Boykin,15033931,WR/FLEX,4100,In Progress,BAL,3.32
,,,,,,,,,,,,,,QB,Jake Fromm (15033449) (LOCKED),Jake Fromm,15033449,QB,4100,In Progress,BUF,0
,,,,,,,,,,,,,,WR,Jalen Hurd (15033937),Jalen Hurd,15033937,WR/FLEX,4100,ARI@SF 09/13/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,RB,Jason Huntley (15033677) (LOCKED),Jason Huntley,15033677,RB/FLEX,4000,In Progress,PHI,0
,,,,,,,,,,,,,,RB,Dare Ogunbowale (15033769) (LOCKED),Dare Ogunbowale,15033769,RB/FLEX,4000,In Progress,JAX,4.77
,,,,,,,,,,,,,,QB,Josh Rosen (15033458) (LOCKED),Josh Rosen,15033458,QB,4000,In Progress,MIA,3.83
,,,,,,,,,,,,,,QB,Brian Hoyer (15033462) (LOCKED),Brian Hoyer,15033462,QB,4000,In Progress,NE,6.52
,,,,,,,,,,,,,,QB,Brian Lewerke (15033463) (LOCKED),Brian Lewerke,15033463,QB,4000,In Progress,NE,0
,,,,,,,,,,,,,,RB,Rex Burkhead (15033599) (LOCKED),Rex Burkhead,15033599,RB/FLEX,4000,In Progress,NE,7.76
,,,,,,,,,,,,,,RB,Kalen Ballage (15033635) (LOCKED),Kalen Ballage,15033635,RB/FLEX,4000,In Progress,MIA,4.32
,,,,,,,,,,,,,,RB,Patrick Laird (15033637) (LOCKED),Patrick Laird,15033637,RB/FLEX,4000,In Progress,MIA,4.55
,,,,,,,,,,,,,,RB,Chandler Cox (15033709) (LOCKED),Chandler Cox,15033709,RB/FLEX,4000,In Progress,MIA,0
,,,,,,,,,,,,,,RB,Myles Gaskin (15033711) (LOCKED),Myles Gaskin,15033711,RB/FLEX,4000,In Progress,MIA,4.49
,,,,,,,,,,,,,,RB,Malcolm Perry (15033713) (LOCKED),Malcolm Perry,15033713,RB/FLEX,4000,In Progress,MIA,0
,,,,,,,,,,,,,,RB,J.J. Taylor (15033721) (LOCKED),J.J. Taylor,15033721,RB/FLEX,4000,In Progress,NE,0
,,,,,,,,,,,,,,RB,Jakob Johnson (15033723) (LOCKED),Jakob Johnson,15033723,RB/FLEX,4000,In Progress,NE,0.38
,,,,,,,,,,,,,,QB,Tyler Bray (15033451) (LOCKED),Tyler Bray,15033451,QB,4000,In Progress,CHI,0
,,,,,,,,,,,,,,RB,Bo Scarbrough (15033633) (LOCKED),Bo Scarbrough,15033633,RB/FLEX,4000,In Progress,DET,7.37
,,,,,,,,,,,,,,RB,Ryan Nall (15033641) (LOCKED),Ryan Nall,15033641,RB/FLEX,4000,In Progress,CHI,0.1
,,,,,,,,,,,,,,RB,Artavis Pierce (15033663) (LOCKED),Artavis Pierce,15033663,RB/FLEX,4000,In Progress,CHI,0
,,,,,,,,,,,,,,RB,Ty Johnson (15033679) (LOCKED),Ty Johnson,15033679,RB/FLEX,4000,In Progress,DET,3.82
,,,,,,,,,,,,,,RB,Wes Hills (15033681) (LOCKED),Wes Hills,15033681,RB/FLEX,4000,In Progress,DET,16.2
,,,,,,,,,,,,,,RB,Nick Bawden (15033683) (LOCKED),Nick Bawden,15033683,RB/FLEX,4000,In Progress,DET,0.57
,,,,,,,,,,,,,,RB,Luke Sellers (15033685) (LOCKED),Luke Sellers,15033685,RB/FLEX,4000,In Progress,DET,0
,,,,,,,,,,,,,,QB,Ryan Griffin (15033475),Ryan Griffin,15033475,QB,4000,TB@NO 09/13/2020 04:25PM ET,TB,0.31
,,,,,,,,,,,,,,QB,Reid Sinnett (15033476),Reid Sinnett,15033476,QB,4000,TB@NO 09/13/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,RB,Ty Montgomery (15033609),Ty Montgomery,15033609,RB/FLEX,4000,TB@NO 09/13/2020 04:25PM ET,NO,2.02
,,,,,,,,,,,,,,RB,Dwayne Washington (15033725),Dwayne Washington,15033725,RB/FLEX,4000,TB@NO 09/13/2020 04:25PM ET,NO,0.45
,,,,,,,,,,,,,,RB,Tony Jones Jr. (15033727),Tony Jones Jr.,15033727,RB/FLEX,4000,TB@NO 09/13/2020 04:25PM ET,NO,0
,,,,,,,,,,,,,,RB,Michael Burton (15033729),Michael Burton,15033729,RB/FLEX,4000,TB@NO 09/13/2020 04:25PM ET,NO,0
,,,,,,,,,,,,,,RB,Raymond Calais (15033771),Raymond Calais,15033771,RB/FLEX,4000,TB@NO 09/13/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,RB,T.J. Logan (15033773),T.J. Logan,15033773,RB/FLEX,4000,TB@NO 09/13/2020 04:25PM ET,TB,0.36
,,,,,,,,,,,,,,WR,Tre'Quan Smith (15033939),Tre'Quan Smith,15033939,WR/FLEX,4000,TB@NO 09/13/2020 04:25PM ET,NO,5.95
,,,,,,,,,,,,,,WR,Scotty Miller (15033941),Scotty Miller,15033941,WR/FLEX,4000,TB@NO 09/13/2020 04:25PM ET,TB,4.06
,,,,,,,,,,,,,,QB,Geno Smith (15033473) (LOCKED),Geno Smith,15033473,QB,4000,In Progress,SEA,0
,,,,,,,,,,,,,,QB,Anthony Gordon (15033474) (LOCKED),Anthony Gordon,15033474,QB,4000,In Progress,SEA,0
,,,,,,,,,,,,,,RB,Rashaad Penny (15033591) (LOCKED),Rashaad Penny,15033591,RB/FLEX,4000,In Progress,SEA,7.93
,,,,,,,,,,,,,,RB,Travis Homer (15033613) (LOCKED),Travis Homer,15033613,RB/FLEX,4000,In Progress,SEA,2.04
,,,,,,,,,,,,,,RB,Brian Hill (15033629) (LOCKED),Brian Hill,15033629,RB/FLEX,4000,In Progress,ATL,5.6
,,,,,,,,,,,,,,RB,Qadree Ollison (15033647) (LOCKED),Qadree Ollison,15033647,RB/FLEX,4000,In Progress,ATL,3.84
,,,,,,,,,,,,,,RB,Craig Reynolds (15033649) (LOCKED),Craig Reynolds,15033649,RB/FLEX,4000,In Progress,ATL,0
,,,,,,,,,,,,,,RB,Keith Smith (15033651) (LOCKED),Keith Smith,15033651,RB/FLEX,4000,In Progress,ATL,0.19
,,,,,,,,,,,,,,RB,Mikey Daniel (15033653) (LOCKED),Mikey Daniel,15033653,RB/FLEX,4000,In Progress,ATL,0
,,,,,,,,,,,,,,RB,DeeJay Dallas (15033763) (LOCKED),DeeJay Dallas,15033763,RB/FLEX,4000,In Progress,SEA,0
,,,,,,,,,,,,,,RB,Anthony Jones (15033765) (LOCKED),Anthony Jones,15033765,RB/FLEX,4000,In Progress,SEA,0
,,,,,,,,,,,,,,RB,Nick Bellore (15033767) (LOCKED),Nick Bellore,15033767,RB/FLEX,4000,In Progress,SEA,0.64
,,,,,,,,,,,,,,TE,Greg Olsen (15034331) (LOCKED),Greg Olsen,15034331,TE/FLEX,4000,In Progress,SEA,9.05
,,,,,,,,,,,,,,QB,Nate Sudfeld (15033467) (LOCKED),Nate Sudfeld,15033467,QB,4000,In Progress,PHI,0
,,,,,,,,,,,,,,QB,Kyle Lauletta (15033468) (LOCKED),Kyle Lauletta,15033468,QB,4000,In Progress,PHI,0
,,,,,,,,,,,,,,QB,Steven Montez (15033477) (LOCKED),Steven Montez,15033477,QB,4000,In Progress,WAS,0
,,,,,,,,,,,,,,RB,Corey Clement (15033593) (LOCKED),Corey Clement,15033593,RB/FLEX,4000,In Progress,PHI,-0.5
,,,,,,,,,,,,,,RB,Antonio Gibson (15033595) (LOCKED),Antonio Gibson,15033595,RB/FLEX,4000,In Progress,WAS,0
,,,,,,,,,,,,,,RB,J.D. McKissic (15033617) (LOCKED),J.D. McKissic,15033617,RB/FLEX,4000,In Progress,WAS,5.24
,,,,,,,,,,,,,,RB,Peyton Barber (15033645) (LOCKED),Peyton Barber,15033645,RB/FLEX,4000,In Progress,WAS,7.34
,,,,,,,,,,,,,,RB,Elijah Holyfield (15033735) (LOCKED),Elijah Holyfield,15033735,RB/FLEX,4000,In Progress,PHI,0
,,,,,,,,,,,,,,RB,Michael Warren II (15033737) (LOCKED),Michael Warren II,15033737,RB/FLEX,4000,In Progress,PHI,0
,,,,,,,,,,,,,,RB,Adrian Killins Jr. (15033739) (LOCKED),Adrian Killins Jr.,15033739,RB/FLEX,4000,In Progress,PHI,0
,,,,,,,,,,,,,,RB,Bryce Love (15033775) (LOCKED),Bryce Love,15033775,RB/FLEX,4000,In Progress,WAS,0
,,,,,,,,,,,,,,WR,Antonio Gandy-Golden (15033943) (LOCKED),Antonio Gandy-Golden,15033943,WR/FLEX,4000,In Progress,WAS,0
,,,,,,,,,,,,,,QB,Sean Mannion (15033459) (LOCKED),Sean Mannion,15033459,QB,4000,In Progress,MIN,0.51
,,,,,,,,,,,,,,QB,Jake Browning (15033460) (LOCKED),Jake Browning,15033460,QB,4000,In Progress,MIN,0
,,,,,,,,,,,,,,QB,Nate Stanley (15033461) (LOCKED),Nate Stanley,15033461,QB,4000,In Progress,MIN,0
,,,,,,,,,,,,,,RB,Mike Boone (15033585) (LOCKED),Mike Boone,15033585,RB/FLEX,4000,In Progress,MIN,2.94
,,,,,,,,,,,,,,RB,Tyler Ervin (15033687) (LOCKED),Tyler Ervin,15033687,RB/FLEX,4000,In Progress,GB,0.69
,,,,,,,,,,,,,,RB,Dexter Williams (15033689) (LOCKED),Dexter Williams,15033689,RB/FLEX,4000,In Progress,GB,0.28
,,,,,,,,,,,,,,RB,Damarea Crockett (15033691) (LOCKED),Damarea Crockett,15033691,RB/FLEX,4000,In Progress,GB,0
,,,,,,,,,,,,,,RB,John Lovett (15033693) (LOCKED),John Lovett,15033693,RB/FLEX,4000,In Progress,GB,0
,,,,,,,,,,,,,,RB,Patrick Taylor (15033695) (LOCKED),Patrick Taylor,15033695,RB/FLEX,4000,In Progress,GB,0
,,,,,,,,,,,,,,RB,Ameer Abdullah (15033715) (LOCKED),Ameer Abdullah,15033715,RB/FLEX,4000,In Progress,MIN,2.38
,,,,,,,,,,,,,,RB,Tony Brooks-James (15033717) (LOCKED),Tony Brooks-James,15033717,RB/FLEX,4000,In Progress,MIN,0.23
,,,,,,,,,,,,,,RB,C.J. Ham (15033719) (LOCKED),C.J. Ham,15033719,RB/FLEX,4000,In Progress,MIN,2.16
,,,,,,,,,,,,,,QB,Jacob Eason (15033455) (LOCKED),Jacob Eason,15033455,QB,4000,In Progress,IND,0
,,,,,,,,,,,,,,QB,Chad Kelly (15033456) (LOCKED),Chad Kelly,15033456,QB,4000,In Progress,IND,0
,,,,,,,,,,,,,,QB,Jake Luton (15033479) (LOCKED),Jake Luton,15033479,QB,4000,In Progress,JAX,0
,,,,,,,,,,,,,,QB,Josh Dobbs (15033480) (LOCKED),Josh Dobbs,15033480,QB,4000,In Progress,JAX,0
,,,,,,,,,,,,,,RB,Ryquell Armstead (15033597) (LOCKED),Ryquell Armstead,15033597,RB/FLEX,4000,In Progress,JAX,3.2
,,,,,,,,,,,,,,RB,Nyheim Hines (15033601) (LOCKED),Nyheim Hines,15033601,RB/FLEX,4000,In Progress,IND,7.43
,,,,,,,,,,,,,,RB,Chris Thompson (15033615) (LOCKED),Chris Thompson,15033615,RB/FLEX,4000,In Progress,JAX,8.51
,,,,,,,,,,,,,,RB,Jordan Wilkins (15033625) (LOCKED),Jordan Wilkins,15033625,RB/FLEX,4000,In Progress,IND,3.86
,,,,,,,,,,,,,,RB,Bruce Anderson III (15033697) (LOCKED),Bruce Anderson III,15033697,RB/FLEX,4000,In Progress,IND,0
,,,,,,,,,,,,,,RB,Roosevelt Nix (15033699) (LOCKED),Roosevelt Nix,15033699,RB/FLEX,4000,In Progress,IND,0.8
,,,,,,,,,,,,,,RB,Devine Ozigbo (15033783) (LOCKED),Devine Ozigbo,15033783,RB/FLEX,4000,In Progress,JAX,0.8
,,,,,,,,,,,,,,RB,James Robinson (15033785) (LOCKED),James Robinson,15033785,RB/FLEX,4000,In Progress,JAX,0
,,,,,,,,,,,,,,RB,Tavien Feaster (15033787) (LOCKED),Tavien Feaster,15033787,RB/FLEX,4000,In Progress,JAX,0
,,,,,,,,,,,,,,RB,Nathan Cottrell (15033789) (LOCKED),Nathan Cottrell,15033789,RB/FLEX,4000,In Progress,JAX,0
,,,,,,,,,,,,,,RB,Connor Slomka (15033791) (LOCKED),Connor Slomka,15033791,RB/FLEX,4000,In Progress,JAX,0
,,,,,,,,,,,,,,WR,Chris Conley (15033945) (LOCKED),Chris Conley,15033945,WR/FLEX,4000,In Progress,JAX,9.97
,,,,,,,,,,,,,,RB,Bruce Miller (15314175) (LOCKED),Bruce Miller,15314175,RB/FLEX,4000,In Progress,JAX,0
,,,,,,,,,,,,,,QB,Kevin Davidson (15033454) (LOCKED),Kevin Davidson,15033454,QB,4000,In Progress,CLE,0
,,,,,,,,,,,,,,QB,Trace McSorley (15033481) (LOCKED),Trace McSorley,15033481,QB,4000,In Progress,BAL,0.1
,,,,,,,,,,,,,,QB,Tyler Huntley (15033482) (LOCKED),Tyler Huntley,15033482,QB,4000,In Progress,BAL,0
,,,,,,,,,,,,,,RB,Gus Edwards (15033605) (LOCKED),Gus Edwards,15033605,RB/FLEX,4000,In Progress,BAL,5.98
,,,,,,,,,,,,,,RB,Dontrell Hilliard (15033621) (LOCKED),Dontrell Hilliard,15033621,RB/FLEX,4000,In Progress,CLE,2.72
,,,,,,,,,,,,,,RB,Justice Hill (15033631) (LOCKED),Justice Hill,15033631,RB/FLEX,4000,In Progress,BAL,3.3
,,,,,,,,,,,,,,RB,Andy Janovich (15033643) (LOCKED),Andy Janovich,15033643,RB/FLEX,4000,In Progress,CLE,2.19
,,,,,,,,,,,,,,RB,D'Ernest Johnson (15033671) (LOCKED),D'Ernest Johnson,15033671,RB/FLEX,4000,In Progress,CLE,0.95
,,,,,,,,,,,,,,RB,Benny LeMay (15033673) (LOCKED),Benny LeMay,15033673,RB/FLEX,4000,In Progress,CLE,0
,,,,,,,,,,,,,,RB,Johnny Stanton (15033675) (LOCKED),Johnny Stanton,15033675,RB/FLEX,4000,In Progress,CLE,0
