Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2222899495,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Jalen Reagor (15355956),Robert Woods (15355852),Tyler Higbee (15356194),Kenyan Drake (15355616),Colts (15356403),,1. Column A lists all of your contest entries for this draftgroup
2222899496,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Derrick Henry (15355598),Mecole Hardman (15355976),T.Y. Hilton (15355876),Mike Williams (15355946),Hunter Henry (15356190),Kenyan Drake (15355616),Bills (15356387),,2. Your current lineup is listed next to each entry (blank for reservations)
2222899497,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Aaron Jones (15355604),DJ Chark Jr. (15355866),Corey Davis (15355960),Mike Williams (15355946),Chris Herndon (15356226),Derrick Henry (15355598),Packers (15356393),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2222899498,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Dalvin Cook (15355600),Ezekiel Elliott (15355596),DJ Chark Jr. (15355866),Corey Davis (15355960),Diontae Johnson (15355932),Jonnu Smith (15356204),Kenyan Drake (15355616),Bears (15356389),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2222899499,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Corey Davis (15355960),Allen Robinson II (15355850),Robert Woods (15355852),Tyler Eifert (15356248),Derrick Henry (15355598),Cardinals (15356396),,5. For faster processing only include entries you are changing in the file you upload
2222899500,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Davante Adams (15355828),Marvin Jones Jr. (15355880),Marquez Valdes-Scantling (15355926),Chris Herndon (15356226),Kenyan Drake (15355616),Chargers (15356410),,
2222899501,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),DeSean Jackson (15355896),Van Jefferson Jr. (15356144),Diontae Johnson (15355932),Tyler Higbee (15356194),Aaron Jones (15355604),Bears (15356389),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2222901895,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Derrick Henry (15355598),Keenan Allen (15355878),Tyreek Hill (15355832),Mike Williams (15355946),Chris Herndon (15356226),Melvin Gordon III (15355634),Eagles (15356400),,TE,Eric Ebron (15356202),Eric Ebron,15356202,TE/FLEX,4300,DEN@PIT 09/20/2020 01:00PM ET,PIT,2.8
2222901896,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Ezekiel Elliott (15355596),Derrick Henry (15355598),Miles Boykin (15355952),Marquise Brown (15355862),Mike Williams (15355946),Jordan Akins (15356230),Kenyan Drake (15355616),Chargers (15356410),,RB,Alexander Mattison (15355684),Alexander Mattison,15355684,RB/FLEX,4300,MIN@IND 09/20/2020 01:00PM ET,MIN,12
2222901897,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535),Ezekiel Elliott (15355596),Derrick Henry (15355598),DeSean Jackson (15355896),Jalen Reagor (15355956),Robert Woods (15355852),Chris Herndon (15356226),Melvin Gordon III (15355634),Bears (15356389),,QB,Jake Fromm (15355570),Jake Fromm,15355570,QB,4300,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
2222901898,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Kenyan Drake (15355616),Ezekiel Elliott (15355596),DeSean Jackson (15355896),Diontae Johnson (15355932),Robert Woods (15355852),Chris Herndon (15356226),Cooper Kupp (15355842),Bills (15356387),,RB,Myles Gaskin (15355688),Myles Gaskin,15355688,RB/FLEX,4300,BUF@MIA 09/20/2020 01:00PM ET,MIA,10.6
2222901899,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Matthew Stafford (15355533),Ezekiel Elliott (15355596),Derrick Henry (15355598),Marvin Jones Jr. (15355880),Marquez Valdes-Scantling (15355926),Mike Williams (15355946),T.J. Hockenson (15356188),Kenyan Drake (15355616),Dolphins (15356409),,RB,Antonio Gibson (15355686),Antonio Gibson,15355686,RB/FLEX,4300,WAS@ARI 09/20/2020 04:05PM ET,WAS,6.4
2222901900,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Mitchell Trubisky (15355544),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Anthony Miller (15355894),Darius Slayton (15355900),Jimmy Graham (15356212),Kenyan Drake (15355616),49ers (15356386),,WR,Christian Kirk (15355938),Christian Kirk,15355938,WR/FLEX,4300,WAS@ARI 09/20/2020 04:05PM ET,ARI,1
2222901901,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tom Brady (15355530),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Scotty Miller (15355958),DJ Moore (15355856),O.J. Howard (15356210),Kenyan Drake (15355616),Cowboys (15356399),,QB,Robert Griffin III (15355569),Robert Griffin III,15355569,QB,4300,BAL@HOU 09/20/2020 04:25PM ET,BAL,0.26
2222901902,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Diontae Johnson (15355932),Adam Thielen (15355836),Kyle Rudolph (15356222),David Johnson (15355618),Giants (15356404),,WR,Willie Snead IV (15355940),Willie Snead IV,15355940,WR/FLEX,4300,BAL@HOU 09/20/2020 04:25PM ET,BAL,16.4
2222901903,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Derrick Henry (15355598),Mike Evans (15355848),T.Y. Hilton (15355876),Adam Humphries (15356020),Tyler Eifert (15356248),Kenyan Drake (15355616),Ravens (15356390),,RB,Jamaal Williams (15355690),Jamaal Williams,15355690,RB/FLEX,4200,DET@GB 09/20/2020 01:00PM ET,GB,8.2
2222901904,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Aaron Jones (15355604),Tyreek Hill (15355832),Diontae Johnson (15355932),Mike Williams (15355946),Hunter Henry (15356190),Jonathan Taylor (15355620),Giants (15356404),,RB,Jerick McKinnon (15355692),Jerick McKinnon,15355692,RB/FLEX,4200,SF@NYJ 09/20/2020 01:00PM ET,SF,13.4
2222901905,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Aaron Jones (15355604),Keenan Allen (15355878),Parris Campbell (15355930),Mike Williams (15355946),Travis Kelce (15356178),Kenyan Drake (15355616),Dolphins (15356409),,WR,Greg Ward (15355950),Greg Ward,15355950,WR/FLEX,4200,LAR@PHI 09/20/2020 01:00PM ET,PHI,8.1
2222901906,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Philip Rivers (15355537),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),T.Y. Hilton (15355876),Mike Williams (15355946),Irv Smith Jr. (15356252),Aaron Jones (15355604),Ravens (15356390),,WR,Laviska Shenault Jr. (15355948),Laviska Shenault Jr.,15355948,WR/FLEX,4200,JAX@TEN 09/20/2020 01:00PM ET,JAX,13.7
2222901907,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Philip Rivers (15355537),Ezekiel Elliott (15355596),Derrick Henry (15355598),T.Y. Hilton (15355876),Michael Pittman Jr. (15355998),Robert Woods (15355852),Kyle Rudolph (15356222),Kenyan Drake (15355616),Cardinals (15356396),,TE,Jonnu Smith (15356204),Jonnu Smith,15356204,TE/FLEX,4200,JAX@TEN 09/20/2020 01:00PM ET,TEN,13.6
2222901908,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526),Ezekiel Elliott (15355596),Derrick Henry (15355598),Marvin Jones Jr. (15355880),Allen Lazard (15355890),Marquez Valdes-Scantling (15355926),Logan Thomas (15356218),David Johnson (15355618),Jets (15356411),,WR,Mike Williams (15355946),Mike Williams,15355946,WR/FLEX,4200,KC@LAC 09/20/2020 04:25PM ET,LAC,10.9
2222901909,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Miles Sanders (15355614),Davante Adams (15355828),Corey Davis (15355960),Laviska Shenault Jr. (15355948),Jonnu Smith (15356204),Melvin Gordon III (15355634),49ers (15356386),,QB,Tim Boyle (15355579),Tim Boyle,15355579,QB,4100,DET@GB 09/20/2020 01:00PM ET,GB,-0.2
2222901910,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Derrick Henry (15355598),Davante Adams (15355828),Adam Humphries (15356020),Laviska Shenault Jr. (15355948),Chris Herndon (15356226),David Johnson (15355618),WAS Football Team (15356395),,QB,Nick Mullens (15355578),Nick Mullens,15355578,QB,4100,SF@NYJ 09/20/2020 01:00PM ET,SF,0
2222901911,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Christian McCaffrey (15355592),Corey Davis (15355960),Adam Humphries (15356020),Diontae Johnson (15355932),Tyler Eifert (15356248),Aaron Jones (15355604),Bills (15356387),,QB,Colt McCoy (15355577),Colt McCoy,15355577,QB,4100,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
2222901912,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Ezekiel Elliott (15355596),Aaron Jones (15355604),Corey Davis (15355960),Van Jefferson Jr. (15356144),Robert Woods (15355852),Zach Ertz (15356184),Kenyan Drake (15355616),49ers (15356386),,QB,Nate Sudfeld (15355575),Nate Sudfeld,15355575,QB,4100,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
2222901913,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Ezekiel Elliott (15355596),Jonathan Taylor (15355620),Corey Davis (15355960),DeSean Jackson (15355896),Robert Woods (15355852),Tyler Higbee (15356194),Austin Ekeler (15355608),Ravens (15356390),,QB,John Wolford (15355576),John Wolford,15355576,QB,4100,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
2222901914,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535),Ezekiel Elliott (15355596),Jonathan Taylor (15355620),DeSean Jackson (15355896),Jalen Reagor (15355956),Allen Robinson II (15355850),Tyler Higbee (15356194),Kenyan Drake (15355616),Bills (15356387),,WR,Jalen Reagor (15355956),Jalen Reagor,15355956,WR/FLEX,4100,LAR@PHI 09/20/2020 01:00PM ET,PHI,6.5
2222901915,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536),Ezekiel Elliott (15355596),Aaron Jones (15355604),Parris Campbell (15355930),Justin Jefferson (15355934),Adam Thielen (15355836),Chris Herndon (15356226),Kenyan Drake (15355616),Chiefs (15356392),,QB,Logan Woodside (15355574),Logan Woodside,15355574,QB,4100,JAX@TEN 09/20/2020 01:00PM ET,TEN,0
2222901916,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tom Brady (15355530),Ezekiel Elliott (15355596),Derrick Henry (15355598),Robby Anderson (15355892),Diontae Johnson (15355932),Scotty Miller (15355958),Rob Gronkowski (15356206),Aaron Jones (15355604),Giants (15356404),,WR,Scotty Miller (15355958),Scotty Miller,15355958,WR/FLEX,4100,CAR@TB 09/20/2020 01:00PM ET,TB,12.9
2222901917,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Patrick Mahomes (15355525),Ezekiel Elliott (15355596),Derrick Henry (15355598),Keenan Allen (15355878),Mecole Hardman (15355976),Sammy Watkins (15355910),Chris Herndon (15356226),Kenyan Drake (15355616),Colts (15356403),,TE,Rob Gronkowski (15356206),Rob Gronkowski,15356206,TE/FLEX,4100,CAR@TB 09/20/2020 01:00PM ET,TB,3.1
2222901918,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Kenyan Drake (15355616),Ezekiel Elliott (15355596),Marquise Brown (15355862),Brandin Cooks (15355902),Diontae Johnson (15355932),Chris Herndon (15356226),J.K. Dobbins (15355640),Titans (15356391),,QB,Jeff Driskel (15355573),Jeff Driskel,15355573,QB,4100,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
2222901919,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Josh Allen (15355528),Ezekiel Elliott (15355596),Derrick Henry (15355598),John Brown (15355870),Diontae Johnson (15355932),Preston Williams (15355916),Dawson Knox (15356214),Kenyan Drake (15355616),Panthers (15356407),,WR,James Washington (15355954),James Washington,15355954,WR/FLEX,4100,DEN@PIT 09/20/2020 01:00PM ET,PIT,11.4
2222901920,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535),Ezekiel Elliott (15355596),Aaron Jones (15355604),DeSean Jackson (15355896),Diontae Johnson (15355932),Robert Woods (15355852),Dallas Goedert (15356192),Jonathan Taylor (15355620),Chargers (15356410),,QB,Sean Mannion (15355572),Sean Mannion,15355572,QB,4100,MIN@IND 09/20/2020 01:00PM ET,MIN,0
2222901921,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dwayne Haskins Jr. (15355549),Ezekiel Elliott (15355596),Derrick Henry (15355598),Christian Kirk (15355938),Terry McLaurin (15355874),Steven Sims Jr. (15355920),Chris Herndon (15356226),Aaron Jones (15355604),Chiefs (15356392),,RB,J.D. McKissic (15355694),J.D. McKissic,15355694,RB/FLEX,4100,WAS@ARI 09/20/2020 04:05PM ET,WAS,0.9
2222901922,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535),Kenyan Drake (15355616),Ezekiel Elliott (15355596),Diontae Johnson (15355932),Jalen Reagor (15355956),Robert Woods (15355852),Zach Ertz (15356184),David Johnson (15355618),Titans (15356391),,QB,Chad Henne (15355571),Chad Henne,15355571,QB,4100,KC@LAC 09/20/2020 04:25PM ET,KC,0
2222901923,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526),Ezekiel Elliott (15355596),Miles Sanders (15355614),Diontae Johnson (15355932),Allen Lazard (15355890),Marquez Valdes-Scantling (15355926),T.J. Hockenson (15356188),Kenyan Drake (15355616),Chiefs (15356392),,WR,Miles Boykin (15355952),Miles Boykin,15355952,WR/FLEX,4100,BAL@HOU 09/20/2020 04:25PM ET,BAL,6.7
2222901924,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),DJ Chark Jr. (15355866),Adam Humphries (15356020),Logan Thomas (15356218),Austin Ekeler (15355608),49ers (15356386),,RB,AJ Dillon (15355810),AJ Dillon,15355810,RB/FLEX,4000,DET@GB 09/20/2020 01:00PM ET,GB,1.4
2222901925,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),T.Y. Hilton (15355876),Van Jefferson Jr. (15356144),Robert Woods (15355852),Dallas Goedert (15356192),David Johnson (15355618),Panthers (15356407),,RB,Tyler Ervin (15355812),Tyler Ervin,15355812,RB/FLEX,4000,DET@GB 09/20/2020 01:00PM ET,GB,5.4
2222901926,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Aaron Jones (15355604),Chris Conley (15355994),Corey Davis (15355960),Robert Woods (15355852),Jonnu Smith (15356204),Clyde Edwards-Helaire (15355602),Vikings (15356394),,RB,Patrick Taylor (15355814),Patrick Taylor,15355814,RB/FLEX,4000,DET@GB 09/20/2020 01:00PM ET,GB,0
2222901927,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536),Ezekiel Elliott (15355596),Aaron Jones (15355604),Diontae Johnson (15355932),Allen Robinson II (15355850),Adam Thielen (15355836),Irv Smith Jr. (15356252),Jonathan Taylor (15355620),Dolphins (15356409),,RB,John Lovett (15355816),John Lovett,15355816,RB/FLEX,4000,DET@GB 09/20/2020 01:00PM ET,GB,0
2222901928,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Ezekiel Elliott (15355596),Derrick Henry (15355598),Miles Boykin (15355952),Randall Cobb (15355936),Diontae Johnson (15355932),Mark Andrews (15356182),Antonio Gibson (15355686),Lions (15356408),,RB,Kerryon Johnson (15355818),Kerryon Johnson,15355818,RB/FLEX,4000,DET@GB 09/20/2020 01:00PM ET,DET,1.4
2222901929,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Kenyan Drake (15355616),Ezekiel Elliott (15355596),Miles Boykin (15355952),Parris Campbell (15355930),Corey Davis (15355960),Mark Andrews (15356182),David Johnson (15355618),Cardinals (15356396),,RB,Ty Johnson (15355820),Ty Johnson,15355820,RB/FLEX,4000,DET@GB 09/20/2020 01:00PM ET,DET,0
2222901930,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Saquon Barkley (15355594),Ezekiel Elliott (15355596),Adam Humphries (15356020),Laviska Shenault Jr. (15355948),Robert Woods (15355852),Jonnu Smith (15356204),Kenyan Drake (15355616),Chiefs (15356392),,RB,Jonathan Williams (15355822),Jonathan Williams,15355822,RB/FLEX,4000,DET@GB 09/20/2020 01:00PM ET,DET,0
2222901931,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Parris Campbell (15355930),DeSean Jackson (15355896),Cooper Kupp (15355842),Tyler Higbee (15356194),David Johnson (15355618),49ers (15356386),,RB,Bo Scarbrough (15355824),Bo Scarbrough,15355824,RB/FLEX,4000,DET@GB 09/20/2020 01:00PM ET,DET,0
2222901932,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Ronald Jones II (15355636),Keenan Allen (15355878),Corey Davis (15355960),Tyreek Hill (15355832),Hunter Henry (15356190),Kenyan Drake (15355616),Cardinals (15356396),,QB,C.J. Beathard (15355589),C.J. Beathard,15355589,QB,4000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
2222901933,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Aaron Jones (15355604),DJ Chark Jr. (15355866),Adam Humphries (15356020),Allen Robinson II (15355850),Jonnu Smith (15356204),Jonathan Taylor (15355620),Cardinals (15356396),,QB,James Morgan (15355590),James Morgan,15355590,QB,4000,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
2222901934,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Patrick Mahomes (15355525),Kenyan Drake (15355616),Ezekiel Elliott (15355596),Mecole Hardman (15355976),Diontae Johnson (15355932),Mike Williams (15355946),Travis Kelce (15356178),David Johnson (15355618),Buccaneers (15356397),,QB,Mike White (15355591),Mike White,15355591,QB,4000,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
2222901935,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),Van Jefferson Jr. (15356144),Cooper Kupp (15355842),Jalen Reagor (15355956),Chris Herndon (15356226),Clyde Edwards-Helaire (15355602),Titans (15356391),,RB,Tevin Coleman (15355802),Tevin Coleman,15355802,RB/FLEX,4000,SF@NYJ 09/20/2020 01:00PM ET,SF,3.4
2222901936,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Kenyan Drake (15355616),Ezekiel Elliott (15355596),Davante Adams (15355828),Sammy Watkins (15355910),Mike Williams (15355946),Chris Herndon (15356226),Austin Ekeler (15355608),Ravens (15356390),,RB,Jeff Wilson Jr. (15355804),Jeff Wilson Jr.,15355804,RB/FLEX,4000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
2222901937,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tom Brady (15355530),Ezekiel Elliott (15355596),Derrick Henry (15355598),Mike Evans (15355848),Diontae Johnson (15355932),Curtis Samuel (15355922),O.J. Howard (15356210),David Johnson (15355618),Lions (15356408),,RB,Kyle Juszczyk (15355806),Kyle Juszczyk,15355806,RB/FLEX,4000,SF@NYJ 09/20/2020 01:00PM ET,SF,5.8
2222901938,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Patrick Mahomes (15355525),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Tyreek Hill (15355832),Mike Williams (15355946),Logan Thomas (15356218),Mecole Hardman (15355976),Broncos (15356402),,RB,La'Mical Perine (15355808),La'Mical Perine,15355808,RB/FLEX,4000,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
2222901939,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Patrick Mahomes (15355525),Ezekiel Elliott (15355596),Derrick Henry (15355598),Mecole Hardman (15355976),Diontae Johnson (15355932),Demarcus Robinson (15356000),Hunter Henry (15356190),Aaron Jones (15355604),Panthers (15356407),,DST,49ers  (15356386),49ers ,15356386,DST,4000,SF@NYJ 09/20/2020 01:00PM ET,SF,4
2222901940,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dwayne Haskins Jr. (15355549),Ezekiel Elliott (15355596),Derrick Henry (15355598),Larry Fitzgerald (15355928),T.Y. Hilton (15355876),Terry McLaurin (15355874),Logan Thomas (15356218),Melvin Gordon III (15355634),Bears (15356389),,RB,Wayne Gallman Jr. (15355796),Wayne Gallman Jr.,15355796,RB/FLEX,4000,NYG@CHI 09/20/2020 01:00PM ET,NYG,2.4
2222901941,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Gardner Minshew II (15355540),Ezekiel Elliott (15355596),Aaron Jones (15355604),DJ Chark Jr. (15355866),Corey Davis (15355960),Allen Robinson II (15355850),Tyler Eifert (15356248),Kenyan Drake (15355616),Ravens (15356390),,RB,Elijhaa Penny (15355798),Elijhaa Penny,15355798,RB/FLEX,4000,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
2222901942,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Ezekiel Elliott (15355596),Aaron Jones (15355604),Cooper Kupp (15355842),Jalen Reagor (15355956),Robert Woods (15355852),Logan Thomas (15356218),Jonathan Taylor (15355620),Giants (15356404),,RB,Ryan Nall (15355800),Ryan Nall,15355800,RB/FLEX,4000,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
2222901943,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536),Ezekiel Elliott (15355596),Derrick Henry (15355598),Olabisi Johnson (15355966),Michael Pittman Jr. (15355998),Adam Thielen (15355836),Logan Thomas (15356218),Aaron Jones (15355604),Cowboys (15356399),,RB,Jason Huntley (15355790),Jason Huntley,15355790,RB/FLEX,4000,LAR@PHI 09/20/2020 01:00PM ET,PHI,0.1
2222901944,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Ezekiel Elliott (15355596),Aaron Jones (15355604),Miles Boykin (15355952),Marquise Brown (15355862),Randall Cobb (15355936),Chris Herndon (15356226),Jonathan Taylor (15355620),Cowboys (15356399),,RB,Xavier Jones (15355792),Xavier Jones,15355792,RB/FLEX,4000,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
2222901945,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Mitchell Trubisky (15355544),Ezekiel Elliott (15355596),Derrick Henry (15355598),Diontae Johnson (15355932),Allen Robinson II (15355850),Sterling Shepard (15355884),Jimmy Graham (15356212),Ronald Jones II (15355636),Cardinals (15356396),,RB,Raymond Calais (15355794),Raymond Calais,15355794,RB/FLEX,4000,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
2222901946,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tom Brady (15355530),Ezekiel Elliott (15355596),Derrick Henry (15355598),Mike Evans (15355848),T.Y. Hilton (15355876),Scotty Miller (15355958),Ian Thomas (15356236),Melvin Gordon III (15355634),Rams (15356398),,WR,Josh Reynolds (15355962),Josh Reynolds,15355962,WR/FLEX,4000,LAR@PHI 09/20/2020 01:00PM ET,LAR,2.7
2222901947,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Demarcus Robinson (15356000),Allen Robinson II (15355850),Hunter Henry (15356190),Austin Ekeler (15355608),Eagles (15356400),,QB,Jake Luton (15355588),Jake Luton,15355588,QB,4000,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
2222901948,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tom Brady (15355530),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Corey Davis (15355960),Mike Evans (15355848),DJ Moore (15355856),Rob Gronkowski (15356206),Kenyan Drake (15355616),Chiefs (15356392),,RB,Chris Thompson (15355774),Chris Thompson,15355774,RB/FLEX,4000,JAX@TEN 09/20/2020 01:00PM ET,JAX,2.6
2222901949,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Matthew Stafford (15355533),Kenyan Drake (15355616),Ezekiel Elliott (15355596),Davante Adams (15355828),Quintez Cephus (15355974),Diontae Johnson (15355932),T.J. Hockenson (15356188),David Johnson (15355618),Jaguars (15356405),,RB,Nathan Cottrell (15355776),Nathan Cottrell,15355776,RB/FLEX,4000,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
2222901950,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526),Ezekiel Elliott (15355596),David Johnson (15355618),Davante Adams (15355828),Parris Campbell (15355930),Corey Davis (15355960),T.J. Hockenson (15356188),Marquez Valdes-Scantling (15355926),Broncos (15356402),,RB,Dare Ogunbowale (15355778),Dare Ogunbowale,15355778,RB/FLEX,4000,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
2222901951,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Philip Rivers (15355537),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),T.Y. Hilton (15355876),Adam Thielen (15355836),Robert Woods (15355852),Chris Herndon (15356226),Jonathan Taylor (15355620),Jaguars (15356405),,RB,Devine Ozigbo (15355780),Devine Ozigbo,15355780,RB/FLEX,4000,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
2222901952,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Ezekiel Elliott (15355596),Aaron Jones (15355604),Marquise Brown (15355862),Parris Campbell (15355930),Corey Davis (15355960),Jordan Akins (15356230),J.K. Dobbins (15355640),Chiefs (15356392),,RB,Bruce Miller (15355782),Bruce Miller,15355782,RB/FLEX,4000,JAX@TEN 09/20/2020 01:00PM ET,JAX,1.2
